x,y
3960.0987403534837,175.3567073170734
3958.6856087428428,175.3567073170734
3956.0599799612182,175.3567073170734
3950.6860980959805,175.3567073170734
3943.08798652412,175.3567073170734
3935.389492634587,175.3567073170734
3927.6269306457243,175.3567073170734
3918.888820143877,175.65772407440252
3908.0546161340667,177.00678758571306
3895.9941031106223,179.3815256710007
3886.5730307114527,181.40512093796653
3880.6835556108913,182.81825254860718
3877.684411830941,183.49278430426247
3876.120771841636,183.64329268292704
3875.1452233286514,183.64329268292704
3873.4951430600117,183.94430944025618
3869.8438397044106,185.2933729515667
3863.407969046854,187.66811103685436
3853.4211773513675,189.69170630382015
3841.4748584882464,191.40585467178994
3829.765488283123,193.42944993875577
3821.3423365769418,195.95469640270795
3817.590650903669,197.97829166967378
3815.6395538777,199.39142328031443
3813.415324171077,200.0659550359697
3812.066260659766,200.21646341463426
3811.6147355237727,200.21646341463426
3810.488678632124,200.5174801719634
3806.449918239859,202.3180688192676
3797.4888011183502,206.71640217152108
3783.842275925596,212.3773587557507
3768.8466872215317,217.31365752333235
3756.161768503425,221.63949263458886
3747.574166380242,225.60024288918598
3742.3368508553317,228.80002110879337
3738.9865642570594,230.29959299876845
3737.33648398842,230.75111813476215
3735.909410339442,231.42564989041753
3732.3221750831704,232.8387815010584
3725.8361783646205,235.01288514668886
3717.549592998767,238.5136801236254
3707.913944121603,243.2994705125423
3697.85465418512,249.11093547543652
3690.5436173322505,254.18380058334535
3687.0929484163066,257.0965040839611
3685.529308427002,258.0720525969455
3684.8547766713464,258.5235777329392
3684.403251535353,259.87264124424973
3682.903679645378,262.09687095087287
3679.5533930471056,263.8974595981771
3674.617094279524,266.37258000113655
3667.8300808036456,270.68447307405563
3659.9950205737855,275.1692467056435
3652.834492099581,278.6700416825801
3647.984633611334,280.84414532821046
3645.5095132083743,282.25727693885113
3643.795364840404,283.23282545183554
3641.3202444374447,284.8829057204752
3636.3198775705328,288.0826839400827
3628.033292204679,292.49495933067357
3616.460488339884,298.8443897088958
3602.663454768465,307.26754141507655
3589.4545126733674,315.92764177925636
3579.230772319883,323.3891870107901
3572.5803251843313,328.763068876028
3568.16804979374,331.9767891339729
3564.968271574133,334.3014011582678
3562.8666661694992,337.1276643795492
3559.1149804962265,341.1023566724839
3550.6918287900457,347.8893701483626
3538.982458584923,356.8365452315341
3527.036139721801,365.6471539743784
3517.049348026315,373.1086992059123
3510.462968990094,378.4825810711502
3506.137133878837,381.395284571766
3503.5254471355506,382.6718498420795
3502.5498986225657,384.32193011071917
3502.098373486572,387.52170833032665
3500.749309975262,391.33195020625925
3498.5250802686387,394.68223680453127
3497.1760167573284,396.85634045016167
3496.7244916213344,398.26947206080234
3496.0499598656793,398.9440038164576
3494.636828255039,399.3955289524513
3492.4627246094087,400.8951008424264
3489.1124380111364,404.09487906203384
3485.1516877565396,407.9051209379665
3481.2773777812768,411.2554075362385
3478.3646742806604,413.429511181869
3476.040062256365,414.84264279250965
3473.665324171078,415.5171745481649
3472.1657522811024,415.96869968415865
3470.889187010789,417.4682715741337
3467.5249583741797,421.1195749297349
3459.976972863312,427.40493720862696
3448.354042937524,436.41618039112853
3435.733192318746,445.44979575363453
3424.39733711195,452.5378259868423
3416.4117685034253,457.4741247544238
3412.523516489825,460.8244113526958
3411.096442840847,462.47449162133546
3409.4463625722074,463.75105689164906
3406.2465843526,466.66376039226503
3401.9848173406735,472.18815063616745
3396.610935475436,480.17371924469177
3390.7994705125416,489.27140270652785
3386.0136801236245,497.25697131505245
3382.663393525353,503.0823783162842
3381.1638216353776,507.3441453282105
3380.712296499384,510.6944319264825
3379.736747986399,513.3200607081064
3377.1250612431127,517.2083127217066
3373.100242889185,523.6943094402561
3368.1639441216034,531.529369670116
3362.3524791587092,538.8404065229853
3357.2796140508003,544.2142883882232
3354.065893792855,547.1269918888389
3351.7412817685604,548.1025404018233
3349.3665436832725,548.2530487804878
3347.8669717932976,548.554065537817
3346.590406522984,549.9031290491275
3343.6777030223684,552.2778671344151
3338.30382115713,554.6024791587101
3330.9927843042615,557.515182659326
3323.157724074402,561.0884758772597
3316.3707105985236,564.0011793778754
3311.434411830942,566.3257914021702
3307.933616854006,568.7005294874579
3305.4584964510454,570.200101377433
3302.5457929504296,571.4766666477467
3298.671482975167,574.0883533910335
3294.2592075845764,578.1131717449608
3288.885325719338,583.0494705125424
3283.0738607564444,588.8609354754366
3278.288070367527,593.9338005833453
3274.7872753905904,597.1475208412899
3272.312154987631,599.6226412442493
3269.399451487015,602.9729278425215
3265.834801005118,607.2168838842848
3262.9392069015844,612.8565234222744
3260.1802312281393,619.8311770865366
3255.7991122817584,626.1311899394868
3251.130972536725,629.9838553469936
3248.673175558194,632.5737839759928
3247.263481790567,635.5872373177594
3244.669232929037,638.3134964131629
3240.8124205678214,640.6020493144702
3236.417704447079,643.0911095950177
3231.0614456254384,645.0783872534939
3225.568686551936,646.4550650603833
3221.8487006508453,647.3940183949079
3219.3914092966907,648.8568481403908
3217.034574488869,651.0441827319262
3215.5529832192533,652.5067001184024
3214.294479226261,653.7460446671641
3211.8514463083893,656.3203372323496
3208.5193930349187,660.1570719302222
3205.014550982531,664.230566146173
3201.395610640372,668.066914133869
3198.9390113580694,671.0919576454053
3196.3320082959467,674.353734257402
3192.3398669233775,679.3015500726119
3188.921989000385,684.4860795904742
3186.315328127333,689.1602826290913
3182.9841334780212,694.4948197623115
3179.193112810508,699.965656857671
3175.8621820191993,703.6635120014134
3173.4065574669844,706.0984553106362
3170.664003775824,708.4327162904958
3167.6345265566097,709.891499500412
3165.480372391474,710.8259360784355
3163.786336068534,712.1976207407482
3161.6325127558894,714.3299306298477
3158.3026804980336,717.3370481193489
3154.3625642839343,720.0567205635215
3150.2080569335903,722.3384279573349
3146.1178085896136,724.8203763691461
3141.9636885156297,727.1012856629529
3137.5728214844494,729.9698707676047
3132.3710632298366,733.4986192661523
3127.1054487304436,736.3663414570415
3122.779285141473,738.7960341479803
3118.863171893439,742.1004373408334
3115.7360099085663,746.0148397940225
3111.870477319619,750.2938546630713
3106.0819645825372,755.1828534312817
3099.5327157735337,760.946532121577
3093.4436609434924,766.2721357980299
3088.5310300462843,770.6356363873037
3084.229105569263,774.761688030258
3080.1420015865883,778.8231687044295
3075.9910742063544,783.0987215746259
3071.603442952577,788.1347420274465
3066.2544494532644,794.8704655019914
3060.769132614604,802.804243332206
3057.0567614125926,811.0385411303471
3054.456743454949,819.2723476516554
3051.4333193819625,827.3551616212158
3048.998217479195,834.612460041943
3048.048971039422,840.3836636706353
3047.6239676451173,845.2653063723782
3046.151130336002,850.4251550319947
3042.9782917965645,857.042456993135
3039.195186027704,866.8868862578613
3035.872222338787,877.7372813946733
3033.725617810783,887.1433794687642
3032.340149948127,893.3717322326346
3031.392417239978,896.9657127141073
3029.920799633883,898.407676352024
3027.724648102496,898.8013379203686
3026.403771057899,899.4177829410522
3026.13103244777,900.4716221240338
3026.1593846579553,901.0877255801921
3026.187792315319,901.4807081510191
3026.065727439002,903.2226803637285
3025.118637700475,907.8633825659176
3022.535403479743,915.4168011526605
3018.990534080742,925.5178975358469
3016.106202343372,937.0823588671459
3013.8098858055,947.334228096928
3011.4633418748076,955.713219263269
3010.1423453364896,962.141375499779
3009.8692417689476,965.9721039481207
3009.896973868829,968.9921074909709
3009.773988538773,974.7607949307753
3009.126742218447,983.8747467461718
3008.0416460820366,992.5292929378523
3007.3938367373994,997.12344738079
3006.968707700779,999.2347237428853
3005.645683620115,1001.3551652703742
3003.44710603679,1004.8030962930368
3002.1232764936212,1009.5368844627812
3001.6965361883076,1015.2972727900083
3001.0463090858566,1020.6210675704199
2999.957987689152,1024.833800972631
2999.00569051812,1028.1361711523084
2997.5287971198563,1030.26353891043
2995.3266425839674,1031.932194716139
2993.848512420881,1034.0621112020308
2992.893742499286,1037.3695772317158
2991.801713924763,1041.288933637114
2991.146547555756,1045.4243521366773
2990.7136390146256,1049.4972456487303
2989.3824161679727,1053.7863146775173
2987.175224898588,1058.838008973392
2985.6918638407215,1065.5916151294414
2984.731674172795,1073.5455321949962
2983.634042865303,1081.8022698365503
2982.9730971850527,1090.8133988805037
2982.8352564495312,1102.8980626527105
2982.846985972918,1118.7446453235038
2982.857759024896,1133.8685412761165
2982.8675586472837,1145.5856004737195
2982.876369328926,1155.2671603773638
2982.8841770549084,1163.5376555636808
2982.890969351215,1170.5476201178196
2982.8967353246207,1176.6482193068803
2982.9014656976556,1181.5747697109082
2982.905152838457,1186.3445314899752
2982.9077907853834,1192.774965860482
2982.909375266284,1201.3314186051323
2983.106707317073,1208.4176829268295
2983.4926385282306,1212.3222946895582
2983.8786975944595,1215.390524176901
2984.2649053870255,1218.5979220005715
2984.651288217497,1221.2337725719767
2985.037877923631,1224.6108235308525
2985.424711944331,1229.8496164504902
2985.8118333829575,1235.8296012282005
2986.1992910582735,1240.7864967311125
2986.587139542249,1244.4609739177267
2986.9754391839874,1247.1123440256856
2987.3642561190127,1250.0533454588647
2987.753662263128,1253.2839661521864
2988.1437352900903,1255.6419520668526
2988.534558592322,1257.2414832987995
2988.9262212238887,1258.1049171453196
2989.318817824964,1258.747831263394
2989.712448527035,1260.2907544968782
2990.1072188380895,1262.861806442548
2990.5032395070552,1265.385169532966
2990.900626366773,1268.4990441597242
2990.9984833974936,1273.028453211603
2990.049906042883,1279.8207917660984
2988.227904779228,1289.7148946746483
