x,y
5823.340841183901,1564.4390243902435
5820.560626853012,1657.8038607296173
5812.2309560961485,1750.8002287142958
5798.384702318323,1843.061114165843
5779.076510357447,1934.2224055193706
5754.382580826114,2023.9243308055388
5724.400369382602,2111.8128775061546
5689.2482021179085,2197.5411896798482
5649.06480857673,2280.77093684401
5604.008774255327,2361.1736492106384
5554.2579147370225,2438.4320140065274
5500.008573935329,2512.2411277618166
5441.474849214225,2582.309699624691
5378.88774644367,2648.3612009532926
5312.49426832497,2710.1349566479385
5242.5564395839665,2767.3871739166466
5169.350272879145,2819.891904413907
5093.164679505773,2867.4419359555773
5014.300329195009,2909.8496102907047
4933.068463507833,2946.947563702912
4849.789667506807,2978.5893875185247
4764.7926045532795,3004.650205914716
4678.412719223267,3025.027168747333
4590.990913460951,3039.6398574534223
4502.872201194449,3048.4306024265643
4414.404346723469,3051.364710612459
4325.936492252488,3048.4306024265643
4237.817779985987,3039.639857453422
4150.39597422367,3025.0271687473323
4064.0160888936575,3004.650205914716
3979.0190259401306,2978.5893875185247
3895.7402299391038,2946.947563702912
3814.5083642519285,2909.8496102907043
3735.6440139411643,2867.441935955577
3659.458420567792,2819.891904413907
3586.252253862971,2767.3871739166466
3516.314425121967,2710.1349566479385
3449.9209470032674,2648.3612009532926
3387.3338442327117,2582.3096996246904
3328.8001195116076,2512.241127761816
3274.550778709915,2438.4320140065274
3224.7999191916106,2361.1736492106384
3179.7438848702077,2280.77093684401
3139.560491329029,2197.541189679848
3104.408324064336,2111.812877506154
3074.426112620824,2023.9243308055384
3049.7321830894907,1934.2224055193706
3030.423991128614,1843.0611141658428
3016.577737350789,1750.8002287142956
3008.2480665939256,1657.8038607296169
3005.467852263036,1564.439024390243
3008.2480665939256,1471.07418805087
3016.577737350789,1378.0778200661912
3030.423991128614,1285.8169346146437
3049.7321830894907,1194.655643261116
3074.426112620824,1104.9537179749477
3104.408324064336,1017.065171274332
3139.560491329029,931.336859100639
3179.7438848702077,848.1071119364767
3224.7999191916106,767.7043995698482
3274.550778709915,690.4460347739594
3328.8001195116085,616.63692101867
3387.333844232712,546.5683491557962
3449.920947003268,480.51684782719417
3516.3144251219674,418.7430921325481
3586.2522538629705,361.4908748638404
3659.458420567793,308.98614436657954
3735.6440139411643,261.43611282490997
3814.5083642519294,219.02843848978227
3895.740229939104,181.93048507757499
3979.0190259401306,150.2886612619625
4064.016088893658,124.22784286577053
4150.39597422367,103.85088003315423
4237.817779985988,89.2381913270649
4325.936492252489,80.44744635392294
4414.404346723469,77.51333816802776
4502.872201194449,80.44744635392294
4590.99091346095,89.2381913270649
4678.412719223268,103.85088003315445
4764.79260455328,124.22784286577075
4849.789667506806,150.28866126196226
4933.068463507834,181.9304850775752
5014.300329195008,219.0284384897825
5093.164679505774,261.4361128249104
5169.350272879145,308.98614436658
5242.556439583967,361.4908748638409
5312.494268324971,418.7430921325488
5378.88774644367,480.5168478271944
5441.474849214226,546.5683491557969
5500.008573935329,616.6369210186706
5554.257914737023,690.4460347739605
5604.008774255328,767.7043995698489
5649.06480857673,848.1071119364767
5689.2482021179085,931.3368591006396
5724.400369382602,1017.0651712743327
5754.382580826114,1104.953717974949
5779.076510357447,1194.655643261117
5798.384702318323,1285.816934614644
5812.2309560961485,1378.0778200661919
5820.560626853012,1471.07418805087
