time_min,radius_um,distance_um,cx,cy
0.0,17.992858446903334,1290.8634,2013.3982930298719,44.8022759601707
0.0,12.893656670769076,1520.773,1747.05540166205,118.51246537396122
0.0,17.11398151668358,1483.2451,1764.308176100629,155.27672955974842
0.0,14.805598813302339,3168.529,275.1806722689076,307.0966386554622
0.0,11.067851388525785,2084.6301,1179.2593984962407,360.1353383458647
0.0,15.504499533076721,2213.3882,1058.1781609195402,443.4272030651341
0.0,14.039265439494377,3320.416,130.6285046728972,481.3948598130841
0.0,17.980056696120837,157.03021,2754.24358974359,659.4273504273505
0.0,13.89087209031003,3299.3108,141.92124105011933,732.508353221957
0.0,14.50709986949233,2080.8645,1154.4770240700218,777.8380743982494
0.0,11.928936877419815,1953.3889,1260.4368932038835,783.3398058252427
0.0,15.310218611816941,110.39683,2800.402750491159,827.4970530451866
0.0,15.871433871446404,72.36886,2835.151736745887,836.1407678244973
0.0,11.171388267865193,3140.1272,275.450184501845,868.9741697416974
0.0,16.371331144596155,1359.1405,1760.786941580756,891.1219931271478
0.0,15.5785778312425,3379.8542,77.0,904.796963946869
0.0,18.83076065450395,2571.3552,751.1064935064935,918.3194805194805
0.0,16.015853897981966,2679.3757,661.3734290843806,918.6678635547577
0.0,10.20179800698192,3306.9573,142.6504424778761,976.3805309734513
0.0,9.427600164097642,2501.8472,818.9274611398964,1131.0569948186528
0.0,16.511379300101858,3171.2036,262.63006756756755,1250.9864864864865
0.0,13.740876274027322,2839.3499,538.9219512195122,1252.2634146341463
0.0,14.867677068015123,3202.262,238.11458333333334,1310.54375
0.0,15.958242726039135,3102.729,321.5895117540687,1314.3562386980109
0.0,9.810601692423695,199.66664,2740.8755980861242,1321.8516746411483
0.0,13.841054098066799,959.84326,2108.596153846154,1390.1658653846155
0.0,22.11488875949429,2878.327,513.557438794727,1415.439736346516
0.0,16.580959799261805,1986.7448,1275.4539363484087,1687.8324958123953
0.0,13.791056147440969,2875.0771,531.138014527845,1696.8111380145278
0.0,10.358585648500755,2319.869,997.8068669527897,1701.2875536480688
0.0,16.539246626766097,3094.7349,361.44444444444446,1804.4562289562289
0.0,15.622856209023452,2333.9624,1003.5490566037736,1817.5150943396227
0.0,12.02506201640434,3311.4001,181.85031847133757,1818.0
0.0,11.171388267865193,2204.7268,1111.4317343173432,1817.081180811808
0.0,14.522963296724441,3149.6294,332.31877729257644,1920.8951965065503
0.0,17.591672744747612,54.393135,2988.0848214285716,1973.467261904762
0.0,18.435320051483473,2746.7185,694.3346883468835,2075.5975609756097
0.0,12.346290678023257,2708.3782,727.3836858006042,2078.2809667673714
0.0,14.10471691523458,2440.9448,987.2939814814815,2212.141203703704
0.0,13.367135904798358,490.78378,2758.7757731958764,2262.1623711340208
0.0,14.121032382707906,2424.2861,1015.7159353348729,2268.903002309469
0.0,15.143880437366017,3585.3013,23.46987951807229,2275.8032128514055
0.0,11.395858680757009,1879.4226,1498.5354609929077,2318.4078014184397
0.0,11.212535325275802,3030.1265,515.8461538461538,2344.703296703297
0.0,19.230043799960008,2655.8765,840.8866749688667,2363.6425902864257
0.0,13.141294094106527,2388.4329,1072.488,2371.2906666666668
0.0,16.41347106281199,2198.5337,1239.3982905982905,2379.6837606837607
0.0,9.230141629327663,3034.229,519.5783783783784,2375.324324324324
0.0,19.866113471329598,3440.7263,175.92532088681446,2394.1995332555425
0.0,10.96333675874221,837.7275,2483.8199233716473,2386.793103448276
0.0,17.006005791976577,2496.6272,987.7484076433121,2401.920382165605
