time_min,radius_um,distance_um,cx,cy
3.0,9.593135388150182,2591.9414,880.0982905982906,33.337606837606835
3.0,12.400552167705621,2150.4172,1296.8337595907929,41.70076726342711
3.0,8.689669508353802,2314.071,1130.9427083333333,71.578125
3.0,9.364941666669711,2654.5964,805.7040358744395,87.39013452914799
3.0,8.176681958710885,2372.515,1066.5235294117647,100.31764705882352
3.0,6.577320240989391,1436.7206,1965.1545454545455,101.88181818181818
3.0,12.192662289208608,2176.6155,1248.7751322751324,108.65608465608466
3.0,6.725143647361274,2084.3687,1308.1478260869565,196.75652173913045
3.0,8.460350176806156,1874.6621,1473.1923076923076,303.6978021978022
3.0,8.104213628652635,2703.6833,705.4191616766467,305.23952095808386
3.0,6.6664076433711825,1343.4932,1947.4778761061948,386.1592920353982
3.0,8.055539232651848,1578.2554,1829.5030303030303,2167.757575757576
3.0,7.757081607699977,1382.5537,2027.0326797385621,2173.0065359477126
3.0,6.6368447143635,1489.3926,1940.3392857142858,2214.2053571428573
3.0,8.575776386969222,1678.219,1756.7272727272727,2224.005347593583
3.0,10.112052576306011,1822.2328,1624.9730769230769,2246.9846153846156
3.0,6.364602094190007,435.02524,3039.650485436893,2291.990291262136
3.0,8.712269467219022,1754.6896,1736.5854922279793,2339.020725388601
3.0,8.6215141854169,1738.0652,1777.042328042328,2403.4074074074074
3.0,7.0114469353959725,2138.1047,1401.504,2441.144
3.0,6.812298172622266,2286.1604,1294.322033898305,2525.6271186440677
3.0,8.957106308662953,1682.7109,1927.4754901960785,2611.024509803922
3.5,6.364602094190007,3111.8953,400.33009708737865,7.825242718446602
3.5,9.174016812439334,2624.9304,856.6728971962617,10.154205607476635
3.5,9.71534586134314,1168.0132,2301.545833333333,14.329166666666667
3.5,10.45622796214729,2836.9329,655.7769784172662,16.201438848920862
3.5,8.846656877011492,1587.7743,1856.070351758794,15.457286432160805
3.5,9.19542644905295,1316.1732,2136.218604651163,18.21395348837209
3.5,10.28557996669045,2426.0708,1040.4721189591078,22.431226765799256
3.5,7.932546678317007,1717.9636,1723.28125,21.01875
3.5,10.752917412347156,1103.3228,2366.5102040816328,24.227891156462587
3.5,9.975000028612337,762.4025,2754.905138339921,26.41501976284585
3.5,11.665159850510154,3219.079,295.8121387283237,26.803468208092486
3.5,12.667261221328758,971.3091,2516.455882352941,27.82598039215686
3.5,12.974018997590496,2591.1997,881.946261682243,32.679906542056074
3.5,6.395423592100121,620.3196,2934.471153846154,27.26923076923077
3.5,11.93182651643586,2149.3738,1297.132596685083,41.66298342541437
3.5,13.98076189613518,3283.0627,231.64587525150907,44.12072434607646
3.5,10.679517800756114,3352.6423,167.7,42.296551724137935
3.5,7.446671592613804,392.43256,3253.22695035461,38.723404255319146
3.5,7.957297274118969,350.7735,3311.1739130434785,43.316770186335404
3.5,9.109485998663734,2055.842,1385.0,46.18483412322275
3.5,9.301735488878272,1483.1066,1947.3772727272728,44.45909090909091
3.5,8.6215141854169,1374.0355,2059.063492063492,44.96296296296296
3.5,11.849137879744964,2514.449,948.7058823529412,49.84593837535014
3.5,10.512495065942234,1338.6138,2093.5800711743773,49.288256227758005
3.5,10.898233697115444,3136.7817,365.0860927152318,51.08940397350993
3.5,11.597535165623,1585.6516,1838.8245614035088,56.801169590643276
3.5,12.620604483712752,634.2918,2876.716049382716,63.355555555555554
3.5,11.682004855459402,2312.263,1133.4697406340058,67.39481268011528
3.5,10.771189162844632,3420.2083,99.61694915254238,65.37288135593221
3.5,8.667010618396104,3027.7332,463.21465968586386,64.64921465968587
3.5,7.177749421511697,1305.2512,2119.297709923664,64.69465648854961
3.5,8.272318917570818,852.7039,2622.5689655172414,65.98850574712644
3.5,11.495352247222534,777.01544,2705.1994047619046,68.2172619047619
3.5,6.926798597678774,2853.374,625.5983606557377,66.68852459016394
3.5,12.289048471253894,2980.041,505.1666666666667,73.28645833333333
3.5,10.95223023096262,2801.8838,672.3213114754099,70.91475409836066
3.5,10.30468041019259,984.11096,2466.8888888888887,70.77407407407408
3.5,6.2712287872711885,1016.40875,2430.6,69.36
3.5,8.248513633920782,2251.7249,1189.7167630057804,71.17341040462428
3.5,11.698825605504172,1187.8568,2236.5086206896553,76.40229885057471
3.5,8.104213628652635,456.44647,3097.9580838323354,79.95808383233533
3.5,13.682205889071492,2651.7092,808.5042016806723,86.42647058823529
3.5,6.754320112540321,2529.8997,924.3879310344828,81.52586206896552
3.5,6.926798597678774,2480.8394,970.9508196721312,81.73770491803279
3.5,10.053544548611105,3500.1963,21.280155642023345,82.4863813229572
3.5,6.302506930366824,822.47,2644.910891089109,81.64356435643565
3.5,9.915683347896259,1275.6141,2137.672,86.22
3.5,12.144182326678926,2411.908,1032.0106666666666,90.21333333333334
3.5,8.552815766417273,699.1662,2779.3387096774195,86.18279569892474
3.5,7.807616875754293,2733.9387,731.6774193548387,86.12258064516129
3.5,10.28557996669045,1314.6661,2096.1449814126395,87.50557620817844
3.5,6.54735507266146,1041.8054,2386.2201834862385,90.94495412844037
3.5,13.406355917828893,3326.654,178.84682713347922,97.7199124726477
3.5,13.867784190570656,3199.4722,295.99182004089977,99.58282208588957
3.5,12.775464319723971,2369.636,1069.4409638554216,99.78072289156627
3.5,11.30561847633606,1391.3942,2012.836923076923,98.01538461538462
3.5,7.629279097228146,1497.3326,1907.1013513513512,96.07432432432432
3.5,13.079684655411231,1435.7203,1966.1954022988505,101.17011494252874
3.5,12.352888113672835,1118.4858,2295.15206185567,100.24226804123711
3.5,10.54983974861731,906.7474,2531.8268551236747,100.84452296819788
3.5,7.782390260937847,308.1791,3298.987012987013,99.26623376623377
3.5,10.189540702409946,3269.9062,229.87121212121212,103.84848484848484
3.5,6.6368447143635,3384.509,123.84821428571429,103.25892857142857
3.5,13.184503495397959,2174.159,1250.5497737556561,109.5
3.5,7.6806552945336835,405.86667,3137.5466666666666,106.14
3.5,7.446671592613804,561.97766,2924.7659574468084,107.46808510638297
3.5,7.42021796871348,2638.3652,813.0285714285715,112.13571428571429
3.5,8.483561057669528,338.3559,3233.55737704918,111.72131147540983
3.5,8.483561057669528,1206.5645,2192.415300546448,115.93989071038251
3.5,6.45662521232546,1632.09,1767.433962264151,114.56603773584905
3.5,10.716280449237631,987.7852,2425.921232876712,119.0582191780822
3.5,8.437075441713256,3147.354,338.7403314917127,121.96132596685082
3.5,7.857827148048576,854.4409,2576.044585987261,119.54777070063695
3.5,6.395423592100121,2494.4492,944.2692307692307,125.75961538461539
3.5,7.957297274118969,706.947,2739.919254658385,127.67080745341615
3.5,9.19542644905295,3475.2964,33.98139534883721,129.8046511627907
3.5,6.395423592100121,607.26355,2851.798076923077,128.96153846153845
3.5,8.957106308662953,2785.496,671.2598039215686,130.47549019607843
3.5,9.55205110776389,435.98984,3065.978448275862,132.6206896551724
3.5,10.13148016881048,1267.8452,2119.1340996168583,133.5249042145594
3.5,12.852194525047278,3412.6292,89.03333333333333,137.26190476190476
3.5,11.077198597442065,814.2265,2608.926282051282,137.76282051282053
3.5,7.857827148048576,2919.134,546.6369426751593,134.9936305732484
3.5,6.926798597678774,2731.1606,721.3934426229508,132.54918032786884
