birth_s,death_s,dist_um,censored,duration_min
0,30,957.631232766331,False,0.5
0,30,2371.3870068785072,False,0.5
0,30,3771.382386822328,False,0.5
0,30,4156.081355995179,False,0.5
0,30,4475.10771780696,False,0.5
0,30,4558.8380878995495,False,0.5
0,30,4571.197272731006,False,0.5
0,30,4378.799102503853,False,0.5
0,30,4510.984019152977,False,0.5
0,30,2143.091265589802,False,0.5
0,30,699.1982816581216,False,0.5
0,30,590.6420326098296,False,0.5
0,30,4301.08960420974,False,0.5
0,30,1505.144354793234,False,0.5
0,30,4134.8299545006485,False,0.5
0,30,122.93761778871865,False,0.5
0,30,1660.2574407884908,False,0.5
0,30,1155.806149230771,False,0.5
0,30,2558.26233349144,False,0.5
0,30,1756.6248813767766,False,0.5
0,30,855.2931068742726,False,0.5
0,30,19.21980452421416,False,0.5
0,30,17.084270688190365,False,0.5
0,30,2215.2404295199617,False,0.5
0,30,1103.547390337519,False,0.5
0,30,4153.4290042376,False,0.5
0,30,1115.9712192443847,False,0.5
0,30,2493.446723533999,False,0.5
0,30,1062.1528880400708,False,0.5
0,30,2656.0541529369316,False,0.5
0,30,2341.53845059645,False,0.5
0,30,4794.594420453985,False,0.5
0,30,1995.4136940460312,False,0.5
0,30,1955.7522960529952,False,0.5
0,30,2750.01830993115,False,0.5
0,30,910.3032787128507,False,0.5
0,30,4941.001302817229,False,0.5
0,30,387.5273176241213,False,0.5
0,30,385.24935699587195,False,0.5
0,30,4162.899354990936,False,0.5
0,30,362.68548979433405,False,0.5
0,30,310.5493304345804,False,0.5
0,30,1416.978786392911,False,0.5
0,30,2056.0143215478556,False,0.5
0,30,1445.7564069881098,False,0.5
0,30,1441.485339316062,False,0.5
0,30,1450.0274746601572,False,0.5
0,30,2552.6424220871704,False,0.5
0,30,1452.163008496181,False,0.5
0,30,2543.4207987043405,False,0.5
0,30,2545.5563325403646,False,0.5
0,30,2547.691866376388,False,0.5
0,30,320.9513216104127,False,0.5
0,30,3589.7561092904284,False,0.5
0,30,4678.005508578792,False,0.5
