birth_s,death_s,dist_um,censored,duration_min
0,30,5289.556167572302,False,0.5
0,30,2634.1671037453752,False,0.5
0,30,2621.9829925829517,False,0.5
0,30,2610.7192231577255,False,0.5
0,30,408.4018312393884,False,0.5
0,30,837.3927532081135,False,0.5
0,30,4437.814564278129,False,0.5
0,30,3645.1351651782948,False,0.5
0,30,3630.265992032572,False,0.5
0,30,5316.873496387634,False,0.5
0,30,3215.7831661387227,False,0.5
0,30,5182.693893369104,False,0.5
0,30,4111.698648179049,False,0.5
0,30,5391.103703881921,False,0.5
0,30,4125.08321165293,False,0.5
0,30,5506.859849107789,False,0.5
0,30,2398.5647182736875,False,0.5
0,30,3974.6531632513447,False,0.5
0,30,448.91129088544153,False,0.5
0,30,1629.9398929074794,False,0.5
0,30,340.41928405207005,False,0.5
0,30,2766.218960298799,False,0.5
0,30,2973.989329052692,False,0.5
0,30,2946.210525265157,False,0.5
0,30,4611.309609820579,False,0.5
0,30,4435.906388177655,False,0.5
0,30,2622.6774577438323,False,0.5
0,30,2620.8774336172055,False,0.5
0,30,5918.960880823816,False,0.5
0,30,2862.837554434167,False,0.5
0,30,5885.672602199539,False,0.5
0,30,2558.192351923769,False,0.5
0,30,4449.855495354504,False,0.5
0,30,5467.391644417551,False,0.5
0,30,3058.517969891825,False,0.5
0,30,1786.3305452322727,False,0.5
0,30,5388.819578554517,False,0.5
0,30,1424.8001647143403,False,0.5
0,30,5519.047573352619,False,0.5
0,30,4300.71947392142,False,0.5
0,30,2704.525010942908,False,0.5
0,30,2127.2673353362734,False,0.5
0,30,477.55622720385315,False,0.5
0,30,4431.914216367947,False,0.5
0,30,5511.030524958271,False,0.5
0,30,3069.426555023031,False,0.5
0,30,5907.256520736881,False,0.5
0,30,4447.881854470955,False,0.5
0,30,4841.805327230944,False,0.5
0,30,3964.6598300552378,False,0.5
0,30,3323.2870108895786,False,0.5
0,30,2945.1194158959593,False,0.5
0,30,5147.701825568096,False,0.5
0,30,5785.594349740995,False,0.5
0,30,2625.7853305111353,False,0.5
0,30,1360.2483778064432,False,0.5
0,30,2044.7414581148987,False,0.5
0,30,4269.483206322359,False,0.5
0,30,2160.6531033466094,False,0.5
0,30,1740.9456815611595,False,0.5
0,30,2009.1319816947027,False,0.5
0,30,3064.4284888770367,False,0.5
0,30,3075.8433145634826,False,0.5
0,30,5011.029287724534,False,0.5
0,30,3020.0937414992964,False,0.5
0,30,6038.847599282523,False,0.5
0,30,2405.6497439351256,False,0.5
0,30,5616.382468295456,False,0.5
0,30,3855.60474563924,False,0.5
0,30,5233.932606410735,False,0.5
0,30,5154.005134007069,False,0.5
0,30,4850.671903338953,False,0.5
