birth_s,death_s,dist_um,censored,duration_min
0,30,752.6844303923835,False,0.5
0,30,825.3013966922751,False,0.5
0,30,3091.2401334751266,False,0.5
0,30,1652.3016539626376,False,0.5
0,30,1479.1913738781163,False,0.5
0,30,3366.183097577076,False,0.5
0,30,4290.602724021352,False,0.5
0,30,1605.3864999901468,False,0.5
0,30,1702.9895966515476,False,0.5
0,30,1506.1807363974167,False,0.5
0,30,1195.6863653859198,False,0.5
0,30,931.440358693752,False,0.5
0,30,875.6440610925539,False,0.5
0,30,506.6510464206785,False,0.5
0,30,584.8390844447885,False,0.5
0,30,502.03475711965416,False,0.5
0,30,2462.1595177454283,False,0.5
0,30,4260.253645771062,False,0.5
0,30,620.8993360852024,False,0.5
0,30,587.4382715533192,False,0.5
0,30,2514.9970108309044,False,0.5
0,30,508.91969764752474,False,0.5
0,30,1663.023649493541,False,0.5
0,30,596.1377426600155,False,0.5
0,30,2611.9484667979586,False,0.5
0,30,3679.6663197024313,False,0.5
0,30,1131.9193894278278,False,0.5
0,30,2157.298843866374,False,0.5
0,30,2626.3142292217326,False,0.5
0,30,3157.8116234960876,False,0.5
0,30,2115.4872338120667,False,0.5
0,30,506.98551980893365,False,0.5
0,30,2051.540299821227,False,0.5
0,30,2451.2818269657296,False,0.5
0,30,3372.8328479655543,False,0.5
0,30,349.65725232413763,False,0.5
0,30,2278.1873184525625,False,0.5
0,30,3788.16223742673,False,0.5
0,30,2885.8643811515917,False,0.5
0,30,928.7108812533719,False,0.5
0,30,4114.68259499646,False,0.5
0,30,672.6740292926445,False,0.5
0,30,922.6255114286125,False,0.5
0,30,3212.1433119279523,False,0.5
0,30,1652.3200043930665,False,0.5
0,30,656.1741754184696,False,0.5
0,30,898.2515280854793,False,0.5
0,30,2586.430372328267,False,0.5
0,30,132.21241875691786,False,0.5
0,30,223.7122408153638,False,0.5
0,30,1764.4613359960806,False,0.5
0,30,962.1879270213823,False,0.5
0,30,1128.8621189791638,False,0.5
0,30,592.8971254875872,False,0.5
0,30,59.85709867636222,False,0.5
0,30,3262.33446256983,False,0.5
0,30,566.0523284963856,False,0.5
0,30,2556.615034632905,False,0.5
0,30,9.29292558911426,False,0.5
0,30,8.507607933696152,False,0.5
0,30,1.7015215867392304,False,0.5
0,30,4.253803966848076,False,0.5
0,30,647.935736106288,False,0.5
0,30,1084.1944143063315,False,0.5
0,30,434.69006453688246,False,0.5
0,30,166.2362214070464,False,0.5
0,30,3201.453257522486,False,0.5
0,30,1574.5561636922978,False,0.5
0,30,1050.3328099371447,False,0.5
0,30,1127.1377261866683,False,0.5
0,30,1878.5519515513697,False,0.5
0,30,1612.259433111699,False,0.5
0,30,893.3628916809838,False,0.5
0,30,63.26861136936787,False,0.5
0,30,95.0096254331383,False,0.5
0,30,3218.2949554722913,False,0.5
0,30,2141.10466924949,False,0.5
0,30,3908.4190867485127,False,0.5
0,30,3313.110477069559,False,0.5
0,30,2019.5975185876746,False,0.5
0,30,3187.2139092506527,False,0.5
0,30,1023.8884941015755,False,0.5
0,30,2589.3796868046206,False,0.5
0,30,253.1403762960703,False,0.5
0,30,3035.803950676764,False,0.5
0,30,2859.428444402768,False,0.5
0,30,959.9233584206555,False,0.5
0,30,1442.053661298487,False,0.5
0,30,3029.8899031783926,False,0.5
0,30,51.69980476508755,False,0.5
0,30,1438.439181855004,False,0.5
0,30,1435.4023081484302,False,0.5
0,30,2264.8573711050058,False,0.5
0,30,2334.650330956889,False,0.5
0,30,2326.2700836978693,False,0.5
0,30,93.4976267147246,False,0.5
0,30,2306.1622551968917,False,0.5
0,30,106.61398728051485,False,0.5
0,30,82.6431450133492,False,0.5
0,30,92.14666305620491,False,0.5
0,30,2101.188578588037,False,0.5
0,30,3611.2116570125795,False,0.5
0,30,2345.8613065341383,False,0.5
0,30,2297.5403214438356,False,0.5
0,30,2889.7706950401525,False,0.5
0,30,2941.9428433491953,False,0.5
0,30,1595.5420007060643,False,0.5
0,30,2001.2037881531269,False,0.5
0,30,1714.9609383546833,False,0.5
0,30,2142.5324150575348,False,0.5
0,30,1438.0772666508158,False,0.5
0,30,1715.2453617297842,False,0.5
0,30,3052.589079586937,False,0.5
0,30,2179.76302718587,False,0.5
0,30,2287.840921287158,False,0.5
0,30,1405.95183007479,False,0.5
0,30,2210.198892521032,False,0.5
0,30,2741.5886285352763,False,0.5
0,30,3046.8898278737183,False,0.5
0,30,697.4714491706821,False,0.5
0,30,3221.757948831398,False,0.5
0,30,3029.8056680976238,False,0.5
0,30,4074.867601318321,False,0.5
0,30,2442.969839712641,False,0.5
0,30,1944.9393070929475,False,0.5
0,30,3185.037132070743,False,0.5
0,30,1345.8569667876466,False,0.5
0,30,2888.8517126881934,False,0.5
0,30,205.38767933519225,False,0.5
0,30,3116.268583677107,False,0.5
0,30,4.253803966848076,False,0.5
0,30,2693.041596072533,False,0.5
0,30,0.0,False,0.5
0,30,0.0,False,0.5
0,30,0.0,False,0.5
0,30,0.5437691562531289,False,0.5
0,30,4.82695886473319,False,0.5
0,30,2628.5568046407693,False,0.5
0,30,994.2346372271774,False,0.5
0,30,3039.5497766629637,False,0.5
0,30,2534.347001203098,False,0.5
0,30,2707.190607138607,False,0.5
0,30,3510.211663826724,False,0.5
0,30,1393.5770970593217,False,0.5
0,30,3364.601389481759,False,0.5
0,30,2556.661295957071,False,0.5
0,30,2837.2186361462655,False,0.5
0,30,1079.262300796341,False,0.5
0,30,3286.3272299252735,False,0.5
0,30,990.8390153961983,False,0.5
0,30,1794.7959064486624,False,0.5
0,30,2809.952616693292,False,0.5
0,30,2594.8220521109697,False,0.5
0,30,650.4351679740134,False,0.5
0,30,2545.4018657740835,False,0.5
0,30,2378.100449191009,False,0.5
0,30,3679.8689959389917,False,0.5
0,30,945.6793042309204,False,0.5
0,30,1478.8380733554104,False,0.5
0,30,303.17113340287403,False,0.5
0,30,81.82355302538382,False,0.5
0,30,1140.0155023610512,False,0.5
0,30,1179.146501157834,False,0.5
0,30,768.0681665693188,False,0.5
0,30,3851.141045329376,False,0.5
0,30,2575.6560678902347,False,0.5
0,30,961.3456395314602,False,0.5
0,30,2792.046863377399,False,0.5
0,30,3440.135647704624,False,0.5
0,30,3343.0737848726976,False,0.5
0,30,2973.3752145829353,False,0.5
0,30,3751.234438918312,False,0.5
0,30,3048.245288609576,False,0.5
0,30,803.4398797763217,False,0.5
0,30,3513.592050279107,False,0.5
0,30,1288.589259440954,False,0.5
0,30,859.6779291693302,False,0.5
0,30,0.6507711823550827,False,0.5
0,30,4084.7010147624164,False,0.5
0,30,1686.4369723703649,False,0.5
0,30,209.680024891525,False,0.5
0,30,3570.348289085938,False,0.5
0,30,846.0161415060468,False,0.5
0,30,3808.288875122314,False,0.5
0,30,1226.5998266647823,False,0.5
0,30,2251.413411688855,False,0.5
0,30,2738.557800764951,False,0.5
0,30,2803.2471236167803,False,0.5
0,30,1243.5197377124914,False,0.5
0,30,2829.6993380469194,False,0.5
0,30,566.6062868073585,False,0.5
0,30,528.4741567602282,False,0.5
0,30,531.0692016287928,False,0.5
0,30,546.7234309941011,False,0.5
0,30,789.3704905383224,False,0.5
0,30,1114.230001259931,False,0.5
0,30,2616.4126258680353,False,0.5
0,30,2955.7832396717813,False,0.5
