track_id,distance_um,death_cause,lifetime_s,n_frames_evap,n_frames_total,K_fit,R2_gof,R0_fit_um,K_fit_se
258,2325.8576919848306,lost,330,17,28,9.293861040305792,0.505250441024492,81.08153884064926,2.3745969323863965
259,3067.166951794435,lost,590,26,38,4.552003415715564,0.32758335587043896,65.32626497718167,1.3312366697373785
260,1625.3085958272345,lost,450,9,28,14.47287019922203,0.7706486129542905,70.98931734284838,2.984201415658276
262,2727.1900359962824,lost,550,27,36,5.227913237734863,0.6995145744362292,60.49511363973668,0.6852857317115393
265,2608.7601276107084,lost,870,24,46,5.198746969664784,0.6961755453840685,45.830296417575376,0.7322161801049315
266,2032.6052118283603,lost,800,19,41,3.2039903564963117,0.4400174838447235,43.546914823854415,0.8766354051134383
267,1753.5694383626007,lost,690,25,30,0.2707996476501942,0.11671708859364494,30.76210095832282,0.15533412241343753
269,2154.5451769664032,lost,500,23,33,2.784612623525388,0.7216791311413121,62.430807443814444,0.3773600775762786
270,1903.8330172731405,lost,360,14,27,13.081925983691644,0.7361246033489541,76.71014407045185,2.2610223092109543
271,2524.5394193900274,lost,830,24,44,6.630718440144086,0.8324319418377101,49.28104363501618,0.6342646346908151
272,2948.813234442823,lost,560,25,37,7.553379071097327,0.543791159987731,65.09552903339375,1.4425907366826896
276,1755.5353417322367,lost,640,17,35,3.4692556642274948,0.5622471749273555,53.662667753427776,0.7903901407874501
278,2612.48847523149,lost,550,27,36,6.483716497653439,0.5553404733241057,59.44394124079774,1.1603477119976402
279,3170.067369520644,lost,440,6,32,10.99761166430676,0.8955597662962644,26.75754456065978,1.8778245602165815
280,1619.833645818546,lost,760,18,37,3.32913455980346,0.7069969755175702,41.364202053950116,0.5357949692588885
281,3082.863225405189,lost,900,27,46,3.9093680499156176,0.6326763301631702,47.271727590402875,0.5957584608439659
282,910.6851672327831,lost,350,7,14,2.307480355078489,0.6912470270018828,25.41798373039857,0.6896709702651547
284,2749.1610800665594,lost,530,15,36,30.2428406038817,0.7737199435547694,86.16388311008154,4.536095066386022
285,2070.271723475142,lost,530,11,34,32.36578762087986,0.8550278729881319,82.70986946560967,4.4423936992870585
286,1274.0754909844602,lost,390,7,22,3.3749447205777527,0.3939512224303184,49.06792912027676,1.8720361251123763
287,2248.8949302262067,lost,700,19,39,6.3281380891678625,0.7299024108399284,53.105277297615324,0.9336399822196251
289,865.9668437683164,lost,290,6,12,3.9530966827230776,0.905247967559865,25.046178952958,0.6394666924390232
290,2422.412424484761,lost,510,23,34,11.042585117518554,0.5997539611036239,75.70065841747716,1.9685120016908393
291,928.5941004594748,lost,490,5,20,9.015940652770892,0.8931466729542554,30.969254119864697,1.8004582249947167
292,1705.160239441747,lost,670,18,36,6.538255654306491,0.6490333189666735,47.20963980306516,1.2019913847449133
293,1033.5695037971066,lost,160,7,11,1.6726855362414685,0.13678588512425494,47.24661487464928,1.8791780174302095
294,1558.4447678727977,lost,520,6,29,31.95089622324453,0.9288728630216494,54.63485042566157,4.420715591149286
295,2537.2817824786143,lost,760,14,33,2.5276717878932646,0.8064761203153225,36.01477891298774,0.3574387090423118
296,3030.856177327446,lost,370,24,30,8.483964727598613,0.6997331822818579,64.29186058800961,1.1848815849433956
297,1799.05467897793,lost,680,6,37,42.3892110547826,0.8820715029301807,55.08823558876191,7.749663119927573
299,1906.0342307280605,lost,410,19,28,8.686807740584973,0.8020780019563112,56.01013509811011,1.046584936267598
