track_id,distance_um,death_cause,lifetime_s,n_frames_evap,n_frames_total,K_fit,R2_gof,R0_fit_um,K_fit_se
0,3195.668690032644,lost,770,27,46,2.807630544713605,0.895529987613781,46.990453663892076,0.19178989028578425
1,2459.6788119300636,lost,470,25,36,8.0109066219545,0.8314599652115249,54.777592960712354,0.7520532972419292
2,2097.1484682577457,lost,530,25,38,3.2075346414560064,0.6914614740130862,39.94178503509463,0.44676397241964694
3,1970.4836431224082,lost,380,22,33,10.262551849885734,0.9092697647573672,50.119719804863834,0.7248864970333375
4,1822.3991847863613,lost,410,19,34,10.927192167423323,0.8255082714706241,57.56429982809982,1.2184587409947576
5,1634.363457903901,lost,830,18,48,10.165867463455662,0.9114142717638305,53.217951109291995,0.7923342317028831
6,786.2823848914239,lost,780,10,43,11.883509142634702,0.795381775930237,40.8603338297947,2.1310029386996816
7,719.0601748379307,lost,780,14,43,8.272890516760736,0.8437272553390166,41.696834663134865,1.0277967369267602
8,543.3185018983818,lost,830,16,44,7.237110710651281,0.9215263341855586,34.1627363371401,0.5644289664873935
9,440.3539012408432,lost,550,19,34,7.611942931366527,0.8875414295820806,37.87358756529249,0.657162880879175
10,3842.445959606725,lost,380,24,31,2.258159929514339,0.8287273845569536,29.298541210288516,0.21886760024927382
11,3479.539932614562,lost,540,15,31,0.46537254370513653,0.15120019761349107,17.38914601855886,0.30581271351440903
12,3348.5117135316573,lost,720,32,41,0.6641914352920518,0.42578045051488106,29.71811376713042,0.1408246797284718
13,3036.5037390828934,lost,270,8,16,0.3384559031977165,0.08509399139001646,15.965201629670712,0.4530699521512459
14,2894.086739705231,lost,860,19,45,1.8284971252883584,0.5080537761720073,28.69172248006008,0.4363890001611098
15,1359.4941344092088,lost,920,25,50,3.6771942019270316,0.7793453027378138,38.7823393502625,0.4079850751706049
16,1098.4520818067635,lost,520,24,37,12.414827610136342,0.7910718627048783,67.34606956760646,1.360253494781941
17,389.70871767551665,lost,660,9,31,1.2089084034423376,0.22807424039747784,23.26325141755087,0.8406089793990673
18,309.2244533671444,lost,610,7,28,12.737412165719313,0.8890949356156761,34.829587711503315,2.0118603008260028
19,2778.9636207117064,lost,470,25,36,6.549713450126376,0.7210446327575175,66.56199912430968,0.8494633944309784
20,836.8160543877475,lost,390,23,32,14.460602419011128,0.7930345700688547,68.67525532015746,1.6120539927496371
21,1455.4212702842917,lost,590,25,40,11.59935123757953,0.811965040974015,65.3172149846576,1.1639127233633064
22,1234.3313658902118,lost,410,25,34,13.471639475153793,0.8721733404672651,66.75449176933614,1.0753896440062016
23,594.2521807508408,lost,470,21,31,13.208122428439301,0.8376668458837986,57.90095085146907,1.3339275291555646
24,3692.481460680156,lost,680,31,43,3.6175123161364606,0.8073820211490389,50.95570480492214,0.32811032199767787
25,330.34077236014383,lost,660,6,31,14.34593661560699,0.9352167705363909,35.94619790386782,1.8878786102437124
26,3563.6375098905874,lost,620,31,41,4.235675430617198,0.7613574271383619,52.048875627285796,0.440355415630569
27,3473.9103667864215,lost,790,12,38,2.3367249810580044,0.8157965514454079,29.40781232645924,0.3511280682293261
28,946.1261642029693,lost,700,24,43,12.181533973535647,0.7648983862982519,63.245657345020525,1.4398477532108123
29,2286.027046622913,lost,410,25,34,9.090106406556002,0.8699558018471117,61.058515400040385,0.7328278153888865
30,3799.434008797481,lost,860,31,49,3.932249391471543,0.8565178936234782,48.38825416560863,0.29886338194844864
31,2609.2752061628357,lost,440,31,35,5.928939125724771,0.7600149829631789,59.426832669231295,0.6186698894395852
