frequency,20251214_221838.JPG_T1,20251214_221838.JPG_T2,20251214_221838.JPG_T3,20251214_221838.JPG_T4,20251214_221838.JPG_T5,20251214_221853.JPG_T6,20251214_221853.JPG_T7,20251214_221853.JPG_T8,20251214_221853.JPG_T9,20251214_221853.JPG_T10,20251214_221853.JPG_T11,20251214_221920.JPG_T12,20251214_221920.JPG_T13,20251214_221920.JPG_T14,20251214_221920.JPG_T15,20251214_221942.JPG_T16,20251214_221942.JPG_T17,20251214_221942.JPG_T18,20251214_221942.JPG_T19,20251214_221942.JPG_T20,20251214_221942.JPG_T21,20251214_222017.JPG_T22,20251214_222017.JPG_T23,20251214_222017.JPG_T24,20251214_222017.JPG_T25,20251214_222031.JPG_T26,20251214_222031.JPG_T27,20251214_222031.JPG_T28,20251214_222031.JPG_T29,20251214_222052.JPG_T30,20251214_222052.JPG_T31,20251214_222052.JPG_T32,20251214_222052.JPG_T33,20251214_222121.JPG_T34,20251214_222121.JPG_T35,20251214_222121.JPG_T36,20251214_222121.JPG_T37,20251214_222121.JPG_T38,20251214_222121.JPG_T39,20251214_222146.JPG_T40,20251214_222146.JPG_T41,20251214_222146.JPG_T42,20251214_222146.JPG_T43,20251214_222146.JPG_T44,20251214_222146.JPG_T45,20251214_222146.JPG_T46,20251214_222205.JPG_T47,20251214_222205.JPG_T48,20251214_222205.JPG_T49,20251214_222205.JPG_T50,20251214_222205.JPG_T51,20251214_222313.JPG_T52,20251214_222313.JPG_T53,20251214_222313.JPG_T54,20251214_222452.JPG_T55,20251214_222452.JPG_T56,20251214_222452.JPG_T57,20251214_222452.JPG_T58,20251214_222530.JPG_T59,20251214_222530.JPG_T60,20251214_222530.JPG_T61,20251214_222530.JPG_T62,20251214_222530.JPG_T63,20251214_222530.JPG_T64,20251214_222552.JPG_T65,20251214_222552.JPG_T66,20251214_222552.JPG_T67,20251214_222552.JPG_T68,20251214_222552.JPG_T69,20251214_222552.JPG_T70
0.38289797,140.8151,0.5527,8.1575,68.0696,,,15.1789,,56.6602,,,11.5816,50.0540,13.5601,132.6867,5.2240,23.6325,2.8469,,,,401.9366,69.0874,683.7658,,79.2226,,66.7657,1.7074,63.9165,15.5960,7.0693,20.6846,,,,,26.8687,,36.0172,51.6548,3.8869,2.4518,,,,4.9532,21.8111,13.9773,,,,1.0303,,4.1308,6.2846,83.6671,37.6636,,1.0480,74.0573,,,3.5417,35.4351,14.9813,,,,173.8826
0.38327008,48.9332,12.9782,4.2926,47.8921,,,9.7720,,72.6473,,,77.9129,2.5761,44.7686,6.2423,12.8809,17.4004,0.0563,,,,651.9856,133.3337,118.7337,,67.8128,,38.2768,7.7187,52.9868,4.5546,7.0258,1.9765,,,,,41.2686,,25.1903,28.0789,1.2951,4.0417,,,,1.7791,9.4000,12.8600,,,,0.7558,,14.3046,19.0087,104.2373,34.1675,,5.4759,25.0799,,,4.0027,148.8816,11.8653,,,,131.4621
0.38364218,17.1925,56.4220,23.2978,0.9094,,,10.6199,,28.5008,,,81.9383,34.0402,57.0367,5.3406,12.8472,28.5998,5.4549,,,,233.8882,486.7557,93.4341,,1.0385,,7.0043,20.9954,107.1895,13.8054,7.4244,1.2753,,,,,49.4041,,2.7798,42.0493,4.1429,4.4335,,,,5.2215,0.0647,17.7426,,,,0.1423,,33.5910,30.2237,103.1607,5.6952,,,13.0720,,,2.0848,36.3510,2.8026,,,,59.2883
0.38401429,166.9737,117.5052,45.5281,52.8830,,,15.4322,,25.9349,,,50.1668,20.5752,47.9314,59.5737,11.2832,27.2705,6.7741,,,,159.4944,69.4080,52.8010,,29.2511,,0.3571,87.2576,24.1598,33.8609,7.7670,1.3958,,,,,23.1380,,59.8198,8.5643,6.6884,1.6554,,,,0.3834,4.9179,19.4831,,,,2.7333,,29.6446,19.9553,65.6896,7.4913,,,28.2560,,,6.0540,37.3626,7.2514,,,,66.1665
0.38438640,135.3770,7.3508,12.1071,87.7222,,,4.2800,,98.8699,,,8.1429,19.6274,18.0158,13.7072,14.8281,132.3979,5.5903,,,,85.9897,895.8778,125.6475,,30.7363,,4.7743,16.6290,213.9545,46.2059,2.0468,15.3520,,,,,11.7561,,188.3370,104.4584,4.6292,0.0756,,,,3.4846,26.5820,16.6967,,,,1.7402,,25.4982,16.1922,8.2962,20.3425,,,23.3283,,,1.7952,65.1544,26.0631,,,,225.0352
0.38475850,63.5099,3.0498,41.4213,51.3055,,,0.8731,,133.5426,,,7.1202,0.3315,17.8101,13.0394,17.6969,93.5088,8.8072,,,,375.5579,866.1114,618.1380,,55.8276,,20.3136,8.7964,95.2451,43.9162,0.7914,18.8088,,,,,2.6541,,244.3849,78.6690,5.8714,1.7138,,,,4.4047,29.3580,3.9031,,,,0.4019,,12.9376,7.4034,48.0681,18.4483,,,17.1934,,,1.6561,82.7605,18.5055,,,,345.8320
0.38513061,39.2473,49.7851,31.0175,54.7354,,,1.2677,,163.6052,,,6.6937,25.9872,9.1751,52.5437,7.4771,8.2817,7.5087,,,,313.6602,79.8565,563.7903,,195.7473,,0.3302,54.4322,13.9084,52.2997,2.0864,12.9835,,,,,23.4578,,114.7184,24.8849,7.3131,3.6785,,,,1.7202,34.9206,2.0188,,,,0.0343,,18.7621,5.1341,63.4440,18.7090,,,56.4982,,,3.3437,101.4470,15.3685,,,,251.0510
0.38550272,11.8593,71.8535,25.3105,91.7652,,,4.3561,,153.9074,,,15.2002,22.0502,26.5991,87.2593,0.8487,3.5300,3.5022,,,,256.9205,91.5566,118.4971,,197.6980,,24.9112,3.7141,17.0739,25.2276,6.0047,11.6037,,,,,40.4281,,56.5819,27.2960,0.2274,1.6580,,,,8.0310,51.1966,6.5193,,,,0.1731,,18.2480,8.2453,120.6006,16.0181,,,95.0808,,,3.2820,26.0328,17.8650,,,,55.2536
0.38587482,8.4715,71.8100,61.3454,105.7025,,,1.1069,,58.8380,,,63.9480,122.3914,36.9216,9.4787,7.5123,23.0422,5.0245,,,,85.7872,3.9631,153.3117,,45.1909,,24.9383,9.0876,40.8634,17.5514,18.5485,5.8641,,,,,2.1421,,21.6753,16.1907,0.9990,0.8637,,,,3.8578,29.6469,5.5894,,,,0.6424,,16.8944,19.6120,56.9188,22.8270,,,73.6561,,,5.5438,38.0538,4.5754,,,,10.1816
0.38624693,30.5632,18.3168,6.7995,34.6530,,,2.7900,,49.3210,,,93.1027,108.6428,34.3985,0.6214,13.4924,43.1896,2.9648,,,,177.2550,114.8015,317.4388,,52.1885,,7.0254,2.7755,47.1255,21.5528,10.2752,0.3535,,,,,77.0127,,31.3982,2.8511,6.2408,1.3000,,,,1.4556,11.2199,3.8297,,,,0.4876,,8.1461,20.3805,23.2820,14.5939,,,312.4134,,,6.3927,9.0623,1.6838,,,,44.3139
0.38661904,4.6987,63.9398,90.7810,79.9562,,,1.9469,,182.7759,,,8.0347,156.4016,20.9155,25.8683,9.0757,38.2832,0.1393,,,,13.2136,230.1768,233.6392,,59.3461,,2.1036,30.1850,99.7395,48.1529,1.3971,5.9465,,,,,146.4948,,73.3431,16.3425,5.1060,0.6980,,,,4.0342,10.2879,0.4766,,,,1.4332,,0.6540,4.3374,23.9422,13.2084,,,182.4286,,,7.1447,57.0351,0.9513,,,,24.5912
0.38699114,20.4168,36.0919,52.5164,167.1055,,,6.7559,,134.1660,,,28.3435,78.5152,19.5445,25.7299,10.9710,10.6866,2.5455,,,,240.4994,122.3760,72.1171,,5.7280,,4.4073,17.4947,70.7368,5.0723,15.9854,8.7837,,,,,129.5576,,41.8323,32.0521,6.8262,10.1301,,,,4.8070,6.7030,0.8277,,,,0.6360,,12.7899,1.9384,21.7270,11.7838,,,31.8707,,,4.3930,97.2027,6.6205,,,,11.3570
0.38736325,132.5300,1.2367,2.6873,67.1995,,,25.0794,,3.6159,,,44.9522,25.6557,30.8285,67.4014,1.2240,25.8504,2.7767,,,,433.3840,405.3615,339.9877,,28.6954,,3.6059,14.8110,0.7817,14.0417,5.5007,1.5540,,,,,85.0345,,27.8426,55.8810,1.8000,15.1290,,,,1.2630,1.6362,3.7728,,,,2.6498,,22.6107,4.8186,23.9007,23.2164,,,0.3909,,,4.7798,94.8848,8.2735,,,,10.8789
0.38773536,116.9921,7.2896,27.0470,18.4335,,,12.5934,,34.6251,,,58.8667,158.1350,16.0522,88.5287,0.8651,48.3924,0.1232,,,,482.9024,251.7036,309.8438,,20.6820,,45.6329,120.3525,42.2250,37.4601,6.0069,2.8298,,,,,101.6268,,13.8594,8.0044,0.1548,6.4479,,,,1.9116,9.2196,7.5551,,,,2.8089,,24.9753,9.4437,15.9095,20.8774,,,17.2729,,,7.0129,130.0657,24.3018,,,,67.6148
0.38810746,82.7000,53.7779,39.6831,12.6988,,,3.6635,,199.0990,,,36.8234,89.7867,63.0760,19.5547,3.2037,52.9948,1.3638,,,,293.5327,1.9847,314.6933,,135.1858,,109.9510,94.9899,57.7748,48.2909,17.4347,5.6108,,,,,69.9305,,48.7888,64.6941,2.0891,0.2321,,,,0.2938,15.0368,4.7431,,,,1.4740,,4.6913,2.2894,35.4358,1.7600,,,31.3227,,,4.4371,61.3990,2.3879,,,,133.1249
0.38847957,16.6910,105.1510,5.9228,23.6955,,,12.1298,,151.5674,,,5.0095,3.4704,33.2103,13.2738,0.1468,8.4273,1.1240,,,,147.8958,127.5754,199.7020,,105.7670,,90.2794,4.8850,170.7503,29.0521,26.3726,4.8768,,,,,8.0506,,25.0962,55.5542,8.5880,7.4715,,,,0.0650,0.2206,11.5104,,,,5.8571,,5.1484,2.2627,7.2987,0.1292,,,28.1706,,,1.9588,25.9311,0.2578,,,,81.3825
0.38885168,10.1243,140.7872,16.1190,62.9217,,,17.6636,,54.5467,,,12.3854,47.0658,29.7819,55.1148,0.1515,25.6833,0.2423,,,,2.9610,209.7189,140.6260,,20.0664,,55.2676,5.4663,260.1653,0.6069,38.6932,5.6001,,,,,38.0418,,13.4842,32.8371,4.7701,9.5385,,,,4.5892,5.6125,9.9624,,,,4.6915,,17.7491,16.7395,23.9308,2.4842,,,26.5883,,,3.8170,20.9297,3.1709,,,,57.5246
0.38922379,20.4134,126.6914,61.3586,53.3425,,,4.3267,,35.1977,,,53.1438,154.2861,36.9080,46.1524,1.7123,39.8416,2.8139,,,,77.3388,420.7432,85.8958,,2.9957,,80.6526,34.4648,134.7644,0.0917,6.0677,4.8304,,,,,37.3978,,24.0830,66.4684,1.3463,3.2274,,,,16.0966,11.1990,5.8924,,,,7.2062,,17.9864,21.3993,17.8939,11.8960,,,74.4968,,,,10.8279,7.8880,,,,90.9951
0.38959589,38.3753,90.8978,55.8085,22.8452,,,13.6761,,75.1080,,,110.5531,33.5265,68.1466,30.9877,0.8731,13.2990,4.9257,,,,54.7763,330.2968,150.1749,,8.2548,,77.3385,18.2300,8.4586,13.8239,2.8919,1.5481,,,,,13.2853,,132.5626,82.8330,10.6121,2.3438,,,,20.7920,10.2598,27.8804,,,,8.3821,,20.2041,31.5902,12.7604,7.9546,,,186.3285,,,,17.6428,17.4071,,,,4.4316
0.38996800,17.7166,37.7348,15.0617,8.3388,,,34.9260,,20.2750,,,65.4746,23.1015,72.2653,85.8197,6.9012,39.5652,4.0018,,,,230.8546,157.8612,325.9525,,29.3941,,42.9671,48.5990,16.6308,25.5314,26.8775,11.4997,,,,,55.0620,,184.0328,27.9707,2.4731,3.6275,,,,8.7447,7.1173,21.0657,,,,3.5917,,56.0396,29.8178,5.3605,0.0053,,,245.0883,,,,59.7179,26.3144,,,,21.9031
0.39034011,9.1171,35.4396,28.7903,61.4074,,,45.5499,,0.9382,,,3.1410,38.1957,1.2545,35.1835,38.6678,50.7846,1.5496,,,,840.8092,516.7190,110.0102,,57.3220,,20.3299,76.3605,27.5921,13.9760,8.6109,9.2862,,,,,108.2435,,139.4450,13.7848,1.2888,1.0895,,,,5.5880,0.5655,1.5671,,,,1.7178,,110.1794,1.0035,33.2775,1.0285,,,184.7148,,,,35.9148,17.8340,,,,5.8070
0.39071221,37.2254,17.2169,11.3644,116.3680,,,9.6844,,1.7993,,,30.6507,98.8567,26.4125,61.2445,30.1057,77.7365,2.8661,,,,107.1054,988.5937,61.6015,,13.9517,,6.3890,78.7042,43.2278,9.3279,0.6840,0.3793,,,,,233.9943,,34.9177,11.8808,0.3350,1.5461,,,,12.9861,2.1116,0.9924,,,,1.2264,,149.1728,15.0748,18.7989,7.1226,,,80.6664,,,,3.8935,0.3430,,,,37.5029
0.39108432,116.8563,5.3717,20.8305,208.4510,,,5.8579,,40.8838,,,26.8604,12.2435,29.5958,121.3715,4.2138,13.0917,26.8307,,,,23.2548,142.6186,3.5812,,33.5663,,0.0190,49.5296,344.4825,2.3568,2.9431,0.9710,,,,,36.9791,,42.7548,23.0156,4.7041,0.8358,,,,12.8579,5.6753,5.5968,,,,0.6540,,12.1641,11.5118,3.3390,2.2241,,,320.7793,,,,19.7616,4.3863,,,,55.1534
0.39145643,42.7138,55.4712,43.4226,42.8142,,,7.2845,,1.0834,,,5.8821,6.1841,22.2008,33.1531,0.3056,35.8169,40.9520,,,,304.5320,26.6689,103.9394,,14.4978,,0.4575,15.6720,387.7048,2.8049,9.4996,9.5185,,,,,7.7950,,92.2324,3.1864,3.0890,0.2986,,,,9.2779,9.8228,6.2273,,,,0.0176,,56.6291,1.0926,11.7220,3.9083,,,78.4945,,,,14.1738,6.0405,,,,20.9669
0.39182853,4.9794,11.8709,37.5321,130.0575,,,28.5075,,75.1245,,,0.9081,5.4406,1.3471,36.1134,1.3167,94.8630,20.4966,,,,789.0284,6.7611,116.9095,,44.1498,,74.3519,15.5256,116.7385,5.6989,44.0614,9.1203,,,,,14.1472,,33.0510,59.4713,0.0951,0.4004,,,,2.5913,6.8541,8.6831,,,,3.9263,,24.1541,4.5606,75.4175,14.3078,,,157.7857,,,,167.7102,15.5237,,,,75.0436
0.39220064,43.1993,75.3870,63.6046,197.4544,,,4.8034,,20.7615,,,58.0135,19.3860,4.4810,150.3175,7.3279,66.0504,9.9892,,,,723.8154,298.5025,133.6838,,272.5436,,136.9850,8.4381,57.1173,1.8673,16.9034,6.3865,,,,,8.9174,,87.4585,23.1381,0.1559,2.6830,,,,2.1409,22.2140,13.0763,,,,5.5366,,10.2104,7.0006,23.8942,5.3078,,,100.0070,,,,102.7148,7.9308,,,,17.1771
0.39257275,97.7244,97.5648,45.9051,10.6373,,,0.1203,,1.9069,,,56.2984,18.9563,6.5717,129.1658,6.5133,48.4824,5.8585,,,,483.0326,391.5894,101.5728,,184.7709,,114.8487,0.8418,172.3534,21.1522,0.2227,6.4541,,,,,143.0247,,109.6397,5.7221,6.9703,2.0075,,,,0.6900,19.9650,2.9538,,,,1.1426,,38.2533,1.1176,3.2178,2.8598,,,67.6777,,,,36.7533,2.6192,,,,19.4941
0.39294485,43.3970,54.8581,7.4824,134.2905,,,8.1434,,49.2232,,,24.7444,8.6466,28.8676,20.5906,3.6457,98.8499,4.8687,,,,220.8440,83.0261,116.7576,,41.3697,,199.1960,21.9532,157.1211,15.0003,1.1465,4.9870,,,,,151.2574,,108.9749,34.6238,5.9567,1.0224,,,,1.4007,20.3759,5.4012,,,,0.1373,,33.9700,3.1424,10.2087,12.3223,,,13.6401,,,,30.0416,1.5641,,,,3.6286
0.39331696,5.9642,42.3837,60.6328,132.8390,,,44.9981,,33.9667,,,17.4101,48.7289,137.5987,55.7608,2.0051,111.3532,3.7503,,,,77.6890,85.2834,90.2242,,35.7784,,194.6133,76.5297,9.0473,13.5901,6.6578,3.6896,,,,,32.6779,,153.1917,78.0066,3.6611,0.9387,,,,1.3132,19.0946,2.4801,,,,1.5168,,55.8715,15.0625,5.1905,19.2298,,,52.9746,,,,24.5822,2.1563,,,,8.8251
0.39368907,20.5749,3.3237,31.3409,19.5620,,,37.8893,,12.8529,,,12.0382,136.9764,55.9689,27.8296,6.1593,18.1609,4.6916,,,,37.5602,197.3666,69.0011,,64.5296,,115.7161,64.9443,24.9339,8.0083,2.1122,12.0060,,,,,27.2462,,151.6797,8.9740,4.1286,7.4684,,,,0.4771,5.3682,7.3398,,,,3.9434,,82.3008,7.1704,15.4692,25.4156,,,104.3860,,,,73.4930,12.0817,,,,25.0353
0.39406117,32.7302,7.3427,2.8998,13.1207,,,4.3951,,65.2563,,,23.8922,59.8205,2.9208,153.3105,5.4374,17.3181,5.3957,,,,247.7611,117.6523,158.1388,,25.1156,,45.4114,13.1461,27.8227,65.3458,5.6022,8.2936,,,,,99.3896,,51.0861,7.3873,4.8382,12.6715,,,,1.9098,6.1294,4.7441,,,,0.9235,,153.7808,20.9532,56.7570,5.7312,,,88.5737,,,,216.0747,14.0564,,,,2.7040
0.39443328,18.0129,3.2950,13.1393,27.4336,,,6.0334,,56.3541,,,11.6107,8.4576,48.0366,156.4815,10.7735,82.3498,4.6114,,,,31.7813,127.8738,213.0816,,83.1085,,16.4245,11.9773,50.0938,57.5357,0.4233,9.4443,,,,,99.9420,,135.8548,3.4844,0.5224,14.3685,,,,6.9545,7.5255,5.5322,,,,0.6170,,160.5371,17.4268,79.5605,8.7007,,,97.4713,,,,216.7205,9.1829,,,,5.5860
0.39480539,34.2174,2.8918,31.3970,7.0620,,,4.9503,,16.1687,,,31.6134,0.4374,36.5005,66.2598,14.9854,65.6761,1.0411,,,,261.4079,125.4072,110.8559,,216.9366,,14.2125,2.6408,51.7175,27.8359,29.4280,5.7944,,,,,22.9788,,135.7267,18.4057,2.8372,11.7951,,,,0.2516,0.5693,1.2384,,,,1.0502,,39.4347,11.5981,24.0819,9.6564,,,108.6842,,,,55.3272,30.3158,,,,70.7163
0.39517750,68.0610,106.1030,39.7856,7.4932,,,5.5144,,3.4422,,,72.6991,52.0926,100.1325,10.7329,16.5709,26.8800,0.8642,,,,339.9474,14.0958,96.8254,,128.7158,,42.4176,16.9349,11.2344,4.3003,19.3953,1.4098,,,,,70.6618,,55.5121,16.4838,5.9951,0.3314,,,,14.1914,0.1373,3.3100,,,,2.5061,,36.4902,5.2215,8.7347,1.9547,,,106.5966,,,,126.9483,15.3248,,,,106.8905
0.39554960,31.6012,144.3564,50.9760,22.8917,,,5.7253,,1.2893,,,9.6285,59.7044,33.9176,3.3944,4.0832,27.0447,2.4445,,,,100.8660,51.8342,57.6801,,59.5630,,18.7358,5.3231,70.4784,18.2886,2.2049,12.4526,,,,,119.1124,,9.6072,21.0864,9.9039,13.7721,,,,16.2608,6.7880,1.9217,,,,5.1384,,2.2372,0.2082,63.7563,4.9758,,,41.5817,,,,217.8407,6.3458,,,,69.0675
0.39592171,87.7613,9.6486,83.0455,42.2550,,,3.4545,,25.6280,,,8.7487,36.0167,35.1634,12.9931,2.9223,36.7902,11.1903,,,,170.6960,182.5330,181.4984,,24.7838,,7.2077,15.8580,125.3599,145.7814,16.8845,28.3477,,,,,66.9800,,10.4807,98.2527,9.7269,5.1042,,,,6.6529,4.9347,0.3606,,,,3.2774,,22.6140,1.5282,30.8888,6.1213,,,32.5859,,,,59.3435,15.1150,,,,15.0190
0.39629382,46.0205,54.1325,60.8128,174.9270,,,1.0285,,97.5302,,,13.3366,12.7623,24.9551,21.3349,8.4884,28.6837,7.7070,,,,352.2205,118.3331,155.3515,,19.4707,,4.4723,22.5681,60.4014,207.5030,18.9177,24.4755,,,,,26.6831,,39.3036,77.4678,3.9168,0.2533,,,,3.9515,15.7007,1.3338,,,,0.0735,,14.1738,5.0588,14.6375,10.6154,,,43.2638,,,,33.8999,6.2243,,,,14.3248
0.39666592,165.5930,44.8979,0.3716,63.2372,,,2.5862,,64.6742,,,49.0683,22.8578,14.0310,19.0334,3.9484,25.4655,8.6124,,,,56.4481,164.4742,600.5146,,8.7196,,10.0341,17.8196,57.6941,93.6885,21.0780,12.0496,,,,,69.8815,,66.7752,215.5776,1.9595,2.5473,,,,2.7440,49.1265,5.5008,,,,0.3417,,4.8576,2.3305,21.1806,10.5775,,,37.0098,,,,5.5636,3.9591,,,,2.0337
0.39703803,224.1383,7.7824,25.0057,37.1393,,,2.2035,,59.9690,,,6.2076,37.9896,5.9569,3.4573,9.0445,1.9762,13.1988,,,,28.9630,300.7630,257.5653,,16.9128,,16.0437,19.6855,18.2848,32.0443,10.2733,9.0357,,,,,28.9046,,92.1142,175.4772,7.2892,2.1543,,,,2.4421,27.7580,0.3219,,,,0.8574,,11.1135,3.8462,7.5858,57.9642,,,22.0935,,,,98.4092,0.8837,,,,2.5234
0.39741014,51.9993,1.0910,29.6689,67.8524,,,1.3313,,23.4895,,,26.2400,10.0682,5.1603,71.9908,14.9219,6.0665,10.6935,,,,23.8429,302.2799,67.5000,,19.0768,,4.7784,34.8755,115.3035,3.4374,5.0574,13.3660,,,,,3.1909,,31.7084,64.9904,2.4951,2.7658,,,,2.4003,3.3677,1.9944,,,,5.9337,,5.6932,6.5999,22.6364,114.0655,,,22.9324,,,,166.2200,3.3467,,,,25.6316
0.39778224,0.1694,9.5261,34.2260,28.6886,,,0.3522,,51.7104,,,1.2669,34.5203,8.0809,143.4332,4.6216,5.6300,11.6016,,,,27.2294,256.5343,33.9338,,7.9170,,4.2145,62.4120,190.9258,40.9020,13.0483,9.2362,,,,,10.1551,,21.3106,38.6325,0.6557,3.0609,,,,5.4450,11.8857,4.2130,,,,6.5069,,9.8447,4.0445,51.0490,74.8106,,,56.4827,,,,169.3189,5.5209,,,,122.2153
0.39815435,32.0662,28.7566,3.3525,28.7231,,,9.2263,,29.8178,,,27.0467,11.6532,85.2929,29.4125,6.7248,7.3183,31.4974,,,,155.9804,166.4653,86.8887,,123.7451,,25.8299,104.7495,228.9772,52.4990,10.4196,21.1305,,,,,10.5345,,94.1547,71.3403,0.5821,1.4862,,,,3.2121,32.6242,1.4678,,,,2.7541,,23.3630,12.4396,33.6387,27.7263,,,0.3302,,,,96.4905,4.8528,,,,45.8096
0.39852646,38.1234,42.2880,10.4827,4.3699,,,2.6165,,45.8031,,,70.2923,57.4146,111.1792,31.6331,10.7254,38.2878,31.8575,,,,451.1075,434.1155,122.8928,,69.4292,,29.5833,61.2425,163.4221,13.1346,11.5889,12.1313,,,,,19.6300,,47.5034,133.1997,4.0158,0.7263,,,,1.1819,21.0023,8.3915,,,,2.0498,,16.7755,25.8896,33.5520,24.2984,,,110.6327,,,,11.4214,2.0689,,,,8.4835
0.39889856,4.4637,21.2161,8.5783,69.4798,,,2.1285,,45.4391,,,24.3139,12.5366,16.3531,149.5611,13.8487,10.7634,7.4425,,,,331.4259,20.8741,282.7142,,8.6893,,15.9472,2.4431,26.8263,56.4994,2.3910,1.2530,,,,,33.9861,,16.1901,63.3663,3.2133,1.2920,,,,18.0007,5.2965,4.8055,,,,1.0813,,2.3913,3.0149,106.4138,5.7196,,,195.1656,,,,75.2888,0.2136,,,,7.2424
0.39927067,7.2914,66.4513,34.4468,203.0874,,,0.7796,,28.0260,,,134.1355,32.8463,41.3061,61.4123,13.3487,36.8711,0.7587,,,,71.2429,563.6698,353.2800,,29.4779,,6.2671,29.4277,10.3011,17.6010,1.8479,4.3418,,,,,150.1084,,56.9177,1.8968,0.0546,4.8605,,,,15.5555,0.4004,1.4213,,,,,,5.8680,19.4892,139.3977,5.9505,,,120.4437,,,,35.1651,1.6348,,,,61.3190
0.39964278,18.9080,110.6096,14.6226,217.5570,,,8.9769,,45.4945,,,48.6428,41.8088,113.4920,128.8196,6.0928,8.7770,3.5055,,,,60.7084,84.1009,196.4405,,27.0529,,7.8459,9.0636,66.1976,45.3278,4.1587,2.0744,,,,,176.8102,,130.7125,0.2942,0.5531,9.2847,,,,2.6729,9.2715,7.8056,,,,,,11.9921,8.7185,67.6722,13.0562,,,51.8331,,,,45.1719,2.6024,,,,36.6080
0.40001488,49.8255,14.7080,53.3366,139.6517,,,10.9194,,2.3992,,,58.8391,10.7953,41.2502,254.0874,8.3566,56.1645,12.0436,,,,39.4327,14.4135,756.9826,,19.6898,,41.9440,9.3046,8.2189,36.9053,19.0956,4.8575,,,,,16.1527,,47.7457,6.9919,3.7497,8.6635,,,,0.1418,31.8817,5.0910,,,,,,10.9407,1.2639,19.6766,34.3046,,,10.9842,,,,62.7830,8.5778,,,,40.3143
0.40038699,27.1292,0.4710,76.6999,28.4732,,,5.0911,,2.4324,,,109.3379,12.8194,25.4299,195.2257,3.4042,35.9980,6.6499,,,,257.8758,148.0406,822.6787,,52.3754,,21.8254,69.1342,95.2073,142.4192,23.2345,5.7344,,,,,33.0600,,28.4805,63.3224,8.6632,5.9376,,,,1.7399,51.9644,4.1983,,,,,,47.6382,6.0354,43.8230,40.7188,,,7.5371,,,,13.6119,19.0941,,,,10.5485
0.40075910,2.4708,19.2323,47.7757,23.8394,,,6.2213,,69.1412,,,151.7042,21.3417,16.1773,192.2976,0.2957,3.7589,0.1192,,,,910.0206,403.1990,24.7847,,56.0526,,6.4227,99.7261,58.4633,190.8745,10.1556,0.5855,,,,,113.0458,,2.9226,49.7369,0.5470,3.8320,,,,1.8524,41.7893,3.7833,,,,,,20.0762,14.0820,28.2994,28.1902,,,79.9269,,,,38.5940,30.8586,,,,21.9592
0.40113121,2.0931,13.3908,35.7530,51.6077,,,1.3785,,88.9148,,,31.0432,39.6800,32.2888,77.5123,0.1773,11.0829,9.0317,,,,863.9090,344.6342,109.7503,,21.1414,,6.6247,73.3727,19.3327,75.1522,21.2450,0.8718,,,,,6.9933,,3.4933,22.3438,8.4947,0.8628,,,,2.5800,13.4892,8.2180,,,,,,13.6749,10.0485,6.8844,19.3781,,,0.2312,,,,50.3115,23.0938,,,,40.5135
0.40150331,49.2856,17.4466,39.3900,43.5179,,,2.6771,,13.3791,,,20.8554,39.8679,79.5038,20.1462,0.3279,19.5150,12.4862,,,,104.8991,37.6726,441.7669,,60.8665,,16.3105,52.0090,40.9444,9.3323,18.1824,5.4672,,,,,143.7189,,22.1364,67.9028,7.7121,1.5330,,,,9.3268,9.1059,0.6595,,,,,,39.0538,1.5207,31.9654,13.0343,,,125.6119,,,,9.9398,10.8957,,,,27.0589
0.40187542,178.4785,15.3812,15.8731,42.4904,,,5.6507,,103.4750,,,58.0234,22.6654,95.4525,125.8175,2.6006,8.7028,4.1909,,,,383.1831,191.2902,423.1954,,23.4231,,61.4502,28.3061,16.6812,1.5877,14.1820,18.9666,,,,,89.6246,,50.8195,14.9207,2.9732,2.7798,,,,7.1555,20.9505,6.9722,,,,,,35.9502,6.9275,166.1653,13.7976,,,116.0862,,,,24.7052,5.4273,,,,42.5567
0.40224753,101.5272,10.2506,49.1539,19.5670,,,2.1833,,116.1305,,,32.6475,26.1995,27.8469,76.3702,8.5214,9.1591,2.5429,,,,245.8383,301.9175,323.7586,,50.1637,,22.6442,18.3555,1.0658,38.6345,24.2520,25.6149,,,,,0.1485,,81.2185,63.6185,3.3011,0.4849,,,,6.9010,17.8358,0.8435,,,,,,5.4063,15.7048,210.9197,19.1106,,,96.6616,,,,11.2421,9.4055,,,,11.5056
0.40261963,28.2849,62.1858,21.9116,49.2803,,,3.6153,,50.1247,,,7.9171,17.7794,40.8767,0.4346,11.7314,25.2043,20.6408,,,,260.9459,93.1994,564.7381,,35.4321,,3.4966,18.2791,13.0714,13.9673,24.9465,12.1414,,,,,66.2326,,46.4202,60.4314,0.2272,2.0800,,,,10.6498,26.7895,5.3855,,,,,,7.5046,7.8556,138.0658,2.1510,,,146.4754,,,,5.6712,18.9129,,,,61.4679
0.40299174,37.3309,67.3075,25.8956,7.9845,,,4.0521,,29.7907,,,25.7450,7.3204,51.6012,73.1478,13.3912,10.0215,37.2489,,,,881.6490,93.1965,98.3303,,43.8154,,8.7887,9.8430,35.9696,42.5887,2.1655,0.5197,,,,,47.9948,,9.1901,30.9708,0.2219,0.3566,,,,3.5456,24.7265,1.6093,,,,,,22.6707,1.9346,1.1432,0.4753,,,67.4359,,,,6.7456,1.9105,,,,202.7842
