frequency,20251214_221838.JPG_T1,20251214_221838.JPG_T2,20251214_221838.JPG_T3,20251214_221838.JPG_T4,20251214_221838.JPG_T5,20251214_221853.JPG_T6,20251214_221853.JPG_T7,20251214_221853.JPG_T8,20251214_221853.JPG_T9,20251214_221853.JPG_T10,20251214_221853.JPG_T11,20251214_221920.JPG_T12,20251214_221920.JPG_T13,20251214_221920.JPG_T14,20251214_221920.JPG_T15,20251214_221942.JPG_T16,20251214_221942.JPG_T17,20251214_221942.JPG_T18,20251214_221942.JPG_T19,20251214_221942.JPG_T20,20251214_221942.JPG_T21,20251214_222017.JPG_T22,20251214_222017.JPG_T23,20251214_222017.JPG_T24,20251214_222017.JPG_T25,20251214_222031.JPG_T26,20251214_222031.JPG_T27,20251214_222031.JPG_T28,20251214_222031.JPG_T29,20251214_222052.JPG_T30,20251214_222052.JPG_T31,20251214_222052.JPG_T32,20251214_222052.JPG_T33,20251214_222121.JPG_T34,20251214_222121.JPG_T35,20251214_222121.JPG_T36,20251214_222121.JPG_T37,20251214_222121.JPG_T38,20251214_222121.JPG_T39,20251214_222146.JPG_T40,20251214_222146.JPG_T41,20251214_222146.JPG_T42,20251214_222146.JPG_T43,20251214_222146.JPG_T44,20251214_222146.JPG_T45,20251214_222146.JPG_T46,20251214_222205.JPG_T47,20251214_222205.JPG_T48,20251214_222205.JPG_T49,20251214_222205.JPG_T50,20251214_222205.JPG_T51,20251214_222313.JPG_T52,20251214_222313.JPG_T53,20251214_222313.JPG_T54,20251214_222452.JPG_T55,20251214_222452.JPG_T56,20251214_222452.JPG_T57,20251214_222452.JPG_T58,20251214_222530.JPG_T59,20251214_222530.JPG_T60,20251214_222530.JPG_T61,20251214_222530.JPG_T62,20251214_222530.JPG_T63,20251214_222530.JPG_T64,20251214_222552.JPG_T65,20251214_222552.JPG_T66,20251214_222552.JPG_T67,20251214_222552.JPG_T68,20251214_222552.JPG_T69,20251214_222552.JPG_T70
0.03088487,115865.0237,312623.8594,5912.5268,296090.7453,835.6705,1748.5980,19515.3672,1604.7893,101651.4502,1280.0550,4254.6321,996419.2447,740211.8586,77731.1865,119897.1956,5857.3790,103070.4607,3014.2401,3053.9109,3282.0143,1265.9364,2762044.5651,3410976.6731,5413501.6988,5.0938,771233.8420,10605.1763,8793.6204,23051.3825,1013257.1205,16205.9367,18901.3239,6667.6762,3503.0645,520.6923,732.9927,30615.0846,175214.8976,891.3361,1149862.5132,51917.8673,24752.8319,3771.3262,1707.7460,177.6367,82.8204,2640.6629,63401.7802,2853.8808,883.7344,241.4035,4256.8197,1360.7283,1158.3123,2933.1102,26640.2153,54085.7481,43898.0103,319.5119,909.3000,65760.3163,16.7665,299.7168,3110.7354,195439.1617,46200.7728,39.0261,10344.2017,7348.6908,16443.0993
0.03125698,77297.2433,186828.6056,21180.1655,165216.0665,714.9978,578.3771,7913.1372,3013.9532,71963.2054,1713.6837,5910.3122,424039.8920,353529.5117,352785.1937,133014.3341,4792.2806,10751.4517,5936.5067,1011.5955,5887.0775,692.2209,961436.3742,2356186.8407,557644.4345,10855.7739,959970.1161,5127.5888,6423.8806,2118.5239,485821.8176,154703.1519,9951.6126,1019.4327,3898.5785,548.3385,1066.6095,14337.7349,80978.1978,2453.8491,866152.1604,45650.9811,57523.0207,1143.1974,1732.7085,442.8778,439.5762,44562.3670,14458.4355,4375.2977,92.6800,111.4835,2553.1928,1402.5815,1770.5094,105210.6019,26686.3249,17352.6299,35395.0271,388.3310,10026.6378,26366.4321,86.3540,8.8015,687.2533,91751.3652,85188.8544,116.5890,22268.2847,3832.9555,15820.1428
0.03162908,169574.5831,260602.3173,45441.8625,109332.1910,1071.4313,105.0978,13794.6771,4116.6018,45761.5786,733.4249,2548.2856,229205.4194,170707.8347,153167.3892,25318.9048,25936.9771,1830.1742,3513.4409,1993.1795,6347.8103,283.2960,8058798.7871,4798577.1417,477266.4339,7637.0948,444479.9180,9423.5520,3744.4774,21675.7611,1529685.6514,73023.2073,16963.7919,3780.1270,1315.9888,1214.0534,567.7496,15443.8342,266252.7919,1886.5247,1441367.7175,75071.9951,18386.7238,1128.5206,2261.6024,694.2947,1007.8852,16547.0910,4114.4870,30834.0332,1662.5285,1093.9704,1172.0354,733.1739,1634.3484,168493.4064,13377.5613,47721.0768,4598.9502,35.5715,25163.5656,12920.2340,1.4490,143.6208,2936.2869,13133.9809,51665.2392,168.9766,8310.9668,1158.4195,40130.7290
0.03200119,1355956.0572,166511.7979,43991.7372,6636.1187,562.5719,826.7835,60616.0197,3317.5344,36638.7108,121.1071,1288.9647,327311.6608,69345.8885,827106.7621,126775.1753,8662.3801,14178.2688,28023.8753,8962.6310,1.7010,212.3742,3343151.5147,9357557.2842,273460.3080,824.5150,88346.6727,9636.1994,2310.7341,50954.8125,1773051.8487,33107.0655,13363.4185,4202.9099,764.8952,379.8279,200.4356,4374.5951,234077.0202,235.8103,3073178.7030,200083.4672,6093.0248,22628.0289,892.4087,2772.6210,1315.9910,1105.1109,27191.4025,78329.9202,862.8196,1982.3027,2.0621,33.2543,1660.1358,6405.4905,68599.9502,144396.8570,23506.3881,43.1062,23003.0672,48303.4411,134.1069,346.2295,729.1009,84073.9598,5487.2102,470.4719,681.7430,6878.9432,8762.7171
0.03237330,668934.3002,112026.5588,15621.6737,258404.6514,1186.9493,2692.0543,40119.6045,927.7854,34522.3555,246.8716,823.7403,540278.5027,313678.7977,417378.2241,224966.8774,708.4790,12911.4442,17030.2480,11652.5861,10792.0996,3.1351,888398.8195,9584581.8041,31622.8250,5769.2470,167624.5643,1847.7623,6860.2162,39506.0590,153595.6380,119130.9418,4461.0903,1022.6105,13968.0124,26.1717,77.4777,793.7690,84816.4955,233.4086,704694.6786,98683.8842,2992.3627,7262.2159,518.3662,3064.9401,1644.0468,3081.3332,15716.2207,77549.5559,614.1431,850.1270,2249.1902,958.2290,694.5847,84647.3867,39551.5984,87071.5394,10404.4773,192.5656,8132.1500,49344.4826,32.2973,389.6326,5508.5373,26522.9524,4436.4571,449.0905,2995.7702,4167.1623,84443.8572
0.03274540,164421.5190,32800.5941,4730.7108,265016.3078,400.9328,1035.3346,5223.7484,11765.3128,86111.6705,609.4022,1324.8265,669151.8224,16765.1137,74287.5016,122299.9305,3351.6255,3103.2523,7969.5918,11584.7566,7184.5119,65.0969,2444236.6897,10436852.2572,298316.6394,13691.5721,1954697.6899,609.1638,1756.5981,242910.1372,308241.6964,63180.4281,3166.7012,5481.8978,14095.1946,17.6062,43.0223,1000.2745,18662.6311,132.0840,2977599.0529,2450.0768,15353.8799,27048.3404,2436.2450,2567.7277,395.8900,2141.6802,3610.5908,31332.8637,739.4194,194.8744,4615.4487,2304.5627,991.3751,49727.7526,1390.1901,69528.6877,2767.6424,340.2044,34814.7427,81529.2994,8.1539,134.8092,6797.9373,22827.6846,11028.8379,758.6024,7080.4147,640.0743,49021.6938
0.03311751,37473.4418,45877.2297,4773.4829,209651.6534,877.3452,6783.1295,7632.5899,21093.3194,134168.2655,536.1243,2152.3504,370452.1460,200720.6216,19201.4990,5680.7427,973.1398,7382.8163,49587.9819,2694.1161,9185.4425,436.6391,2303063.1249,10591580.5449,577835.4908,6214.2692,737924.7555,587.3381,56099.5084,193747.9158,484904.4472,92822.3969,6932.5177,12400.7403,1510.0740,81.9162,2.3393,925.5941,30877.2845,427.4731,4814172.4721,56143.4486,21617.8478,14508.0130,5129.4865,449.9740,2337.7380,7536.9638,5165.7563,12697.0896,2655.1020,205.6071,5016.8475,3939.1597,563.0486,32648.5197,15555.8707,121792.3759,16844.1366,73.1431,27034.9930,45980.7397,0.4151,18.3361,2276.1165,239994.1732,15333.6498,31.3500,2281.1985,4047.3693,23705.2288
0.03348962,31334.5462,220033.3776,115816.0258,170278.0567,2653.6094,5430.7078,7253.1309,9793.1275,65796.5343,350.8594,1358.1168,5190.5998,198201.0487,254396.9639,50259.8612,10052.1219,13228.3467,28101.2886,559.0732,6602.3911,693.9333,657196.4351,3341159.9323,625551.9027,3001.9724,1394329.6607,1332.2768,94107.9295,90442.4020,1135940.3628,287217.9380,32240.5061,9565.5999,4499.8383,198.3443,476.8374,2020.7160,66951.2084,736.2284,3656027.5627,94616.9602,6917.8145,12995.6938,4160.5252,73.0770,1315.7001,14957.4645,5576.7596,29210.1715,765.5423,236.9866,2620.3602,934.8630,848.2970,79432.1300,3258.1123,59184.8964,44911.3731,53.3682,2753.1679,54270.0659,1.5107,102.7673,1846.6321,188874.3399,39632.5793,1962.2680,1971.2023,9077.9546,21581.9677
0.03386173,17225.9668,303138.2395,276888.2368,46144.3519,1064.3550,1533.8556,6335.6661,932.1260,22199.6925,333.1601,266.3959,126820.9525,121721.9916,206481.9563,121034.5013,21327.0461,63940.3505,520.0418,4087.5859,1621.4170,22.2860,535362.8838,3196864.5271,243071.4452,2538.6151,448306.9719,688.7533,121557.4715,66094.1996,941519.3021,174242.5243,24058.6017,1989.1480,1606.5169,259.2151,687.7846,481.7563,40779.1461,54.3794,2572021.9068,178632.0462,8127.5157,5202.0313,1624.2469,479.7452,483.9930,22394.4724,4935.8490,27805.7406,250.2682,47.8967,652.6240,1843.4335,2158.9488,37325.9515,18587.9172,109787.7118,16484.6232,9.0683,532.5423,189368.2450,23.1395,13.1813,294.3179,29911.4414,23625.9127,1392.9331,1092.4414,14661.3445,29717.4749
0.03423383,192676.7721,213428.8504,235767.5018,19262.5668,733.3497,410.9913,683.7744,5285.2139,73901.5821,95.6043,2212.4499,92941.7508,85902.0254,36440.2844,150359.5800,2207.9019,27973.4578,32520.8682,6393.9790,1772.0739,307.0110,311483.3906,1622862.5726,681750.9587,4516.2871,1655642.9329,100.4861,126617.0546,81874.2787,80023.7547,31853.3767,12004.4616,3735.5065,3285.0171,337.8632,95.3825,303.1309,5780.9820,1265.4053,2255526.5425,162954.6482,12007.2711,1593.6503,2082.9750,892.8837,2044.0439,14876.0650,2282.4494,39981.8525,2098.9138,0.3778,491.2704,645.1341,559.7720,44993.3358,33861.4088,135126.7597,802.1133,33.4707,5670.2027,106784.9517,45.8979,167.4540,2031.9588,121948.7987,6528.4966,2101.0533,1034.5774,20540.3200,19218.1883
0.03460594,216108.0905,7967.8493,101459.3286,21547.2479,1282.9712,634.0067,6629.7175,4592.2372,77400.4707,88.2099,6729.3176,131156.8552,478757.6112,10674.9883,35587.8138,11182.7822,17806.4686,53115.8674,4869.3917,5822.5144,356.4452,601176.1145,610980.1353,2282715.6317,3158.8832,845675.8989,1614.9693,3854.7699,67812.8961,25118.6727,118536.0541,5459.1200,7575.3801,2810.3359,154.8418,90.3909,1745.2343,17138.2891,2061.7849,1208718.5511,43464.8803,8139.4029,104.1828,506.8060,1337.1179,4344.4695,8330.0019,4054.9203,45345.1840,4067.3519,112.5350,1410.9215,4716.3528,201.4620,114620.2557,3992.4752,96944.2149,7341.7162,282.9993,12734.3574,18862.7374,64.7399,225.8978,3355.3514,145899.6142,3817.1878,1009.6652,3529.2041,11010.0674,11336.4974
0.03497805,13735.0077,94170.4734,17523.3617,49468.9787,2227.4675,1738.2756,7286.2988,308.1672,15081.0699,155.7976,4794.8549,5505.4049,247656.0419,367972.0563,15370.2880,32376.3716,32090.4502,3359.9739,2506.1420,6817.4071,120.8193,957653.5872,464434.2601,2521191.6736,9048.1444,779496.6453,281.9008,27174.2211,42556.9916,42703.4809,35567.0658,1210.9473,1499.6178,10663.0929,26.2263,190.9445,3117.4739,44245.9056,661.0394,223856.6707,211937.7405,2403.0743,541.4447,644.1574,2595.2418,921.5108,4193.0228,2804.3192,15455.9433,2057.9785,138.1189,228.9045,12323.8976,112.8690,98681.7480,28.9314,31274.2332,19420.3576,278.8500,2513.5731,11165.4025,0.0866,374.7971,630.1833,159418.8456,1314.3748,164.4320,3566.7213,1238.7757,10153.2793
0.03535015,111981.3962,222576.2138,38089.7408,118823.9496,2203.3361,131.7129,2357.4011,549.8633,1099.1597,184.1526,1842.3243,181010.5251,16665.5891,607094.6894,10712.4379,31002.5744,31250.6842,16549.4142,169.5477,1377.9097,314.4982,477529.7847,599590.3604,768144.1426,6457.7544,848772.3335,6159.8364,23591.2028,74654.9788,49871.8265,78067.4343,2127.6422,735.6175,11436.2449,423.5073,157.1862,1932.6393,26301.9571,139.2118,182979.1189,90454.5640,3435.8023,1352.1417,1993.2058,945.5229,556.9945,33754.5980,555.3209,16037.8219,459.9173,70.5132,1183.1968,1137.4665,451.2544,131257.7495,1254.5716,141861.0522,9353.4190,118.1583,1605.6947,33547.1573,30.6646,0.4439,1030.0948,35232.0281,2856.4242,1590.1258,3558.4212,4587.3782,66927.8566
0.03572226,104545.8841,342158.7082,57474.3734,70497.1426,423.4950,897.4130,10216.1040,1763.6251,17903.1866,257.5461,877.2908,111372.2275,170.9330,33257.1321,13708.9941,17863.6599,14117.7118,26971.7338,572.7361,298.8270,432.2298,1097873.1602,2050688.7600,719092.3825,2582.9434,115573.3162,9016.8209,6277.9392,55079.0279,219818.6403,85268.3078,10857.2964,1295.8430,4746.1944,1019.0083,247.8282,70.5013,39612.9851,280.5179,509471.5720,12350.4767,2686.7999,7550.6386,835.9066,432.7354,1305.4525,58425.8520,4372.3758,25571.5554,666.9538,77.1730,1949.8761,1711.1772,247.1305,69185.8879,23739.6460,102498.5031,3460.9278,33.0038,1763.3054,9562.6888,10.0251,183.6108,1995.7556,7924.7424,3686.7130,438.6266,5749.1447,4192.9918,169749.2029
0.03609437,13742.7244,157351.3069,31386.2159,68418.9014,377.5386,751.4873,1276.4084,6645.0680,9688.5341,171.1856,933.5172,163770.6376,6135.7447,125342.1456,24769.0339,4666.6543,33333.9911,3884.5488,729.5328,659.3285,335.8119,1749501.2821,4727550.3598,1873251.3598,2953.3894,775913.2671,4562.8278,4808.0360,66395.5296,177661.6872,47224.8740,2258.2429,4468.2282,263.4651,792.2906,765.9777,2872.8496,88339.4046,180.9537,108513.3405,10244.5708,1776.3644,19628.6974,407.9684,828.2825,1083.9401,53933.7027,10101.1374,17423.0164,995.4328,106.2174,2084.7887,299.8883,554.8596,25194.1943,28311.1928,4030.4030,3133.9361,26.1262,1331.8962,139132.1796,19.8721,202.2315,2883.1575,34516.7939,9521.5623,1639.0081,6541.7726,3202.2237,71262.7824
0.03646647,121440.2390,9467.1585,15495.6741,43987.4123,4470.6543,952.4528,3257.2901,5738.2585,18558.3670,64.8937,1998.8214,561317.3182,31258.5594,48343.6156,540.0178,1504.9716,62343.0342,1121.5958,1479.1457,10136.0420,360.6436,343461.5494,7381886.8757,1255254.4471,2208.7270,305003.3317,3210.0320,4450.4117,20708.9328,133295.2717,38796.1983,12168.2731,6627.0851,2814.8398,390.2282,731.3215,6100.0479,215245.8999,776.6673,1768082.3058,51409.5451,2504.3341,14074.4591,603.2656,403.3363,1529.5728,19452.3888,8054.4700,2221.4968,1826.3629,63.0502,1966.4394,728.5285,3866.3475,26629.7780,735.8030,36972.2455,12640.2117,13.6428,1308.0150,173327.5666,80.9047,57.3921,3730.0705,31339.7555,1926.6059,853.5878,4449.9251,124.3476,15684.7060
0.03683858,12739.8110,37333.7925,49868.7220,357.8104,3490.0570,1024.0956,19274.7596,4637.7281,113681.4367,91.5553,1927.0808,549590.3797,112233.9798,39145.7012,28014.5299,4788.6083,34731.6470,4668.3230,2543.1155,14227.5105,44.0160,123662.1933,4972854.8270,254872.3916,2152.7977,205064.8574,3004.1481,35058.9175,12235.7399,422064.3169,69694.0674,13661.9666,4813.4640,7606.0547,558.1390,252.1698,2087.9765,100922.0855,1563.1456,1802039.3415,38703.9598,7669.6476,206.8737,995.6397,572.0133,1798.3425,4948.0294,843.3666,2720.7464,4778.6158,41.5438,918.3954,2923.5957,2483.7618,11442.5299,13189.8926,15749.1916,5682.3393,320.8281,1684.0176,80706.1913,117.4606,70.5851,3217.7341,6969.7314,20057.6711,633.3028,4052.7854,4031.1449,14384.3044
0.03721069,13825.4161,157782.5550,74969.2860,33208.9748,1477.8896,727.3913,7958.2325,5559.7514,93400.0841,30.4065,1863.0666,132654.5891,134781.9549,25520.6814,48395.6242,3153.3827,94559.9719,2855.5207,575.2081,8537.4155,146.7860,546150.7367,995326.3120,160239.3356,1225.9404,247160.9322,1512.6616,24689.3398,35368.3225,403782.2186,106539.2388,5288.3107,634.0113,1906.5229,672.1342,249.5647,380.6029,56449.6110,250.6203,1109967.6270,75856.0796,9988.8557,1849.6822,345.3899,264.9066,2077.1437,10840.2746,13413.1346,14678.5745,3031.1332,0.9768,50.3401,4393.0654,2849.6247,93546.1952,1378.3872,16873.6522,625.0121,422.1653,959.9357,25812.9637,67.8932,20.3281,6335.1026,7145.1714,9855.6160,350.6953,7230.0218,3931.9959,26072.2898
0.03758279,43561.9371,29297.3467,42361.3896,17437.9783,3014.6609,121.6685,8294.8169,3456.2958,20814.9179,5.3085,1132.9542,143997.0545,49732.0426,81368.2882,15232.2229,8196.8538,64062.3506,4674.7131,780.9056,1852.2970,112.1307,296372.9794,681362.0115,634300.3092,1320.7266,71850.7307,456.2875,19184.4062,55453.1747,1084971.5886,92111.4527,7663.6531,424.3273,2341.3613,977.2269,220.5086,547.0856,7310.5377,3.0924,457275.6190,155828.6010,1179.9315,592.0506,362.5996,238.7019,2112.6133,10768.7956,8770.0524,12399.0317,1618.7337,248.7121,1282.8398,5117.3985,228.5730,93152.0404,14863.2053,4491.9718,3533.5028,61.8453,2159.6837,40223.3856,62.6696,330.6995,1891.2849,6077.3008,29048.2310,1536.7373,2521.4678,739.6917,35205.5040
0.03795490,39157.8164,85688.8353,11977.6905,12025.6604,1598.8106,188.8467,14718.3583,3174.6068,18403.2041,9.5947,269.9268,44723.3695,6662.1231,67050.9281,155.8396,7523.9544,26091.7807,2626.1053,1182.2656,737.5818,80.8964,436018.0764,472240.4912,60045.7529,53.1672,229756.9732,1782.7940,27196.7700,13564.6550,373757.8925,41423.9766,4926.2531,63.5529,2448.7323,527.2959,278.5758,369.7084,14577.6369,97.2353,452851.9929,67224.3964,5648.7476,2847.8512,1308.8831,985.3795,722.4199,10360.8816,11227.8988,9782.4225,996.9333,277.6549,1273.0373,2432.8248,372.0896,11411.9528,24207.3225,8860.5772,4917.6363,230.5666,1592.6538,68635.5404,82.1237,367.0862,3766.4177,19198.1148,21698.4231,841.6349,1035.0731,73.5585,33647.7096
0.03832701,29223.0840,109151.0219,24061.4350,1511.8188,169.2107,1035.8954,8138.8033,1179.0517,25216.5839,10.0069,1231.9829,16487.9687,49963.8486,176141.9571,31264.1068,3361.7914,27809.2118,820.7861,321.4983,696.1762,41.7652,384475.6828,1172658.1458,39887.0439,1499.9244,231567.6190,1676.9356,13501.7791,8134.2286,14346.5186,75606.0330,7464.6073,1182.3525,1397.2688,115.2988,863.3838,1906.1770,60060.4935,1219.7763,56880.5913,21233.2950,7510.9545,183.8114,1872.2273,344.7186,370.8330,8005.4435,9906.2884,10343.3517,825.6535,56.5608,610.4791,1406.2656,42.8167,56618.2270,9181.8827,2252.4934,1281.2564,120.3822,14445.9041,64998.2419,30.3196,143.3357,10154.4743,14113.1910,20219.6266,107.8018,6210.8531,171.2010,70474.3136
0.03869911,4633.4322,50857.9080,91663.7352,33356.8288,4.6782,1905.5202,642.6473,396.5511,29263.9847,36.5434,2645.7087,40296.5690,60002.5741,193627.1281,69521.4247,3086.2397,8758.0273,1892.8020,235.6243,416.9794,17.9938,357502.4611,1915787.3999,362053.6327,2911.0259,269126.7455,514.9031,6096.3627,2577.5136,24275.6872,70582.2083,205.5736,3190.8052,348.0284,18.6410,544.9854,1479.8282,73649.7698,972.9268,313237.8419,124265.0132,2309.0271,2057.9843,740.3161,96.4040,818.2405,2851.7009,4708.2253,511.9243,678.7055,50.2935,558.7054,4400.0961,160.0580,69557.9864,4229.1923,9786.1763,7912.6595,11.9592,2415.2849,124180.6295,18.0489,77.8700,3434.7790,26442.5909,3281.1243,1391.8444,4174.1654,777.8452,85653.4770
0.03907122,36921.4481,58252.7126,77146.1209,59283.2485,31.9694,933.2443,10093.3954,784.7003,26018.6111,59.6255,2911.8900,6880.5521,54827.5011,243039.4271,34859.2469,1718.6661,5824.3749,6461.2064,1090.4710,1369.5315,48.5946,249031.0053,1522759.4562,1137328.4343,1200.0536,264353.0043,41.6879,3803.7675,7464.1994,83900.7226,9157.2756,4209.9879,3579.9359,1367.4683,69.3901,266.3266,225.8570,44155.4492,704.8255,608187.9269,315356.9705,1083.6480,7476.8637,54.9684,206.1672,807.9003,1819.5431,7060.6851,25797.9738,324.1346,162.2157,461.8202,1183.4089,645.4084,2283.4854,7546.3889,68412.7947,14.7751,66.8933,1701.3255,98469.7449,51.9835,158.4228,801.9918,36668.0754,522.3568,780.9499,266.7663,1957.6614,58085.7412
0.03944333,125432.1202,6404.2671,30463.8682,38972.7880,450.8909,49.2603,2039.5258,1871.2243,13673.7436,10.1691,1843.9203,70301.2986,25507.3807,201669.5553,20129.2660,4685.1106,14691.6480,5840.5062,1379.5345,1702.0616,229.3844,85935.7451,349172.5914,2396857.5304,925.1980,212245.4635,744.5709,163.5689,62664.1242,59170.0748,34150.4755,11103.0262,2618.8123,6076.0965,474.6736,255.3021,3552.9412,38490.3975,364.6302,400421.6980,242708.0627,1389.6854,11760.6426,386.1148,192.7876,173.1938,4081.9790,10397.3376,20799.0775,112.4830,42.9183,389.3336,1894.7009,13.6052,12143.8071,9399.2187,41832.6683,7897.8343,0.7759,929.2883,29070.1535,91.8874,11.7132,193.1757,15493.6976,3748.8826,568.0299,174.8347,285.6800,49603.1389
0.03981544,83022.9475,204777.8675,37990.8030,33713.1672,2292.9387,16.0722,7344.8212,2094.6997,12076.7494,144.2882,775.2208,26731.3876,556.4442,102870.4721,12468.5258,7494.3689,7144.7366,2266.5480,1429.2179,3435.3647,497.5868,297212.9654,278065.2068,1020483.0004,654.7271,182501.3921,948.0217,1562.1709,18046.6140,318582.8821,48544.4018,7659.6750,1741.9144,7527.1082,165.2293,301.0931,1612.1056,46747.9681,270.5652,301030.7460,216702.7676,8621.7726,8182.5829,1713.8111,238.6668,176.3915,12264.2057,1510.3087,7315.5826,65.3430,422.7057,112.3453,2112.3450,1756.1108,50157.9742,7859.4053,29852.5031,285.1513,83.2576,1437.8566,27262.7926,0.1110,55.9864,3368.7887,24845.8107,3432.1134,259.5486,381.1290,2187.3246,43003.1834
0.04018754,55868.2444,264670.6961,32680.8692,22664.3315,3289.8696,158.7935,10498.9453,1998.3948,17645.9363,57.4019,774.8701,14709.4853,57940.6394,61184.5707,60928.2180,4284.2046,14417.4404,2681.4504,1710.6342,3091.2256,469.5392,112672.1651,309562.9137,914207.2714,587.7983,739802.2036,267.0044,7779.7081,1212.8579,229865.3362,22814.5842,5605.1110,4007.3787,4374.5674,155.4859,59.1051,564.8958,17286.4989,552.0738,755338.9986,102585.4829,16887.7574,3633.0836,1784.4182,99.7940,507.6522,7384.6373,1477.3684,8416.5828,1959.0407,308.2329,32.5663,652.7723,1822.1471,43846.4142,17324.3576,173377.3129,314.5581,371.9807,1944.6797,35642.8627,55.8764,16.6701,2739.9779,72513.5546,2511.2390,600.9048,1101.4737,1638.6999,5208.0408
0.04055965,43480.2505,81674.8187,21820.3715,441.9497,2320.1559,156.8084,11268.4192,3602.3880,2877.4591,77.9245,955.3074,156363.2361,110577.4261,35001.7015,17869.0167,2434.9143,17049.5162,7049.4732,1995.6651,500.2523,149.2440,372554.6271,272681.9787,1053342.4568,1544.3227,999934.9178,884.0126,20176.9452,16359.4758,434164.7991,17979.0542,23.3397,7337.2980,839.6460,44.3308,48.7812,70.3561,26899.5353,107.9330,1114696.7345,32580.7245,19845.9115,4279.8370,432.2234,90.8467,152.9695,1080.2884,5438.8102,6070.7928,3210.1994,59.4248,91.0990,1656.2347,14.5633,32752.2946,20303.2806,29729.9796,5902.4238,163.3762,4398.9181,24366.4957,5.0788,187.4920,1695.7078,12490.0609,1528.1088,1041.0100,587.4294,5647.1820,3443.8630
0.04093176,35742.5722,17429.7405,25307.5620,13958.1457,215.6159,214.8423,8504.1239,2638.2751,3158.0174,199.5450,582.8207,191990.5898,172958.7539,51528.2543,38860.7608,525.2159,1334.9201,2519.1487,1709.4594,88.3247,1.4142,119600.8965,425456.0022,778887.4221,446.7472,378923.1984,1001.5958,11833.5728,48267.5122,162398.3473,36894.4107,2791.8745,1927.8725,1027.0749,4.3464,237.0895,719.6103,13162.6646,20.8989,440593.3137,1799.1307,3682.7673,2748.0386,111.0646,598.5543,177.2653,1350.7240,5076.7546,8972.6539,2743.7684,12.1399,431.3486,530.3947,191.0874,45315.0234,1900.4966,7051.5566,1413.7316,51.0161,2850.9830,12462.6679,87.1260,76.6705,5352.5843,75398.9337,4461.6690,1136.6698,1332.2979,1761.3358,16517.9650
0.04130386,72526.7918,6398.8220,30396.6978,7520.0742,6.8757,207.2655,965.0183,191.9986,11309.6063,344.4152,146.7064,90842.1737,73971.4160,11035.4768,50073.2961,198.8694,5052.3658,680.1896,610.0933,1672.5648,141.6704,14073.3901,148798.2928,11926.2454,318.0860,152607.5898,519.8992,1044.3954,42041.8000,40500.3543,62006.0470,1682.4644,319.1909,289.9898,30.4757,114.6710,716.9545,18561.2354,93.3342,1178605.7229,32558.2125,948.4113,1447.0148,316.9062,880.4227,506.4022,457.4027,2377.6544,11327.4672,2120.6005,149.0004,1151.4135,2077.3401,234.3774,8712.5971,8410.8240,20198.6035,12071.5853,218.9136,1225.2667,1004.7599,133.6220,44.2130,4696.6438,57740.3727,9307.7809,2234.6714,1766.1014,38.6836,16375.1803
0.04167597,179348.5001,33940.1251,42162.3601,11698.1167,411.0851,1002.9242,717.2935,1131.9231,25412.0801,374.5173,192.6770,270151.1080,95140.1967,81990.1152,25306.7599,5705.0881,8233.7686,194.1000,3.5858,671.4487,81.4730,470888.6676,1383153.2787,939186.4051,934.2994,97552.7064,1264.0556,2236.9922,12390.1101,867.4559,32071.5740,2515.7262,337.0114,3227.5419,4.7941,33.5822,468.0715,14231.7703,268.1485,482074.8392,19231.1546,2032.6222,6552.9302,246.8929,280.6917,179.7966,22.2923,3692.0592,9412.2804,548.8812,122.5022,257.5671,3836.6535,786.9836,7389.0158,2556.7170,26568.9783,16630.3937,126.1720,5011.3750,32290.4686,40.6982,110.7245,2239.8609,155.5627,14364.7441,1243.0050,1316.1571,1745.4229,17159.5602
0.04204808,230871.7038,50201.9689,72453.0580,20950.9208,75.9491,620.6592,10281.5327,961.9442,14588.0040,272.9818,161.8846,101314.5426,179662.0609,63971.4156,12636.8014,9840.4661,25769.4185,5768.4399,303.2389,83.8012,116.6256,374916.3786,4836756.5876,2300314.5500,1084.7830,278974.6995,2650.5379,2662.8761,10142.5277,52834.8058,33495.8985,7749.5368,578.0742,9437.0589,15.2776,180.9849,330.9695,15728.9085,61.9857,558288.5121,31618.1128,2880.9716,5900.5129,422.7513,39.5391,368.5142,3400.6971,4006.1412,4498.0941,426.0486,114.3796,305.3409,575.5642,579.0649,18175.3435,9925.1590,10261.6321,8650.5934,323.1474,3388.1704,40770.7533,61.6519,117.6957,519.0147,55252.3462,9224.9352,419.7269,218.6363,3178.7135,3866.4081
