frequency,20251210_155950.JPG_T1,20251210_155950.JPG_T2,20251210_155950.JPG_T3,20251210_155950.JPG_T4,20251210_155519.JPG_T5,20251210_155519.JPG_T6,20251210_155519.JPG_T7,20251210_155519.JPG_T8,20251210_155519.JPG_T9,20251210_155519.JPG_T10,20251210_155519.JPG_T11,20251210_155519.JPG_T12,20251210_155519.JPG_T13,20251210_155519.JPG_T14,20251210_155530.JPG_T15,20251210_155530.JPG_T16,20251210_155530.JPG_T17,20251210_155530.JPG_T18,20251210_155530.JPG_T19,20251210_155530.JPG_T20,20251210_155530.JPG_T21,20251210_155530.JPG_T22,20251210_155530.JPG_T23,20251210_155530.JPG_T24,20251210_155530.JPG_T25,20251210_155530.JPG_T26,20251210_155530.JPG_T27,20251210_155614.JPG_T28,20251210_155614.JPG_T29,20251210_155614.JPG_T30,20251210_155614.JPG_T31,20251210_155614.JPG_T32,20251210_155614.JPG_T33,20251210_155713.JPG_T34,20251210_155713.JPG_T35,20251210_155748.JPG_T36,20251210_155748.JPG_T37,20251210_155748.JPG_T38,20251210_155819.JPG_T39,20251210_155819.JPG_T40
0.51876392,2.7541,,0.7863,,32.8634,0.6646,0.0912,71.8012,23.3204,1845.0114,13.3143,1.6841,,13.0608,3.1552,6.5823,3.7054,,0.6096,7.7413,2.8686,9.8039,30.6440,35.9262,460.4037,36.6989,24.3169,2.1988,,,2.3950,29.0423,0.7086,4.1749,2.0587,3.8885,3.4439,5.5737,54.0375,19.8765
0.51949871,0.1073,,0.5945,,11.3252,0.2396,2.2102,58.1337,14.0962,3239.5052,12.0480,0.0332,,0.6772,6.0768,3.8977,13.0259,,2.8951,9.0902,2.2908,28.2494,134.2417,4.6617,43.5138,30.2760,61.3739,16.3657,,,5.9606,61.6202,0.8163,14.5844,3.3268,0.9013,64.9379,10.3081,32.9931,120.6506
0.52023351,0.9069,,0.3061,,49.2678,1.5262,4.8662,42.2917,104.1990,4628.3565,118.9620,1.2569,,6.2408,6.9423,18.5893,15.9560,,5.9804,2.4540,15.2197,86.6275,195.4321,40.7814,163.0008,64.7895,59.7064,34.7342,,,4.1795,58.8155,2.7238,7.2755,1.7212,2.2048,67.0553,0.1784,11.4221,355.6306
0.52096830,4.0138,,0.7255,,76.5282,14.7162,10.8335,23.7567,37.6188,4586.9443,864.8004,0.8097,,39.3055,13.1402,3.9886,2.5609,,0.9479,3.0972,16.0375,233.9863,97.6458,39.3516,157.7693,4.8149,5.6250,71.9757,,,2.0339,54.0994,1.6452,0.1461,2.7081,7.7489,4.1414,10.2078,13.4017,317.0333
0.52170309,1.7142,,1.1148,,97.4166,16.5840,31.8865,51.9151,81.9132,1259.7465,1448.1928,1.9629,,211.4332,15.5001,0.1100,1.5246,,1.2880,11.6004,5.8787,253.4477,14.5904,22.5332,47.2258,163.7465,45.0803,37.3715,,,8.6177,47.5222,0.2831,1.6443,11.1263,7.7797,39.2438,11.0718,37.8508,192.2750
0.52243789,0.9911,,1.4778,,69.0131,6.9021,39.6897,53.6121,99.8983,266.1172,656.0594,5.3631,,252.3545,9.4572,2.4939,3.3221,,1.3938,3.2323,25.1277,115.7777,38.5321,11.6301,36.8338,127.7563,27.6493,16.9895,,,11.4344,99.9174,0.4056,1.1169,5.6400,0.4504,137.5648,2.8587,23.6338,123.4247
0.52317268,4.4516,,0.7668,,86.0754,2.5451,7.5483,15.3624,44.0628,1183.2097,340.4721,6.0029,,33.1460,0.4061,0.3187,0.1927,,7.2914,4.2533,47.7919,25.9005,96.6261,10.8324,46.5418,144.1504,6.5817,29.3387,,,3.1473,73.1520,4.1970,3.5944,9.2766,1.3052,97.5230,3.3874,6.6948,65.7844
0.52390747,3.5016,,0.3415,,65.8600,0.5049,3.2981,0.9909,54.9025,1810.6199,642.8836,1.0220,,7.9252,6.5702,6.4100,1.9469,,17.5249,7.1398,12.3918,17.5714,77.0542,13.1375,82.5588,84.7466,27.4806,8.8006,,,2.5521,39.0961,7.3622,5.9973,19.7070,3.4185,29.6527,9.3355,5.8388,6.0061
0.52464227,4.8098,,0.8803,,11.0411,1.1351,3.2735,7.6148,73.4835,3466.0532,109.2902,0.2220,,26.3672,17.2569,9.0143,0.4994,,4.0113,6.2436,1.2334,18.8410,70.6844,12.8739,91.0831,56.9561,6.4214,5.6740,,,1.5640,12.7004,9.6611,5.0552,5.9542,1.0051,1.3339,0.1929,0.1525,53.7891
0.52537706,9.2104,,0.8660,,3.4502,3.1938,1.8759,39.1793,37.7915,2421.9248,148.2473,0.2429,,88.1260,6.8503,1.3497,1.2694,,1.2080,3.1643,9.7976,10.9873,92.3449,5.9200,123.3136,29.8391,34.3257,15.8342,,,0.5210,27.9880,2.7082,3.2880,0.8602,4.0974,11.1988,7.6383,7.5812,106.5156
0.52611185,8.7087,,0.4768,,21.7790,2.6576,4.8255,31.6590,2.3604,2151.3810,479.6689,1.3297,,60.9526,3.3301,0.0734,0.3035,,2.2418,1.3546,14.8464,2.5788,97.0403,19.0953,168.7332,204.8774,106.9561,12.4123,,,0.9698,74.5204,1.3933,5.5769,1.9133,6.2970,40.8238,11.8352,31.0545,49.7870
0.52684665,1.0590,,0.2637,,66.1110,5.6060,1.7790,20.4922,46.6036,2396.7772,911.5741,3.0806,,21.3639,0.1953,3.1083,5.3763,,6.0027,0.2224,14.5653,16.3880,111.6629,49.1592,105.0194,321.9937,139.8468,19.0457,,,0.0504,42.4210,3.6080,18.9927,2.0249,2.3548,26.7087,9.1795,31.4137,26.5722
0.52758144,2.2115,,0.1040,,26.4196,3.1789,19.0863,19.0528,45.8502,2799.7510,882.2989,2.4178,,9.4680,0.9157,8.5709,7.4617,,0.6979,5.6310,20.9621,63.2581,125.3675,47.9625,7.8245,99.1097,58.2586,17.5048,,,4.7161,16.5666,3.0167,22.9165,14.6384,6.1707,6.6581,6.2592,0.8571,76.0206
0.52831623,1.4382,,2.0227,,2.5276,0.2729,26.5256,1.4053,38.8063,4791.9931,150.2844,0.5346,,5.5724,1.8704,3.6654,1.2228,,0.0815,6.5319,2.8627,173.1485,98.4291,74.2149,26.2076,163.6245,4.8341,14.1708,,,6.8554,6.8169,8.0048,13.1849,4.8582,22.2890,60.2497,10.8165,9.8489,36.6814
0.52905102,1.0364,,1.7765,,73.2468,10.3799,20.6575,1.3874,55.8502,6747.2177,0.4989,1.9294,,4.1738,10.4382,8.7892,3.6225,,1.6285,0.5797,14.7412,206.7561,74.6769,173.6504,51.8828,263.4744,74.0554,21.5089,,,4.8696,0.3095,9.6400,3.0508,2.1828,9.2500,127.7532,10.8274,25.5481,51.0041
0.52978582,2.3742,,0.4674,,101.6699,22.1677,14.7945,7.6600,55.3062,3193.7534,16.0865,3.5912,,1.1517,12.0482,0.2384,0.1779,,5.9355,1.7547,6.3110,56.8558,57.7004,108.2037,47.3731,207.5961,79.6995,48.9081,,,0.5874,6.1804,5.3897,5.6265,0.0980,8.2539,139.0578,5.0721,6.2160,83.6046
0.48204834,,,1.0580,,25.4465,16.8087,13.1033,19.3851,85.3725,1114.0117,61.2296,2.4855,,15.5451,4.6798,7.0677,1.0380,,4.4816,8.5787,1.3881,0.7647,90.2928,40.7169,66.6385,58.8448,36.2112,41.0823,,,2.7620,2.7515,3.4611,18.5824,8.2047,10.4050,101.6362,5.5948,4.0495,88.5131
0.48271600,,,0.5637,,4.8717,7.4780,19.2702,23.8924,72.9974,3053.8808,54.4929,1.5520,,50.9631,27.5124,3.2123,0.6134,,2.0938,5.1442,5.2300,4.4813,135.9921,8.5316,6.9607,22.7259,110.5013,10.3198,,,0.6905,46.8877,0.6852,5.2535,3.8182,2.2616,20.5155,3.1225,30.2149,50.9460
0.48338366,,,0.1974,,15.5989,3.6211,12.5896,15.9073,82.9584,807.9791,216.0426,1.0243,,21.2174,14.7898,0.6628,0.0446,,1.5787,1.1015,10.9315,0.2894,110.2610,17.7826,10.8909,13.3793,46.4605,63.3898,,,1.8581,14.6515,0.0145,1.6932,3.5258,3.1471,13.3654,6.2162,56.8744,2.0514
0.48405131,,,0.9557,,18.2802,1.7501,3.4677,59.9959,39.1399,636.5488,284.9286,3.0947,,27.6623,3.8394,7.0780,4.7872,,0.7490,2.9287,8.8561,1.7692,83.9216,69.0541,38.5891,29.9093,54.1796,39.7942,,,3.4106,2.4760,,2.1394,7.1138,4.2238,20.7033,8.1014,56.9688,27.0984
0.48471897,,,0.0658,,14.9951,3.2248,3.9199,92.2557,81.1644,1313.6903,345.2021,1.0099,,17.4403,1.4895,7.3202,2.6928,,0.7759,10.5179,15.9810,12.5369,22.9583,111.4831,211.4969,93.0021,0.6998,28.0274,,,2.0285,24.8232,,0.4767,2.7198,0.1954,38.5904,2.8589,36.7657,65.4278
0.48538663,,,0.4211,,12.9430,1.7923,2.2601,17.4349,143.5530,1625.5379,201.9784,1.7276,,18.6805,16.5243,0.3769,1.7735,,2.1807,6.7052,28.7740,45.5452,38.8585,60.8429,80.3569,80.0235,76.5265,26.9473,,,2.0824,67.9976,,2.7109,9.6424,1.1959,21.8000,12.6154,18.3995,214.8018
0.48605428,,,0.4685,,10.2901,8.7054,17.0729,30.9974,85.7357,668.9284,38.3205,2.6145,,2.5310,11.3785,1.2915,0.0103,,2.9497,0.2846,17.3072,82.9774,77.0168,21.3411,106.8513,53.1526,117.6083,26.7325,,,2.8374,26.6849,,3.1578,9.0232,1.7580,15.3502,2.7043,1.1180,310.9748
0.48672194,,,0.5578,,6.4114,0.7175,19.2333,153.6099,22.1723,1252.3397,79.5125,8.4495,,7.9837,3.1772,1.8278,1.3657,,1.4269,6.6027,20.4716,43.5222,149.3372,51.3990,169.3095,48.5505,48.2146,7.3354,,,1.8497,5.3554,,2.3047,1.0682,7.1923,27.6946,1.5761,0.0043,238.9821
0.48738960,,,0.1398,,55.9613,5.7710,0.2879,31.4982,20.5687,474.1393,138.3943,0.3401,,0.8006,0.6084,2.0391,1.7962,,0.7741,6.8130,23.4809,6.0550,122.1436,32.7813,151.8324,401.7409,160.2806,5.1590,,,2.8970,24.6344,,6.0284,9.2554,11.0177,28.6204,1.9666,3.2847,49.2982
0.48805726,,,0.6596,,108.8050,12.1645,5.2553,22.2630,33.0666,928.2825,134.9460,9.7191,,2.8896,0.4101,6.3674,1.0582,,2.1384,3.7052,1.1937,54.8049,31.6590,32.2059,67.5620,259.4289,216.6436,3.0136,,,0.3776,61.7679,,14.3337,7.9117,7.1937,15.2563,2.9201,2.1988,0.1090
0.48872491,,,0.4552,,36.8233,8.3560,1.4710,12.3018,21.8755,1793.1360,17.5144,6.8869,,17.8217,3.1364,7.3738,3.7915,,6.8900,6.2579,4.7450,53.9886,32.0858,6.8866,52.1237,63.0356,213.7496,0.3800,,,0.0325,20.7822,,10.0353,7.1138,2.5463,4.2281,4.2418,1.1938,12.0062
0.48939257,,,0.0026,,49.2336,11.5981,9.6691,18.7635,15.5252,1713.1031,62.9981,0.7874,,15.4015,1.6108,2.7839,6.4698,,3.5970,8.8564,9.1869,12.8436,87.2542,95.0889,67.2299,51.2891,47.3191,1.2366,,,0.9872,2.0550,,0.7427,6.0159,3.6123,55.9639,8.8215,22.5848,54.9288
0.49006023,,,0.0377,,31.1062,17.1009,3.4464,51.0173,28.9318,734.0230,147.0288,0.1186,,9.4125,2.7400,0.1645,7.3884,,0.7207,0.7121,13.9158,17.4597,41.1555,87.1719,114.7507,4.5908,202.7693,3.3829,,,0.5526,2.1576,,4.5397,3.3585,4.4228,83.5089,3.0386,17.7115,16.9168
0.49072788,,,0.0151,,16.5570,9.0488,2.3448,28.9416,13.2170,478.8466,225.3841,0.0529,,46.2951,2.9275,0.5905,1.7438,,1.6936,1.3619,5.8667,10.1803,73.1618,1.5954,109.1863,17.9557,420.0534,1.9499,,,5.0387,46.1674,,13.1614,2.4607,4.0690,38.6458,0.6061,3.8725,32.0651
0.49139554,,,0.2229,,72.1069,0.2118,2.7132,6.2826,6.6052,1827.6732,765.3310,0.0269,,6.9123,0.8989,7.3428,0.4510,,1.1283,1.1058,3.6011,38.9015,144.4837,11.3682,127.2561,132.5488,245.6179,2.6181,,,3.8460,103.9087,,7.3878,1.6369,2.5441,1.6989,0.2439,26.0490,50.4876
0.49206320,,,0.6636,,25.9571,4.3311,2.7604,46.9588,9.4829,1115.4294,771.4012,0.7045,,3.9615,3.4529,1.4052,0.1853,,1.0979,0.3845,1.9309,58.0648,197.3096,15.3680,183.9832,639.8905,5.2927,3.7721,,,0.2618,46.1417,,1.0167,4.3324,7.3577,9.0992,0.0957,41.1649,10.2807
0.49273085,,,0.9311,,23.3074,8.4688,4.3207,58.3988,138.7127,400.2556,948.9641,5.3135,,3.9290,3.3333,6.2024,0.0610,,1.4536,0.6060,4.6147,46.9510,44.7175,2.3864,122.1415,250.1571,46.7936,10.8732,,,2.3113,1.2703,,3.6626,8.5732,4.3542,6.2525,2.2263,25.1526,125.6308
0.49339851,,,0.8323,,83.3598,2.7595,0.0287,66.4539,118.3886,615.8549,951.3990,3.4982,,8.0095,1.0962,11.4247,2.8890,,4.5898,2.0709,21.6609,79.0175,8.0212,6.8600,52.1103,34.8686,26.6730,5.5280,,,1.0915,17.4427,,5.7681,2.1728,5.9130,12.8894,3.2794,19.6480,205.3046
0.49406617,,,0.8914,,71.4963,14.7079,5.6976,65.1144,9.2716,846.9921,149.2821,0.0362,,52.7637,3.9338,2.1506,5.7381,,,2.2052,4.4227,123.3258,1.2990,26.5784,24.8201,60.1726,54.1046,25.4540,,,0.4435,60.1336,,2.2539,6.4780,5.4255,33.8137,9.8217,32.2994,166.2191
0.49473383,,,0.4085,,8.5835,4.6210,2.2662,21.8886,7.1245,2990.4216,24.7648,1.5004,,105.8878,17.0438,2.1333,1.0279,,,4.5087,4.5148,58.2983,40.7002,46.1602,14.7574,296.9165,23.8097,62.3479,,,0.5765,38.6797,,2.8691,6.1526,5.6591,33.0561,6.9785,33.3353,98.4139
0.49540148,,,0.6653,,12.5839,1.4877,1.5050,28.7206,43.0081,2690.6944,26.5502,1.0223,,61.8990,4.4380,4.4907,3.8296,,,7.9109,2.7829,7.1798,39.1945,28.3452,354.6682,152.1044,14.7196,40.5566,,,0.5085,0.0371,,0.9529,6.0619,5.9467,15.9779,1.0692,6.2594,93.9892
0.49606914,,,0.2686,,29.0142,4.2789,1.0215,38.7279,56.0896,1487.0451,112.6492,9.9088,,68.2515,3.0296,5.0916,11.3887,,,14.3109,6.6238,12.9489,2.2148,32.2557,587.7817,81.4516,120.4090,9.1955,,,1.4669,0.0558,,0.4711,10.7896,6.9067,10.2922,1.3271,7.7262,37.4556
0.49673680,,,0.6389,,16.0716,5.6595,1.2876,4.4784,73.9095,2256.6610,374.3738,4.4359,,43.8107,0.6373,0.1605,12.4728,,,38.8091,7.8400,28.6069,17.6706,4.6692,107.9041,53.8727,77.4530,21.6029,,,0.8316,28.4847,,7.8852,3.2945,8.0958,2.7416,3.5321,22.4549,17.3002
0.49740445,,,1.0842,,2.5857,3.0899,2.3176,17.9730,86.8413,3302.4933,659.2402,0.1037,,9.0752,0.5399,0.6089,5.0548,,,15.3331,15.5192,13.7030,103.6328,17.5563,11.2862,47.9799,59.8001,39.5128,,,0.4005,16.5433,,12.9441,0.5390,4.0782,28.1331,3.8057,11.8162,98.2868
0.49807211,,,0.8944,,15.9513,3.2057,5.5096,70.8615,2.9812,3845.7464,544.3093,2.5025,,0.0254,1.3340,2.8315,1.2539,,,0.4489,19.2823,46.8128,33.7314,27.4974,39.5101,9.1114,41.1700,35.6769,,,1.1332,1.9815,,5.7053,0.6414,1.6181,26.7756,20.6372,6.0635,195.1390
0.49873977,,,0.1380,,11.9887,19.2888,4.1474,29.7211,24.6445,3072.4105,169.9682,3.0459,,36.6706,2.0294,6.2984,1.4502,,,1.9317,13.3067,120.0013,0.0461,14.6391,26.6889,196.6011,98.5183,13.2458,,,0.1760,2.0498,,5.7288,0.8283,2.9782,51.1644,25.0112,7.5948,89.2262
0.49940742,,,0.1793,,4.9013,14.0298,8.5603,7.7795,37.4757,4188.0692,12.6293,7.9970,,23.9386,1.2594,0.4913,1.4434,,,0.5872,17.8482,55.8493,89.6416,6.1983,34.5638,354.3455,45.4702,47.2865,,,0.7521,25.5323,,4.6617,1.9065,8.1944,32.4318,8.9961,6.3791,107.3838
0.50007508,,,0.0257,,18.1679,5.1797,2.5970,35.7082,66.7273,4384.2409,66.1192,3.6428,,14.0457,3.5853,11.4249,1.6314,,,5.4053,36.0248,6.4961,243.9692,30.6109,56.9040,35.3758,111.7641,35.9432,,,0.3699,19.7702,,4.1790,5.8184,6.6633,0.4314,0.7383,4.8425,68.6703
0.50074274,,,0.8235,,48.6712,5.6947,2.9037,25.1833,72.1671,1680.1118,199.5238,5.0793,,27.0194,9.3962,7.9253,5.1920,,,5.2325,32.4601,0.5737,74.2841,1.8348,22.2390,10.4766,37.6577,19.6646,,,0.0532,46.8288,,0.3279,5.9695,0.2895,15.5957,2.5394,5.2074,25.9642
0.50141040,,,1.7674,,47.3126,7.5172,2.1314,20.2461,136.1805,667.1266,199.2713,7.5130,,0.1968,14.3565,0.0355,4.9343,,,3.5719,24.1703,27.3855,12.8126,75.3555,36.9335,35.8315,8.5829,8.7717,,,1.1864,20.4532,,3.2186,1.2881,8.8036,81.9006,3.5442,10.3234,52.8500
0.50207805,,,1.5605,,31.6319,5.3487,4.0982,40.4276,75.1225,348.9834,384.0522,3.0899,,10.0871,17.2483,7.3339,0.9986,,,5.2431,17.6434,20.0613,37.3780,108.4428,53.2036,37.8141,81.4625,20.3393,,,5.3663,17.5409,,2.2651,1.3037,3.4075,114.7737,0.2898,6.7899,49.4585
0.50274571,,,0.2502,,66.3005,4.2624,2.5190,61.3149,25.6454,758.2075,149.4503,1.7633,,71.7517,1.4733,5.7676,3.9526,,,5.5511,1.7999,25.5546,33.3286,21.1854,26.3332,242.0265,68.3372,41.0534,,,2.5973,21.8966,,6.4890,0.5100,5.3997,55.0911,4.7921,4.4043,5.3254
0.50341337,,,0.7402,,9.5349,0.6233,3.1624,60.1156,142.1340,780.0017,16.3125,1.9420,,60.5973,0.0995,2.4654,9.3287,,,0.3794,2.4772,119.6247,13.7125,27.7330,86.5278,244.1069,17.9392,9.6274,,,0.7161,28.1947,,4.6414,8.3113,4.7459,58.4967,18.0789,0.2541,15.7551
0.50408102,,,0.3420,,45.1721,3.9842,14.1113,18.2479,75.6216,323.1753,56.3348,2.2213,,43.9302,1.6571,10.2276,8.5069,,,1.3906,8.9587,198.2264,124.9761,38.7443,14.6391,144.5611,16.2829,6.2193,,,3.2709,24.7759,,1.5393,5.0144,2.8970,81.5189,10.1967,2.9450,47.2781
0.50474868,,,0.9064,,18.7836,5.2261,2.1924,0.2857,49.1966,627.0311,326.1885,2.0233,,83.5147,0.9020,0.7167,1.7002,,,2.6009,8.0980,107.4647,183.7511,27.6960,44.8218,36.4204,12.5437,4.2921,,,6.9113,14.4766,,5.7822,1.1664,5.6399,21.7958,21.6796,8.4517,37.4090
0.50541634,,,0.5278,,23.5791,7.7253,0.3834,5.9006,22.3210,545.0882,217.0934,2.2912,,36.6985,4.7717,10.7805,4.6483,,,5.0229,1.4143,72.5514,29.8443,27.0140,200.9305,3.4719,8.9888,18.7432,,,4.0234,13.3073,,3.0617,0.9892,1.5852,31.8929,13.4493,6.6968,0.1927
0.50608399,,,0.5259,,35.0086,6.0911,1.5500,28.4057,12.4642,338.2239,22.0994,4.1027,,14.9888,1.6115,9.6301,4.0789,,,1.3517,14.2930,79.2830,8.5647,5.0276,287.5162,75.8163,60.7986,42.7239,,,0.0102,3.2709,,0.9873,1.2781,0.3777,124.9634,1.5275,9.8308,27.4769
0.50675165,,,0.9887,,10.9038,0.5051,0.5096,35.6505,43.1515,1208.3998,18.2295,6.7843,,58.6040,7.6962,5.1619,6.5236,,,1.8694,7.5098,76.7417,19.6726,13.1198,13.2850,41.1351,128.8296,4.2256,,,2.3146,16.3940,,2.2187,6.7707,2.6137,74.6076,1.3302,9.9036,36.2496
0.50741931,,,0.8231,,6.8455,0.1100,4.2690,69.5187,37.7337,745.4273,411.9768,0.9727,,34.9846,1.2717,3.8856,7.1609,,,11.2900,3.1377,131.2508,19.5232,11.0090,73.9570,3.8748,47.7595,2.4460,,,1.7988,45.2162,,0.2956,7.5475,5.6267,6.0086,6.5410,18.4411,13.5893
0.50808697,,,1.3289,,17.1090,0.9121,3.8184,35.8297,1.2075,878.3629,1057.3690,1.1123,,3.6178,4.0511,0.6922,5.2112,,,7.0794,1.9869,162.1746,5.2615,6.9232,32.3032,16.3150,57.8294,21.3447,,,1.5985,33.9610,,0.0129,1.5859,1.4868,36.4690,6.1969,33.7638,22.6060
0.50875462,,,0.6058,,23.0906,2.7446,0.1947,67.1164,9.9365,3547.0238,745.1328,1.1341,,15.6278,8.9591,0.5790,0.8944,,,5.4888,4.8476,131.0324,6.9226,17.8036,205.7485,2.5535,70.8967,66.1180,,,0.6176,15.3049,,3.0229,12.9285,0.9825,28.8275,9.5175,31.1037,116.3878
0.50942228,,,0.0175,,47.6502,3.8560,2.4645,98.7792,49.5204,3038.1318,567.5309,2.7297,,12.3201,3.5074,1.8487,8.7041,,,8.6479,13.1028,135.8318,74.4358,39.3020,38.5865,69.5099,68.7669,26.0563,,,4.0964,3.2266,,5.7361,9.6338,3.2686,0.9464,5.8580,10.5806,227.2868
0.51008994,,,0.0518,,126.1049,2.7561,9.5793,37.2639,55.1004,1964.8659,769.8322,11.1060,,39.5249,1.2274,1.1005,5.2341,,,8.3686,12.2442,173.0337,88.1991,75.8077,3.7981,63.6720,69.4659,1.0925,,,1.1022,1.2206,,2.2050,1.1518,3.5962,3.7417,0.2010,1.7051,168.1898
0.51075759,,,0.4605,,107.0460,4.5824,4.8013,32.0465,48.5282,1940.2922,1074.5224,2.3485,,49.3397,4.4892,12.3124,0.4787,,,4.4371,1.4710,79.9867,7.9679,27.0555,95.5075,5.4228,158.2060,3.5031,,,2.9056,6.3560,,3.7172,0.3510,0.5144,7.7318,1.6982,16.2932,41.6294
0.51142525,,,1.0007,,49.1924,1.2749,0.2340,5.6810,30.5243,1448.9042,823.0613,4.9741,,45.3846,2.5298,4.0963,0.8590,,,0.0381,1.8477,18.9888,7.4116,0.3908,232.6083,5.7565,159.4686,0.5164,,,1.9740,22.4836,,1.6827,1.0964,1.6985,10.2603,2.4580,37.5332,1.5600
0.51209291,,,0.0361,,14.1652,4.1998,0.3281,44.1571,17.3781,1514.7243,75.5894,10.0905,,34.9031,0.0513,3.7594,0.7221,,,2.4623,1.9435,144.6343,39.8525,40.7281,88.1448,7.4886,207.9224,5.1369,,,2.7923,186.9334,,1.3508,2.0354,0.0138,2.1327,4.0440,15.3052,56.0168
0.51276056,,,0.2148,,69.2497,1.0365,0.3687,19.3140,8.3883,2649.3442,24.0626,2.3459,,75.5449,12.3053,11.6050,2.1370,,,0.0005,9.3627,95.3825,83.8329,13.3098,108.3205,14.9044,69.3413,22.3849,,,2.5331,146.7179,,4.1704,0.6600,4.4490,4.3299,2.9556,23.2322,165.2537
0.51342822,,,0.1082,,78.3105,0.6247,1.5664,24.2413,4.9832,3720.4328,123.2523,0.2265,,126.4979,16.9204,0.0222,2.9387,,,0.3956,25.5737,8.8185,5.7655,15.1458,62.5136,134.4851,6.0126,15.0506,,,1.6183,22.7780,,5.8858,4.3269,13.2348,37.5149,2.7064,19.0111,95.8241
0.51409588,,,0.1409,,33.2290,0.3061,9.8562,82.8249,0.7450,5378.6428,68.8203,2.3360,,41.6683,1.8653,9.3643,2.9575,,,1.8739,12.1382,0.9066,11.9007,25.3504,2.9138,172.3010,32.8784,5.4908,,,4.3059,32.7024,,4.4238,0.9778,1.3618,31.6741,1.7425,7.2344,28.6435
0.51476354,,,2.3814,,6.9419,5.6726,5.2560,193.4880,38.7477,5261.3659,3.1097,1.8378,,0.7547,2.2396,9.3142,3.9670,,,0.7597,0.0546,17.9838,24.8838,0.5556,22.1755,44.8957,33.6760,19.4743,,,3.5510,36.2696,,4.6011,5.4466,5.0458,4.4089,0.8003,2.6266,64.9779
0.51543119,,,2.7846,,2.7909,3.0071,0.9031,177.5878,137.1309,5313.2949,89.2416,4.9591,,17.5385,2.3986,16.1940,8.3224,,,4.6914,9.0386,52.7298,65.0182,8.6815,87.0987,62.5117,13.1671,22.1020,,,2.4535,17.7973,,5.7399,21.4798,1.0971,0.2410,3.5829,5.5316,2.3297
0.51609885,,,0.1449,,0.2485,0.5656,9.3239,27.0141,230.7668,4301.9966,160.2427,3.8869,,34.4388,10.1932,9.4486,8.3231,,,8.7626,20.9380,12.8452,37.8224,9.6480,36.2708,23.9978,5.6934,8.8744,,,1.6860,7.8128,,2.7016,,6.4917,8.1367,2.6038,18.9657,117.1388
0.51676651,,,0.0565,,148.7505,5.7048,7.8823,20.3597,138.2758,963.9079,105.9945,0.7630,,0.3518,0.1378,7.1264,2.3397,,,5.5538,4.9920,13.5495,76.1654,80.6189,16.1599,10.7768,2.8703,22.4855,,,8.3371,20.9017,,2.9605,,7.3396,5.2977,4.7822,18.8909,150.5832
0.51743416,,,0.2027,,164.9753,8.5762,3.8366,6.8648,89.8282,1160.4988,343.5969,0.1293,,119.8469,5.1063,16.4463,3.0908,,,2.8230,1.5831,43.4298,158.6301,63.5267,47.4214,7.8829,57.3914,33.9918,,,13.8117,15.1046,,8.6339,,0.3348,12.5825,2.7991,17.0488,24.5919
0.51810182,,,0.1349,,26.1508,2.0700,2.5099,65.7097,61.7512,1781.9590,153.0110,1.2578,,79.8264,5.4874,7.7184,5.4612,,,2.5874,0.7220,59.0673,86.2394,26.9202,23.2301,153.6056,76.5174,22.5888,,,8.4915,1.6230,,8.5115,,2.2357,101.7824,3.0974,4.9097,8.8248
0.51876948,,,1.1134,,14.0810,7.6495,0.7945,84.0374,14.9503,398.3603,4.0282,0.9605,,6.3865,0.9458,0.4426,,,,0.9265,2.3758,58.4372,17.7460,1.5675,172.7010,215.3125,38.7371,31.4308,,,3.9817,1.9024,,5.2407,,9.7475,86.3949,1.4486,6.8047,46.7115
0.51943713,,,0.4796,,7.0674,7.2869,2.5839,33.2631,1.5085,1364.2631,7.0838,1.4590,,16.3442,3.8435,2.4733,,,,1.3188,12.8709,2.8190,31.7418,17.8597,186.3665,30.1801,97.1581,49.3818,,,1.2556,19.6374,,0.7664,,18.6373,34.3593,4.6204,9.2501,70.2045
0.52010479,,,0.7575,,8.8675,3.5702,1.3218,28.5365,17.2142,2643.8438,241.6110,1.7763,,7.6445,2.2187,5.9108,,,,9.0600,12.8776,23.5543,15.0588,10.7103,115.9553,16.2516,22.9533,22.6463,,,3.1925,12.7025,,1.4268,,15.3520,63.1380,6.3211,1.3408,38.9926
0.52077245,,,0.1191,,118.7674,2.9243,8.0739,52.6755,22.0152,1132.5170,518.5426,1.3559,,17.5248,3.3963,1.7418,,,,17.8364,3.6531,22.8592,100.2320,16.5784,263.1272,48.8611,114.0808,5.5269,,,4.3238,20.9540,,4.8146,,4.4455,109.4299,3.7127,22.8817,17.6774
0.52144011,,,1.0636,,96.9967,1.9221,5.9081,39.2119,6.3993,648.2063,172.6167,0.8446,,2.2642,0.0794,0.7797,,,,0.9115,13.6692,31.8229,155.6253,39.1587,267.5527,91.5569,211.9203,4.5211,,,3.0517,10.6511,,5.3948,,2.2504,44.7176,4.0840,14.3682,6.3830
0.52210776,,,0.8053,,60.2754,3.7895,0.3410,25.6764,25.2592,777.4696,44.4174,1.7940,,29.2416,0.9046,0.6605,,,,11.6838,32.9931,85.0819,109.6293,8.9165,66.7669,55.2868,173.8717,33.1973,,,2.8963,0.4746,,1.3170,,5.3440,18.8262,7.1158,9.9562,6.0575
