frequency,20251210_155950.JPG_T1,20251210_155950.JPG_T2,20251210_155950.JPG_T3,20251210_155950.JPG_T4,20251210_155519.JPG_T5,20251210_155519.JPG_T6,20251210_155519.JPG_T7,20251210_155519.JPG_T8,20251210_155519.JPG_T9,20251210_155519.JPG_T10,20251210_155519.JPG_T11,20251210_155519.JPG_T12,20251210_155519.JPG_T13,20251210_155519.JPG_T14,20251210_155530.JPG_T15,20251210_155530.JPG_T16,20251210_155530.JPG_T17,20251210_155530.JPG_T18,20251210_155530.JPG_T19,20251210_155530.JPG_T20,20251210_155530.JPG_T21,20251210_155530.JPG_T22,20251210_155530.JPG_T23,20251210_155530.JPG_T24,20251210_155530.JPG_T25,20251210_155530.JPG_T26,20251210_155530.JPG_T27,20251210_155614.JPG_T28,20251210_155614.JPG_T29,20251210_155614.JPG_T30,20251210_155614.JPG_T31,20251210_155614.JPG_T32,20251210_155614.JPG_T33,20251210_155713.JPG_T34,20251210_155713.JPG_T35,20251210_155748.JPG_T36,20251210_155748.JPG_T37,20251210_155748.JPG_T38,20251210_155819.JPG_T39,20251210_155819.JPG_T40
0.00073479,3750130.6436,6534552.3123,2674143.7491,740169.4554,48130892.1691,43048269.3952,1796477.2654,14968242.1018,1938440.4925,398005397.6127,6866142.9533,32778568.7494,4753197.5861,20978771.3255,16015668.6979,7043440.1003,4678878.1186,9006032.2762,5341394.9392,5956565.1273,8213254.3511,8276486.3529,107061713.7681,2038513.7858,491247263.3062,57541872.6027,9287082.2705,118668285.8013,3372782.3574,2040654.3196,34425533.9873,112875011.9493,23028522.5527,3890166.1623,21789702.3662,7617151.0175,96395758.6269,10083784.6054,77362549.3468,11525784.9628
0.00146959,2270329.5866,5425749.2359,3214188.8565,3872521.4546,11415151.0227,36480291.0297,7244739.0178,10497699.0409,24845271.7855,101420902.6189,19308777.5769,3611254.5221,510040.9631,62013893.3272,29719084.3575,2755638.8307,3056240.5035,4342074.5103,1091025.3834,28121990.7492,8376904.0276,1032670.6861,93988206.4382,4084931.0540,187907403.8336,32340215.1162,24865306.6537,65146115.1558,2569442.5144,6135932.2833,13150885.6794,14747475.9438,8466059.1891,7694873.1689,6787200.1351,15341298.3363,25630595.6617,12430600.4031,22904001.8946,3246765.2383
0.00220438,3792373.4973,200785.0907,24656908.1365,2174352.0556,16571338.5851,12511611.1262,6831998.4453,4713694.4158,14573663.2522,92004432.1618,9233636.0641,605392.7478,735641.5354,5342803.1035,15970385.2216,22599041.4198,3716185.1948,1233923.4889,10190532.2265,33762303.1994,5910205.6076,14082170.8303,83863113.0683,2039880.6588,25287421.7482,7648127.6255,32097445.0645,25051949.2340,7153031.2978,7315456.2323,10060103.8267,7436535.2142,2947595.4454,25173306.5181,5900246.1082,4261484.5112,3210073.1490,40972966.7744,15359886.3141,21620509.5080
0.00293917,4813336.0453,167353.3606,14394261.5559,1098363.6032,3929217.0426,8372623.6263,6525024.7457,415801.3349,29555607.0060,21452927.2094,10993774.5949,1615291.8804,424833.0578,22712825.8600,9835992.0324,3546684.4095,11528908.5177,3265450.2382,6311091.1725,14622522.0840,5022045.3992,47420066.1597,23819104.8127,8177788.8079,56623665.3790,590574.3283,56412083.0404,2050747.9257,4645933.8435,3378946.6501,11379519.3819,26667936.3128,3884390.6641,18739454.7804,511793.4791,303056.8286,3995351.5917,6825844.3265,1208097.1119,15056227.0652
0.00367397,1459312.4670,657302.4998,412013.2635,3743445.3465,3940863.7624,4179445.3616,12465323.7130,534001.2126,10779094.3736,1785783.1104,5267177.6314,10301687.3521,4260352.6183,23949343.0337,1098199.9510,5493187.3773,4109056.5758,1420626.2391,2228762.0784,4007303.7626,3861438.5190,20526238.9100,1009027.0714,30472348.8118,22412353.4138,4622192.3549,28960102.9848,2552305.8028,1012866.9186,894765.5127,6475588.9643,28805179.8383,4155858.8755,2103046.9523,1301832.5232,57167.2136,3208445.7882,8918350.6469,1206208.5726,11511603.6443
0.00440876,3401815.2372,1530518.6534,11526101.5265,5253872.3973,6402466.2951,6219242.4080,1664572.6785,504871.2763,577901.2852,28780894.4374,19548670.3204,7614191.4233,604777.1578,6594336.0951,2228790.2748,3106459.2883,2440817.3465,240064.2939,5664434.4946,3613280.3106,5582297.2940,1989865.9204,10361645.4246,68148618.2384,11075309.5626,9237405.8674,22591484.0868,6742387.4689,128080.2580,760338.9724,3718410.9138,22311999.8315,6985044.4335,4262270.2343,2080977.2916,472946.1181,2382064.2984,13168336.0445,2802203.2559,13791597.0493
0.00514355,4176888.8099,496964.8073,9998369.0165,447969.7816,50605.6508,14096042.2192,584942.7089,1084682.9253,668210.1227,32708477.5896,9319800.3246,2591214.7504,758760.2935,6607831.6842,3988818.0021,995026.0664,3421187.3273,3206.0813,2497081.6166,11027415.7878,7689402.1918,5153895.9044,1914216.4506,31663949.4257,27327252.1967,1625230.1573,17455519.1277,1959554.5019,349187.5621,4399944.0370,1236973.2553,12218431.9543,4983567.6061,8537806.4627,422843.8515,69650.6818,6357634.6519,499603.3421,10278481.3206,9508079.5248
0.00587834,7865719.2074,322383.6549,2567396.9850,145265.7791,1390994.3164,8814480.8898,653280.9524,1437931.2992,9223556.3093,18117442.6785,1539743.3881,1142686.1713,228691.8801,3293736.4465,1302740.8842,2921427.2347,8408557.0381,81674.9403,1450251.6554,13661361.0745,6032148.9761,19231080.9220,1356175.0592,2601061.9624,39654432.2219,7713949.6000,12970474.5573,19766941.2992,1204355.4216,83821.9993,3147930.4107,56857145.2939,1950567.0326,10769227.2825,190139.8570,1252778.9719,11124798.1891,1138719.5700,4651469.9449,4869735.8018
0.00661314,583060.0113,790039.7873,1397020.9289,357754.2505,468455.0211,13327132.9151,343885.5521,4091143.0371,14062830.6485,16560569.9310,7093055.6995,2458648.6125,78730.2630,22437150.0316,245761.7746,2422437.7956,6506778.9236,211639.5287,1925945.3499,4034640.1147,2482951.8837,6275774.5828,1004158.8914,4148738.1786,30582345.8659,5532045.4869,3684278.5806,17332291.3285,711043.0060,2138234.9764,3183220.7784,43299477.0628,1635519.7431,6385323.6967,1497464.5035,1207744.1162,8403331.3367,161840.3092,2654416.1053,2154717.9870
0.00734793,810939.4324,471216.9878,2912674.8582,102450.6919,1033520.5343,4885381.3930,91185.8391,6742468.6137,265288.0218,19428352.2870,13048806.0510,846717.6974,85979.7733,1801561.5928,2054733.6247,504783.2388,369995.8018,122470.2165,560641.9070,2449745.8180,138267.1470,5685009.0062,24971084.8331,13339411.5317,16025196.5770,14723363.4391,2791052.9102,18131417.2016,143921.1328,623422.5642,470423.8358,35232642.3886,370255.7054,2526725.9976,5186730.9309,1081331.0233,809874.5440,6379503.4894,1183681.0986,446048.8950
0.00808272,1768005.7804,862401.0800,2386756.0433,1655099.9086,1943117.6512,303536.2719,976082.4954,4468296.5679,985561.8064,12863724.1860,1899420.1642,728627.0711,169481.8967,11050073.5313,566831.2605,1207401.9341,1336352.6572,389171.9834,588060.0549,1007726.7190,1222391.3339,5123541.1217,30978620.7836,31521043.3427,2860804.7088,4221747.5264,6161158.5924,7521200.3079,37989.2927,131999.6685,334943.5280,17226858.8991,653412.7629,6230415.6257,642192.6173,2518405.0350,3571652.2932,3697408.5304,939423.9297,6922006.1923
0.00881752,87119.7963,1457671.2962,277895.9585,1501742.4627,3237085.1199,720916.2767,1532315.2782,4454725.9597,2359627.1325,14614906.3731,15278847.4474,2623705.3135,185269.6842,1051013.0885,1469233.7858,1331701.1985,3150765.1189,206914.6686,3389206.8559,2231551.9088,281349.9972,102854.3337,22597043.5966,22877339.9013,4303057.5748,3873614.5277,61117.0456,2914338.9119,148360.3731,192563.6850,915861.6890,12836613.8192,1508690.0987,4828413.9521,1183685.6114,2950949.8783,4720749.7534,621986.7738,789714.7003,9056421.7387
0.00955231,166883.6392,742768.5868,440407.9782,915852.6804,5685770.9158,1203916.4709,421361.9257,1719726.5266,3158060.8275,12325357.8615,9853156.0378,2878586.3226,114863.5664,3518717.8901,4161181.0193,5352486.4665,1309177.2480,257495.8388,2550969.6249,5155911.6296,2986370.1435,1483947.2463,9905536.5763,2722209.3677,3835319.7289,170051.7808,6415961.5215,5035681.2589,163283.2470,1619.7463,1602565.7170,21851147.3914,1253356.2639,795679.6318,1137765.3777,1857319.8737,664686.2277,1942041.6076,520457.6162,2694816.3011
0.01028710,54426.8834,325412.4698,710852.9357,554513.7648,4425946.7394,2311766.2172,388365.9141,180366.6771,6377495.8301,5158057.4332,7004538.0270,1761742.4825,836356.2357,3331949.5560,1276048.4259,2400718.3434,358252.9162,465625.0843,869783.1211,6661925.7501,2124236.1969,2484858.5749,926632.9388,4135472.4039,13487560.7033,10084452.0182,5689747.5975,2207015.0752,38519.9016,250949.7925,936762.2205,15803832.7473,4305273.1810,525490.7136,161451.9404,193220.0562,31196.7651,2615864.1426,265584.7763,808689.3793
0.01102190,248969.8699,229835.8911,458078.0162,405780.3765,7775195.1565,2606623.2285,322968.5544,1989745.9299,600892.8240,101486.3721,2375288.2207,1372244.5629,1021739.3228,1181091.4212,1322464.0384,1453577.5273,517853.5361,929293.1805,205054.1258,4146876.3507,672432.0545,197335.3306,9531396.1741,575582.6841,19222158.1997,13146160.1146,4332060.1658,72216.1601,52484.2588,142745.4963,3027735.9266,13370353.5883,3149137.3532,170240.9312,158341.9133,65591.7507,106905.9542,1414981.4378,178911.2655,1863885.7447
0.01175669,371891.8982,205610.5316,2465617.6046,158532.4675,4442577.2419,234286.9916,235196.5336,734381.0549,1308176.0814,1625759.1757,3419096.2249,487406.0227,337335.8880,3596352.1389,1898301.1574,1714959.9756,294073.7548,806016.9694,95575.4322,568166.1179,632398.4793,2732721.9422,26676188.4756,9387775.3715,17719121.2688,6598383.9998,6154249.5163,82367.1879,44243.5093,18554.6959,3517321.1454,10958005.8727,901629.6407,511339.7139,392123.6468,590837.5066,1813979.4804,545125.9179,326592.2550,4609189.8313
0.01249148,478545.3283,121206.6062,1228544.7255,193291.5857,5889302.3539,293299.8187,422814.8684,514187.7854,1724733.5357,12740723.0536,3058484.8853,461230.8330,87091.6587,2615701.8091,260820.4704,204004.8525,107409.8078,143963.5281,229786.0137,1179045.8851,1106770.9249,3623645.6219,25786944.2989,4178092.6039,19050099.5633,10825581.5981,10455444.2956,641848.0749,20661.4160,75962.8284,147667.7894,3854156.3016,1113560.3577,1029634.2912,1150260.8811,421983.6176,1755388.1209,797113.4348,476056.0575,3109565.8774
0.01322628,834566.1776,184736.8766,40793.3441,406969.4759,7532736.5957,2025135.7409,971659.5743,286041.2942,1250385.7632,1334831.9634,1431855.9930,421581.7505,235050.7212,985383.0983,208217.7823,1443707.0035,360874.4752,383507.5954,808457.1014,1420652.2661,178096.1829,4518991.0255,10003592.8498,694157.0775,10761844.5529,10513618.6979,12208955.7377,1832952.0066,104.6546,70134.9839,2475674.5788,2726597.8956,926898.3207,1417929.1525,2502518.7960,232845.8570,78358.2496,300552.8191,689484.1072,2125684.8011
0.01396107,806015.4589,240929.3622,359884.7120,218602.0052,5207251.6486,1042416.3680,779809.6214,454773.2636,1459550.5164,6179692.4917,2765584.7696,165593.6327,982300.2915,1228685.0083,428246.0243,850321.5475,610988.5906,343189.8016,859132.6918,1364159.5801,671734.7453,1331668.1372,6745906.4091,1789011.2506,937989.9438,6225714.5340,17200111.6464,1907176.8829,4406.3131,28340.4601,1149527.2137,2228064.6989,49453.7497,748416.5570,805669.8148,243381.3210,99490.7345,222614.0054,250830.7807,2539991.9192
0.01469586,152997.5450,65593.8040,361816.6395,7524.2545,588432.2936,380801.2947,541148.8614,1305458.9980,1439198.3132,1532450.4786,3433922.9126,159121.0185,1019918.2602,30817.4732,1008269.9982,97530.7447,560861.9754,47257.7592,321938.5073,994500.2869,194236.6653,1466751.6411,13238212.6734,1026523.4229,8145804.8078,49139.0302,4891867.9630,1415025.9152,1533.6107,340649.3216,144642.4048,2950319.4346,54486.2479,616609.3132,400264.9394,462645.2573,573357.8632,1515844.8489,144685.2263,708588.6974
0.01543065,112738.8119,124408.3602,89704.1195,47467.1784,234470.9697,1740636.2291,50139.8428,1313236.9562,275681.5439,3163012.5905,1112268.4186,635584.4224,174157.9634,3492823.4801,2602024.0587,144462.5219,291829.5711,954.9373,169557.5150,613142.8998,1117223.5246,6196384.8874,1056860.0968,5365647.0895,9543322.4611,5085217.9884,1344051.1001,724728.7359,8654.1525,150207.9442,448684.9168,1857202.2684,52040.0266,123333.8081,293042.1137,702788.0542,374581.8311,924881.2087,277441.6298,361557.8812
0.01616545,251320.6842,73362.0455,453837.4652,53873.1027,593058.1848,3109828.9810,189516.0702,866554.7409,719286.0050,64633965.5778,2963083.6114,474637.3633,279835.6639,1278105.9529,2898073.7605,352548.5783,277775.3469,13709.7872,3104.1251,790673.1827,1039287.2244,1816438.3028,79885.8795,4356394.3686,5326283.8893,16759700.5961,1699587.4621,4157189.2951,20895.1612,12884.8797,233433.8457,5554400.1038,71752.4704,484007.2943,412151.8252,515865.0023,923486.1572,76091.9062,94016.6326,249712.9795
0.01690024,155948.0981,39915.5482,884430.6100,154373.2621,368958.6127,4243118.2982,233629.4350,1127232.0060,2421203.1420,70927622.9123,2486712.9864,390398.2611,59225.0880,2712899.3261,1727437.8729,27862.2884,573237.4308,57385.7553,1194.4388,569792.3778,533804.5964,32537.6966,4749828.5964,1783821.2296,1563363.2806,1413213.8462,659371.2338,1929227.9271,8453.0596,77810.6722,51495.7993,8619878.9908,35398.8258,425951.1280,429952.8538,399093.7149,425355.3689,47202.6111,143454.2423,331212.9059
0.01763503,61643.4253,24980.1279,367826.5219,222189.5640,1346639.3774,1494131.5045,424500.4869,1056463.8103,605209.5493,13637432.8267,286617.1093,107188.6343,11535.6264,2318295.7271,651185.7487,96153.5139,586783.5552,114170.5777,68921.7248,26615.0895,721139.2199,466038.2893,4864560.2195,4890471.7993,448725.9435,6364262.2753,6443017.7213,1927329.9172,7962.8668,8593.4935,186397.9630,5541448.4199,180360.8096,25173.4819,150497.2393,646713.6915,1751932.8147,218435.2317,24198.5061,256072.7305
0.01836983,4639.5028,16505.1713,294546.8231,23916.3089,959639.3401,55375.4148,527843.8430,1316055.3567,1618506.2349,64261.6113,1074292.0124,5970.6856,7116.1725,642903.2525,547883.6393,3383.5919,270518.4832,67279.4124,71899.6203,180482.0993,744654.1099,28232.6831,173222.6860,3635696.1668,3519095.1088,15704013.1581,10238193.6783,1822704.0470,13747.6214,64939.6521,51852.7059,5442918.7885,452926.5532,114685.7893,151074.5824,807975.0905,4311368.3394,320295.8767,153937.9243,43020.7919
0.01910462,184576.5436,17753.9919,705982.7518,69735.4066,1844766.6321,1099976.3358,344343.6567,495557.1233,1668746.4113,7854236.5331,3783122.1143,80328.5828,4826.8766,1044785.1000,477422.1725,336106.0286,105264.4761,5810.1760,172777.8977,498177.5382,326296.1242,3853073.9497,2907844.8889,358981.2305,9715151.6473,12395073.0994,2319675.1291,1350297.0121,8107.5787,7534.0116,690785.5515,6232952.0102,167514.5698,168143.2992,535623.8258,507256.8270,1709404.4566,131470.9002,245178.6663,124556.4552
0.01983941,79191.3071,52186.8630,339676.3266,22090.5151,1449821.5090,427920.0666,416954.6779,101418.1102,97439.3237,22943701.3973,572459.9148,142787.4829,35424.8902,2397428.2564,161307.6883,654742.9144,138930.0696,47629.2225,414213.6114,659176.6828,49069.9715,6858883.2256,2780988.8690,1457429.4315,4705151.4187,3473140.9816,158053.3959,1491215.0181,4571.4748,8888.9504,867904.7705,1424010.8500,58981.3084,49246.1411,396029.1672,197680.5376,1229427.2029,260722.4736,48491.4100,24817.5629
0.02057421,107957.2207,55364.3685,283355.7958,52164.2545,1492454.2089,1149475.4889,329626.7298,173000.0915,684684.7930,57366373.6440,2501737.3441,20380.8837,63842.0969,1464949.4587,411543.0807,65203.4840,122169.7719,19051.8135,469050.6436,294022.2760,163462.2238,2619923.0214,3854519.0334,537648.5855,5756810.2898,509250.1540,254575.8957,76898.4628,5684.4350,12654.3783,495793.7720,178191.8085,137663.6163,56472.1458,134150.0107,50807.6468,2316419.0524,137754.1004,352147.5013,198713.2709
0.02130900,81381.7264,72780.7869,240729.0207,200089.3674,25110.1304,1804081.4167,8120.7676,139457.1875,2353558.4442,23959656.0797,7136562.2566,80981.9096,59021.6517,2049044.1375,188067.3314,327298.8871,147778.8466,10475.8618,207001.1525,639119.2083,579668.5580,166990.6080,3801561.4567,358595.8630,7135762.4493,4017292.5702,2852617.9760,332827.1765,3106.6918,37149.9705,99540.3199,694736.1663,71942.2699,17377.7130,163759.8731,59796.8315,616006.9039,473657.1544,222151.9432,561176.0317
0.02204379,165475.0250,64281.9336,111781.0550,105016.1252,466841.8223,743782.8746,324533.5420,33770.9102,1430361.1804,2871263.9695,6504499.5405,53845.9030,25619.9677,2150202.4469,56802.7584,458652.3855,27868.4846,227.1659,337083.4998,175769.1895,212373.9064,441921.5776,3301708.7245,1891736.8432,1078633.4686,1996428.0939,1297009.3381,858781.4395,1119.7224,81397.7130,900.3751,1090486.3554,15018.9777,33632.8724,518062.7928,52796.2599,36633.1467,754821.6023,118156.4294,310869.7575
0.02277859,227945.0276,44444.8449,236727.2306,66629.4104,282489.1877,467422.1070,374815.7341,187666.2678,387761.4949,14232757.5253,4324251.0161,48478.4632,10321.8725,960696.5826,37753.5972,352285.9989,207876.9273,20512.7223,455634.6995,95793.5272,104000.7472,617017.9141,413546.8767,2144694.9247,968789.9451,533093.0172,698923.5369,2591036.1475,84.8669,55551.0495,99755.8011,2896171.8812,40625.8602,153684.8994,76892.9072,323029.2766,278657.0159,1011334.9890,174305.3339,272149.7215
0.02351338,11754.9313,36749.9395,111891.5235,128454.5750,670073.6124,121082.9044,198083.7854,187265.4494,264246.9970,13100781.6870,2423239.7221,147196.0164,10256.4704,89567.0391,442358.9697,97523.2153,18832.2786,43555.0682,434859.1050,96375.4546,404056.6091,642865.3302,1877181.0170,394097.6980,467448.5116,726640.0253,1429432.8056,2183410.5031,906.5039,29836.1912,228028.5640,3709769.0763,24076.4114,124484.7045,390912.2945,375786.7380,667215.3135,796903.2941,346210.7663,190117.3396
0.02424817,96117.3688,90718.3175,67010.2939,74776.5037,161603.1810,296740.3406,313554.8073,394073.3820,741443.4100,5255681.7316,328290.5519,41748.0386,38921.1217,352498.7204,588748.9669,14419.4115,61284.9297,12168.9102,455688.6389,226864.9192,225126.1754,368465.8652,1656329.8520,1156918.5276,791396.2956,1566488.4107,1429492.1614,384439.9206,335.4411,750.8201,48664.6515,3226386.0860,2646.8665,39059.0050,462639.6176,215222.9900,1415319.3132,203641.4104,83839.1441,133565.9480
0.02498297,61301.2514,115567.2141,19931.7201,18276.4998,553430.8441,227145.2893,167333.6840,1198555.0563,267033.3656,319872.9259,535896.6137,100501.2125,88530.7819,168720.0862,369863.6136,193555.3516,51463.1190,8976.2780,352037.4626,168244.0386,70272.6327,95526.6498,563736.6863,822525.7694,382538.7596,530854.9766,3140041.9123,121606.1614,1225.2534,32870.6808,101863.7963,3333460.9859,32441.1994,17333.1912,66460.5901,455280.1744,1301902.5465,161130.7398,40358.9034,1297645.4019
0.02571776,346062.7728,41155.4440,123344.7330,33038.9345,682254.4375,219214.8019,223841.2730,699838.1888,141429.6115,757457.1867,36262.7368,61603.4847,142249.5227,273067.9973,459528.2091,187303.3336,94514.4275,15122.0335,143230.9625,445090.3070,4066.5815,217067.6950,204205.1524,808695.1507,43217.9372,1218452.2110,2590215.6578,91888.8710,534.5256,48351.4346,35475.2381,2141065.8644,41218.1958,160159.6887,104927.3582,613043.9909,641169.9288,96800.3979,6716.6027,899248.3253
0.02645255,147844.6097,9808.8447,191538.9175,127909.5525,762585.1509,49158.0214,7305.3498,20867.6876,1103156.6231,317048.5964,1031080.7379,16822.5062,115087.6298,32759.8921,838242.4754,131432.0218,152476.3986,2815.1591,240479.7907,115703.1253,53065.4244,552784.0070,475627.7455,853858.9275,2464363.6711,3870728.9026,1323173.9478,348057.2596,980.8504,21822.3501,6134.3538,1534763.2441,813.3593,496320.7292,142380.7096,332498.6503,367016.1255,83403.2315,314.7888,264803.3633
0.02718734,85313.2523,40167.1089,66818.2829,127951.3639,871925.1860,43429.6434,148597.5936,100926.1151,1196814.8287,2192368.1109,2046313.9642,98445.8496,135420.2312,2035650.6549,568471.8197,228705.8776,136267.9114,2912.3797,461674.2542,27608.9626,177538.7256,921335.4566,1539687.7924,551888.4681,4037370.0550,2376632.9216,1263478.7952,209486.2472,1114.7894,17656.6698,81681.2411,1765792.7100,110765.3184,389798.7063,82719.1198,175042.4251,116904.3980,235695.8100,73353.6326,159944.4083
0.02792214,16753.6626,55731.5537,133731.6699,99484.4295,366906.8782,88699.3970,365145.4257,497722.6342,123265.9649,11535802.6573,2165557.8964,97525.4486,189652.2018,1735781.7475,134097.2613,170514.8053,24011.8417,12411.2006,337055.0147,20905.0752,117098.2270,345593.8708,2408483.3584,1171177.2501,693652.6597,1945875.5108,2190406.6708,38174.4511,991.4162,7354.4691,66812.1176,1229954.6285,86965.1040,171508.1216,185355.5511,131181.4713,74156.8723,86449.1910,94385.4862,100068.3328
0.02865693,96550.6469,16076.9009,266445.1219,60693.6727,550686.0893,40682.8073,196484.2201,411956.1151,107525.8670,1902731.0803,1033349.5732,19256.1907,203063.3695,66842.3851,20601.5375,543027.9008,43731.7707,5872.2048,190677.9730,132105.4644,47749.0782,908557.9652,1618290.9627,1102026.2849,335358.5477,2069198.7983,1989402.9330,6978.2138,1932.6514,23932.9370,96224.5727,1196864.1304,1306.5489,1797.6468,25341.2963,47834.5080,48254.8552,31929.7927,60990.9054,347394.7910
0.02939172,66171.8725,3508.1006,167199.5950,40057.5698,1725302.1131,379296.0361,210436.7205,361785.7775,396201.8148,4995875.6210,156024.6395,19259.2149,120088.1689,69745.8689,40179.6227,663815.6731,79502.2278,819.3610,80681.3177,22019.7136,185267.3722,3796833.9774,549652.3371,340986.8713,3247308.2041,630718.9427,396242.3618,174634.2221,2479.5052,4270.7504,300900.5773,896522.8000,6034.2436,93448.9173,79386.7383,15494.9933,191006.9534,329584.3956,33766.8092,583500.7638
0.03012652,75012.9346,7545.8261,116841.4612,68465.0286,592637.2752,135146.0207,77313.9905,421834.4805,624218.8159,17527681.2629,1658606.3644,19124.7636,56001.6905,123804.7991,10516.6057,380589.0382,179941.5314,6055.7805,93722.6523,352008.3531,252651.0793,1756210.7117,86936.8954,789926.4335,3610750.1294,1230788.2539,314139.0640,990517.1115,1474.0112,3360.6010,23664.4418,245135.4005,29134.5563,187184.6458,52255.8470,24957.7424,401688.2672,192325.5014,12008.9576,435294.7438
0.03086131,160920.9781,13280.1885,112985.1982,49493.8203,159178.9005,12452.7966,30667.5574,346600.4892,46316.9558,10391398.8194,174645.3518,26739.0036,25471.2779,88080.7390,18155.5051,151051.8158,201558.4844,14721.4188,77678.4282,130397.3442,38911.6927,87574.7698,18177.9062,539998.1880,3090683.8324,539423.7841,461969.7094,1818534.9791,465.8472,12608.8231,393004.5896,128508.4971,31143.8660,340702.9177,6190.9079,16685.4238,103942.7782,292250.7869,66247.7965,676311.0201
0.03159610,63149.2010,9292.2417,113074.8041,11984.6992,1108450.0738,48007.4846,29399.4614,121301.3662,691477.5181,948595.4595,1390299.8310,3572.4268,12254.2375,719078.7483,76022.4265,42265.4718,131655.9036,6638.1826,19515.9596,5725.6478,1336.6702,144852.9217,278989.1414,681431.4122,620321.1800,167828.7227,262287.2536,1573394.2144,173.0603,8234.9508,393269.9441,583742.3440,64253.0512,223516.4775,53720.7206,9183.9507,52495.0691,317082.7030,59204.6683,1629735.3618
0.03233090,2873.9430,20572.1942,137522.3509,8387.1151,1808534.0234,139937.2755,35575.5963,7896.3296,210477.8388,2926198.2323,144690.3204,16397.3498,109.8333,480497.3949,144931.8240,69626.4527,76230.0514,1444.7385,21277.9663,12505.0970,30945.3476,199890.8676,197824.6161,379981.0882,2616.6067,33165.9315,183235.9192,642265.8217,213.2924,258.3161,5607.6893,694902.3936,45954.3688,50156.7769,97273.8124,92329.1746,234034.7970,81523.7512,85056.3431,1344626.2226
0.03306569,103019.7585,18030.8698,238090.5137,31768.6737,1612503.0656,147054.2710,48261.4415,14524.1725,166387.1830,2718616.5406,909373.9188,19562.7971,11282.4846,84524.9870,433137.9661,103140.1702,5721.3978,1557.5057,9809.7465,29563.5887,50834.1357,250684.4705,1168542.8110,309073.2221,281219.6857,1277314.9260,251115.5532,170752.8388,678.3906,942.1479,4337.9827,493835.7191,6971.5959,52216.3352,3328.3884,61655.7677,515890.6390,1712.7522,12549.3245,923774.9752
0.03380048,14265.2503,5269.7066,291265.1507,19835.9763,683871.2294,108713.8474,48664.7528,40411.2424,169846.5160,1394661.9168,657592.2626,37996.2625,26275.9250,609003.0702,455054.1125,25835.0497,17675.0557,443.0577,14534.1558,85218.6106,21519.5622,258292.9104,1818422.2085,987207.9637,215319.7300,4979848.2361,1761115.2782,192375.4851,174.1917,17745.6970,4068.2109,673325.6784,761.9324,10024.9922,120121.1035,1768.1147,496926.4173,1939.5985,39897.5640,375124.4955
0.03453528,235230.2948,2261.8755,209180.8650,7.0807,170814.9054,55820.3784,6695.0030,53829.6403,125663.6786,730452.3424,187621.2940,11269.0099,43101.0786,211146.0180,328447.7003,10566.8855,14682.3023,3542.0996,2967.1978,77324.1997,78105.1113,17721.4187,2402514.4747,827914.5407,103675.7296,2772069.3471,1042573.9261,430511.6189,156.1290,15980.4817,7934.1344,808663.5791,24040.8069,117032.6115,172736.8748,17722.6625,397715.6463,42334.8828,49780.4575,174373.7192
0.03527007,120335.8726,2912.9540,123286.5607,7654.9355,31659.4902,109538.8805,28532.0158,184542.5025,195152.8757,1003457.7434,629913.6043,9554.9997,32163.9579,41752.8720,133314.6768,42644.4521,23785.1239,3914.3993,37026.3796,19074.4571,161955.0713,896821.5648,1065706.3637,392008.6347,1300015.0605,70650.4253,90391.7382,210070.9804,323.1794,831.1627,18686.1860,1147017.9617,8061.3146,292920.1775,267916.0196,28641.6851,407053.9930,37855.3178,52367.2072,64753.9459
0.03600486,25131.0169,13448.7092,143396.3223,37611.4346,242227.6149,209470.0551,59264.0890,295271.5744,70051.4256,2326344.0353,53804.6221,699.2521,13316.9656,84854.5990,30108.3869,91497.2637,82822.9602,1.9094,57738.4708,13022.7834,16476.1018,583518.1751,438346.9699,552901.4639,2839194.8331,2799893.4623,4178.0686,24571.8818,103.0430,2590.5462,46274.0881,649549.5583,14801.5265,288726.7097,111626.7875,61409.7936,297637.6427,254028.5999,31718.3817,38426.2816
0.03673965,4566.7368,5096.5970,83200.4219,43119.7053,467397.0455,33450.9293,55669.1703,140878.2352,70882.3810,1181159.0478,277123.6950,6088.8440,10482.0736,44715.9309,5533.4206,41603.8329,71459.2544,1213.5316,42456.4433,34124.6610,92090.3518,598612.8784,78572.3689,979712.0840,1298170.1047,2310278.9770,66582.0028,12950.3459,29.2229,4179.2256,79846.3415,473002.9948,32726.3301,33576.1596,11989.4047,74235.2253,101265.9102,510828.1074,60952.8574,554137.7347
0.03747445,17531.0852,739.9250,23476.6073,20287.2913,413352.6935,1550.0638,12312.7718,47054.1460,211949.4479,470478.1661,1146287.0864,970.9279,21915.7298,637092.2399,31909.7120,50587.3969,36.9260,735.4181,36660.7611,85838.6884,64682.9074,289170.6618,690022.5741,550782.1107,180466.0040,559855.1001,148090.6072,11074.1302,254.4250,2608.2040,61870.5704,558905.3812,13249.9897,109273.8971,3686.9424,58634.2573,12206.8944,586554.6953,78057.6790,813430.5731
