Total_trials,Included_trials,Excluded_trials,Temp_RMSE_mean,Temp_RMSE_std,Temp_MAE_mean,Temp_MAE_std,Temp_NRMSE_pct,Temp_Model_SD_mean,Temp_Model_SEM_mean,Hum_RMSE_mean,Hum_RMSE_std,Hum_MAE_mean,Hum_MAE_std,Hum_NRMSE_pct,Hum_Model_SD_mean,Hum_Model_SEM_mean,Temp_range_min,Temp_range_max,Hum_range_min,Hum_range_max,QC_slope_low,QC_min_temp_low,QC_max_hum_high,QC_final_hum_high
24,16,8,0.6120037933227501,0.30670219483839917,0.5214535853479727,0.3159766131884219,3.203160187492313,0.5789808338150281,0.17640558194699657,2.462212101042379,1.1679534473994646,2.19676173608742,1.1561211378097587,14.346465264631483,2.234874861464047,0.6725248822769948,9.393749999999999,28.5,29.2,46.362500000000004,-0.19371576513800026,7.349999999999994,53.824999999999996,38.435624999999995
