time_min,radius_um,distance_um,cx,cy
3.0,14.706630742604826,135.01746570513936,3245.637904468413,588.4114021571648
3.5,9.745705191557626,330.92774130328286,3741.0280701754386,11.010526315789473
3.5,14.524215859851703,646.2315894647782,3112.7993680884674,21.19747235387046
3.5,11.717621025014457,346.5306034244658,3687.631067961165,15.91747572815534
3.5,15.92513667098843,283.5614671808721,3850.4822601839683,22.181340341655716
3.5,11.444244164956633,358.0450011455647,3656.0407124681933,17.216284987277355
3.5,11.53127389116461,548.175855445922,3267.4110275689222,24.340852130325814
3.5,11.458795021647306,327.763209783418,3714.210659898477,24.84771573604061
3.5,12.177856307181866,412.4189485459122,3449.1955056179777,64.30561797752809
3.5,11.516814607870938,507.07587345316654,3267.025125628141,74.10050251256281
3.5,11.502337148209678,239.44067870862443,3830.0629722921913,74.14609571788414
3.5,11.63198561897109,203.87328550272048,3921.3940886699506,82.65517241379311
3.5,11.473327424470819,302.5929673117385,3616.918987341772,95.26582278481013
3.5,17.10559155320029,459.375567433413,3280.9305239179953,121.82232346241457
3.5,13.489230043922602,265.96201578302356,3646.9725274725274,120.52380952380952
3.5,11.223717828436683,178.23380598700015,3895.0185185185187,116.34656084656085
3.5,10.62895794958041,252.5345570280966,3681.4926253687318,118.91740412979351
3.5,11.674881839355189,351.3804841177402,3467.481662591687,123.02200488997555
3.5,10.391143559742217,184.63673013361444,3839.567901234568,127.58024691358025
3.5,10.180545149763143,149.5309980726253,3893.855305466238,146.09324758842445
3.5,13.550853160697656,156.3871013741512,3857.3575317604354,150.77858439201452
3.5,13.782508456790676,131.79792556509287,3918.952631578947,156.7175438596491
3.5,10.326801494907887,340.1417721279,3436.1125,155.775
3.5,11.385854783159829,237.09122130927375,3630.9203084832907,159.94344473007712
3.5,10.423165649702701,321.38902543796956,3463.254601226994,160.19018404907976
3.5,12.62132029507521,165.1892486494221,3793.889121338912,164.50836820083683
3.5,9.254594649857468,181.126456442154,3751.8326848249026,164.568093385214
3.5,12.435115689734697,247.12415845027124,3553.6918103448274,190.52586206896552
3.5,9.694276309132,114.34691874357578,3876.6418439716313,187.84751773049646
3.5,14.570033689305875,299.19581209716887,3450.6938775510203,194.1193092621664
3.5,12.947169459596367,86.41402419016592,3925.4314115308152,201.31610337972168
3.5,16.13304542885076,213.5019309939377,3593.1357234314983,206.08834827144688
3.5,11.444244164956633,153.17344136355533,3712.1374045801526,212.02544529262087
3.5,17.642668660950434,81.97714509621723,3857.9304068522483,228.0492505353319
3.5,12.475250648385439,137.4947744400147,3667.47965738758,251.017130620985
3.5,10.815445121943423,113.89950407250737,3711.965811965812,254.86609686609685
3.5,10.131323853446327,192.43654650866392,3548.7597402597403,255.80844155844156
3.5,12.42170855301721,155.61011460173708,3607.1533477321814,263.3822894168467
3.5,12.4618866909893,286.8361591534972,3347.487124463519,283.59656652360513
3.5,11.901050685492738,171.01038041498552,3529.5576470588235,292.73411764705884
3.5,13.890891581549848,97.51164004576444,3656.2297063903284,301.6977547495682
3.5,9.948762524684888,220.38993211407558,3420.5117845117843,309.56228956228955
3.5,9.555779530206689,170.82481074319352,3497.4160583941607,314.34671532846716
3.5,11.54571506638024,247.31921672130125,3365.04,319.1125
3.5,13.86687965075064,259.89066457530936,3331.5216637781627,330.65511265164645
3.5,12.581651301316615,100.03095269154018,3603.6105263157897,329.06315789473683
3.5,18.661604669197896,499.624741037583,2978.9856459330144,350.51387559808614
3.5,11.223717828436683,165.84351254045882,3456.6111111111113,349.4761904761905
3.5,10.660265699123958,115.80240739251629,3542.9882697947214,349.03225806451616
3.5,11.956924470055315,89.74444162029619,3579.5407925407926,356.0979020979021
3.5,12.934293106873671,101.545233584164,3527.5856573705178,376.67131474103587
3.5,11.371210590883384,207.14342002068145,3347.505154639175,384.9871134020619
3.5,11.8730151914624,236.4698335608876,3277.2174940898344,409.93144208037825
3.5,14.351096255296712,183.61987219920465,3324.517799352751,436.65533980582524
3.5,10.196899449702881,214.51073961706925,3251.471153846154,465.7147435897436
3.5,9.762787948211226,96.80031691359312,3417.7657342657344,468.2132867132867
3.5,15.54389461216837,77.78124359787063,3395.6662068965516,513.7627586206896
3.5,12.804817443629128,205.761616736195,3212.040650406504,520.8882113821138
