r_prime_um,beta,A,beta_se,r2,n_frames,epsilon_final,trial_id
300,1.2137327403740756,1.3920352244247745,0.06198721804833443,0.9770636904489304,11,0.12289281454790012,Green.2
600,1.143138704038848,1.8294889034291817,0.04175493320637807,0.9881347630412967,11,0.10426336116638733,Green.2
900,1.0863122978054123,2.135913038527148,0.04666512258554124,0.9854520792337481,10,0.09247242880187954,Green.2
1200,1.309216381554561,1.2428476319514634,0.09289014540928103,0.956657360979109,11,0.07737974208218167,Green.2
1500,1.1318900129203493,2.0463563319124947,0.08067229328737656,0.9562811764900467,11,0.07180827693473357,Green.2
1800,1.1789599467548781,1.8465535462606861,0.05145436126135048,0.9831458543514451,11,0.06651675759698733,Green.2
2100,1.2640782006208042,1.406965562862848,0.04556908251831419,0.988439271897071,11,0.05841748884480727,Green.2
2400,0.8965948471485391,3.650394310225855,0.054031589524592395,0.9683497062302442,11,0.05443525899682103,Green.2
2700,1.0083668478743568,2.865573621020459,0.05200782036088211,0.9766187484249945,11,0.04661543643538285,Green.2
3000,1.1494878914815168,1.9949685120321772,0.05196053906381124,0.9819421146760894,11,0.04464894193520662,Green.2
3300,0.8721415463721763,3.737364658519817,0.04201615120325425,0.9795391860021171,11,0.029164458558746036,Green.2
0,1.3681974353566402,0.5507811610805798,0.15855815593781225,0.8921633215223067,11,0.08423811660207682,Green.3
300,0.5955468859618643,7.100692310627837,0.0786267317822205,0.8643983509533376,11,0.18135559210630645,Green.3
600,0.4603158542028957,11.130354696887869,0.07722875257961304,0.8353971966441746,9,0.16303881083598293,Green.3
900,0.41330313771575455,12.054693608525548,0.1276005225233579,0.7239737837362613,6,0.11799175503683436,Green.3
1200,0.6223000549519014,7.0546792196103825,0.0645083755184208,0.9490113021446756,7,0.09772219960691879,Green.3
1500,0.4402413219378853,11.260580743816767,0.06550632685580096,0.9003316208336115,7,0.08436454622936788,Green.3
1800,0.22190770875869337,19.914044774115283,0.07232853385117455,0.5735073376190926,9,0.07177421779946343,Green.3
2100,0.06596805090014554,30.228817684775965,0.07171312739126531,0.12360065550670636,8,0.0680179673112784,Green.3
2400,0.3417714178996425,15.936446748670942,0.04251460371438638,0.8777575925138508,11,0.06987308847727661,Green.3
2700,0.1480247273253441,25.779969455428006,0.058826129756116716,0.47494007618565914,9,0.06635541014079825,Green.3
3000,0.16411141347549155,24.001953152038787,0.07798232188989201,0.35633324339088157,10,0.03418176354292397,Green.3
0,0.9835240435421033,2.106015688461123,0.06684014045966782,0.9643682117715889,10,0.14468732049706823,Green.4
300,0.5314235538696597,8.775888293948837,0.06016939237988682,0.9069836880016005,10,0.13536693689742932,Green.4
600,0.6474342783994301,6.880236238702278,0.1131645128781366,0.8450888252889011,8,0.11752975765827485,Green.4
900,0.7542231941230231,5.217311810083032,0.07475173551858819,0.9187741835084328,11,0.0934527638597861,Green.4
1200,0.688128557397231,5.725746326868234,0.06597692666223276,0.9395412855362166,9,0.08024477653285071,Green.4
1500,0.9701297672842163,3.0996698502417956,0.03252071841878162,0.9899877215632572,11,0.07033209143884996,Green.4
1800,0.7839861723660444,4.644039481055181,0.049196753763568954,0.9657726329495908,11,0.06702068344232573,Green.4
2100,0.33222513291485023,14.872469697504453,0.05784484071624647,0.7856451809032939,11,0.060751820712866465,Green.4
2400,0.8395927339240252,3.94544000307831,0.055539418034940856,0.9785890632418094,7,0.055710479300415325,Green.4
2700,0.5664266204556122,7.800905622880229,0.06139896374063248,0.9240014245011707,9,0.03753169715685169,Green.4
