r_prime_um,beta,A,beta_se,r2,n_frames,epsilon_final,trial_id
0,1.9225933655885714,0.09571021293535682,0.19563509157697695,0.9147555344129135,11,0.040036170677021685,Green.5
300,2.3778380503392587,0.047899370915969255,0.21874895142190337,0.9292233445269887,11,0.11162093984502561,Green.5
600,0.46287249949364134,8.502583155036541,0.1281573960952256,0.6198574931718064,10,0.10484743288048988,Green.5
900,0.3023082844712127,13.37374303939356,0.060689054774663985,0.8052770205860879,8,0.10300984897688593,Green.5
1200,0.6548548669784375,5.407390887538152,0.023658250348248467,0.9922296855621691,8,0.08691538788889447,Green.5
1500,0.6887175436125591,5.096561325823044,0.05870128294535121,0.9516084827340635,9,0.07288127552755877,Green.5
1800,0.9107016923514447,2.9701435067392072,0.053123867431749835,0.9702854531862433,11,0.06697818995837966,Green.5
2100,0.8129046795509528,3.751890785239524,0.04697045885669863,0.9708287201541967,11,0.05882929552182462,Green.5
2400,0.9964083490633929,2.3754135319163976,0.050965566420849616,0.9769954343213244,11,0.056506011632345705,Green.5
2700,0.8580387105091901,3.3541624242789743,0.06051524180367229,0.9571511833192083,11,0.0536108831256389,Green.5
3000,0.9591288664937849,2.6521007984968654,0.08910007844951488,0.9354198822618515,10,0.044753253548603454,Green.5
3300,0.8584095722913789,3.1466342261042657,0.1540715956854425,0.8159908614420913,9,0.005248600529155796,Green.5
0,0.12008681223205354,12.580095665835639,0.03899565048777837,0.5130732765654369,11,0.09825111643038409,black.1
300,0.06008851409002185,16.880239069619563,0.015012990094313257,0.6402803564727029,11,0.11513087191345872,black.1
600,0.07291868322713196,17.477049871980736,0.0103481771836484,0.8465564882284359,11,0.08489707700224572,black.1
900,-0.0010129709448041862,21.481242837820155,0.03157238357546807,0.00014703385219419995,9,0.07104257890148537,black.1
1200,0.10578078351650744,17.34946272248409,0.010842985437497272,0.9136056255310264,11,0.054187293792251436,black.1
1500,0.02678405408535149,21.892453125165538,0.027380197328888814,0.1068366773129211,10,0.049682870294885474,black.1
1800,0.0027558492043804513,22.504942748085504,0.028320430640944524,0.0013509089069668788,9,0.04464100351355748,black.1
2100,-0.004584304558194928,22.81177897286944,0.046300079721555865,0.0016312599393995962,8,0.040263670906608366,black.1
2400,0.01199609054844187,22.84180694857794,0.028669274558742134,0.024401643771252892,9,0.0359504564541344,black.1
2700,-0.025756450121579188,25.651712412094867,0.030800113343393633,0.18903712425412425,5,0.035861889481268075,black.1
3000,0.14778064710177316,17.89526301266615,0.04774767512419962,0.5155881438262886,11,0.03057079806470072,black.1
3300,0.009129929354833602,23.63627891776126,0.012214888360677308,0.10050435707494934,7,0.017978116801031698,black.1
0,1.0189631835677522,1.5224083064318201,0.05078589306409522,0.9805144271684548,10,0.06463675530501077,black.2
300,1.1756469838105215,1.2659047443882585,0.04980109222917686,0.985847807431301,10,0.14835420762501475,black.2
600,1.3025545511917702,0.9969447448017262,0.054807129743947275,0.9860342500051258,10,0.11339218112635768,black.2
900,1.3025290686802804,0.9968280073922886,0.08074124514893256,0.970176622271812,10,0.09490032874146226,black.2
1200,1.3129470973566446,1.0350646693490817,0.06181409468416926,0.9825764396231152,10,0.08135750365357726,black.2
1500,1.4491814180588416,0.7504118362197141,0.08639152596306741,0.9723553081517322,10,0.06982509014832992,black.2
1800,1.5336302084115052,0.618692908099355,0.09423713622158425,0.967135086058648,11,0.06625098322242112,black.2
2100,1.2971548875058079,1.1226362167876758,0.03345646747917276,0.9947062754503699,10,0.0639987860755357,black.2
2400,1.3832681982392687,0.9231537237991795,0.07580418974424499,0.9765386468170544,10,0.055315746152720315,black.2
2700,1.572175073986201,0.5880383609421646,0.10449189567084663,0.9617638326242519,11,0.049052121573592386,black.2
3000,1.4651388535636425,0.7662724441191032,0.08320087965787654,0.9748506741186466,10,0.04863814399955036,black.2
3300,1.2545052149673612,1.2858418488087058,0.07301548045754686,0.9736146984895446,10,0.04124200118999719,black.2
0,0.6667782495934974,4.296670511261306,0.0346788875880679,0.9762335826400863,11,0.21140717224955824,black.3
300,0.6527731615503741,5.03704922023239,0.038675575656743844,0.9693745064757221,11,0.22663357405532245,black.3
600,0.7912864592565816,3.795979083233822,0.0316300730409033,0.9858233205824118,11,0.1644096229804412,black.3
900,0.711129994284486,4.790836356475008,0.03230538120380582,0.9817651634992502,11,0.12567557612879424,black.3
1200,0.8434969664101724,3.5320235326869813,0.026020381397578556,0.9915082130155178,11,0.10698857769056087,black.3
1500,0.6961792121976182,5.006326752148276,0.02895255427531846,0.9846726855663247,11,0.09422662407768782,black.3
1800,0.6889622299187648,5.17947777907136,0.0212764095315198,0.9914898612367121,11,0.07758340247395232,black.3
2100,0.7500773486834483,4.550788823708787,0.022379676405730846,0.9920517350675273,11,0.06830942370786228,black.3
2400,0.7011956169696751,5.1498244312880725,0.03446652799533842,0.9787177921272169,11,0.060572616724565126,black.3
2700,0.7531180091979053,4.639750997899211,0.03724522996016551,0.9784621768784578,11,0.05449559817027615,black.3
3000,0.6237438451107551,6.594126122849951,0.04161771038985386,0.9614765625274024,11,0.049064055648150647,black.3
3300,0.6972152505846066,5.480804241072975,0.040459915416651074,0.9705834605865872,11,0.04451637909928386,black.3
0,2.0758953795337525,0.04432558119413588,0.2977360806908106,0.8741290263888851,9,0.004935475080776205,black.4
300,3.3527303167884823,0.002497901557346341,0.2133007341496822,0.9686355379521101,10,0.04378641074299599,black.4
600,2.8434551395061924,0.01196704038921598,0.27620077979509783,0.9298151097247002,10,0.05014451983902053,black.4
900,2.5928836791399923,0.02459403202550654,0.2284248363419333,0.9347109405571771,11,0.06583886820188553,black.4
1200,1.710967575246481,0.24542268665843167,0.19516230855638608,0.8951763140717974,11,0.05958058027067815,black.4
1500,1.5007080101442034,0.41701999673456197,0.1895151219282013,0.8744863696432588,11,0.05018569932957307,black.4
1800,1.2998494218822214,0.7272534499563021,0.3302074515056245,0.7208749412628028,8,0.04783683465862453,black.4
2100,2.051838251938176,0.10679534356253774,0.2331960867287491,0.895855412569625,11,0.044661916216570924,black.4
2400,2.3326158499046143,0.05478870308218229,0.26357676711478195,0.8969307252664398,11,0.042749984454619396,black.4
2700,1.976885524242994,0.13589229299459643,0.21084080209335504,0.9071333227345841,11,0.00837727645770689,black.4
0,0.46662196022994484,6.159084058007029,0.10598907620423798,0.7346718603798289,9,0.11032688399096854,black.5
300,0.76035918169799,4.171027837304398,0.04860245166464795,0.9760717058448829,8,0.16057332428310972,black.5
600,0.39517961862405604,11.303598816055548,0.08474557890341608,0.8130476148170662,7,0.12906866583901871,black.5
900,0.3878019543356166,11.985484447050991,0.0835738800113701,0.7820696067557696,8,0.1114515725230675,black.5
1200,0.5149238065321845,8.950907682530124,0.07876676061701954,0.8592585753702768,9,0.08879339471331979,black.5
1500,1.144232697133457,1.8381090378459009,0.14484716356496027,0.9397621812042983,6,0.07943406018357523,black.5
1800,0.6749832627834179,5.947156068584949,0.0411704015217484,0.9781652768566661,8,0.07337308708582718,black.5
2100,1.1742196043906212,1.6169538222215196,0.08588407296771104,0.9790496483156202,6,0.06223515082191549,black.5
2400,0.8824562780104704,3.6800810013939955,0.12136711625985289,0.9135949062742112,7,0.06163458201507436,black.5
2700,0.733603767163734,5.510840818400336,0.11809878113885583,0.9060729109827618,6,0.05655257623802001,black.5
3000,0.5616547916932297,8.818489960986234,0.04403929974892647,0.9644236827064783,8,0.053559248461934945,black.5
3300,0.37035719335242795,13.75301621750098,0.13241073566292497,0.6100876087720086,7,0.03927366895504006,black.5
0,0.7349194631618379,3.2485196896393305,0.052941506777540136,0.9601399689139067,10,0.09550125200732668,white.1
300,1.0071633800974158,2.0120490070631196,0.0673440608258455,0.9613180504272234,11,0.17087506128427682,white.1
600,1.2018401565604993,1.5003294358111225,0.07961350381522225,0.9620072349772499,11,0.19825224648909928,white.1
900,1.1836815025343965,1.6673368560465145,0.09392139038531694,0.9520478516944963,10,0.15590474778669716,white.1
1200,1.0380976075228603,2.3842198736397324,0.09044872140347197,0.9495408228087809,9,0.11407449458877927,white.1
1500,1.0006354411688414,2.6105286969583075,0.052301856286014164,0.9812347902927909,9,0.09153986858380278,white.1
1800,1.0698272277771816,2.261301377015574,0.06669712103272263,0.966201524585342,11,0.0741350574116107,white.1
2100,0.8834947699418215,3.570950122718819,0.04561197063330737,0.9816844626977606,9,0.06933748323591232,white.1
2400,0.8459152111787586,3.864147241225707,0.08606916986825208,0.932429721651067,9,0.06202981868627915,white.1
2700,0.8422725640306337,3.9443530088471115,0.046762277797138437,0.9759344040057678,10,0.05300000690233907,white.1
3000,0.9084195905815444,3.3917073413650134,0.048013520381992025,0.9754747932181125,11,0.04863775310155614,white.1
3300,0.9620433493222066,2.9467810106206236,0.10202317215193865,0.9270213012036591,9,0.04628049021173389,white.1
0,0.9576924552279515,1.9064989834049892,0.059323993657884544,0.966618470879496,11,0.07430567162432143,white.2
300,0.7638128458715345,4.030469703498993,0.046040367612332,0.9683355439447018,11,0.12337055075307181,white.2
600,0.9476191978074132,3.0587588722498107,0.03750629923619981,0.9860971783040452,11,0.11264881739115502,white.2
900,1.0138943847252848,2.727470610907666,0.06242867254154446,0.9670045693682314,11,0.0946957964388496,white.2
1200,1.169302586939227,1.9403601039692473,0.052042142736655715,0.9824844129957564,11,0.07626323597226074,white.2
1500,0.9499080146971787,3.552607858261235,0.04077800521158308,0.9836849877901319,11,0.07439157019948858,white.2
1800,1.3143377873887025,1.3989903286676046,0.13236880788775462,0.9249476224802072,10,0.06598863520032107,white.2
2100,1.07251475498356,2.668104569093099,0.08113062400669918,0.9562262522451964,10,0.06196369934040729,white.2
2400,1.04190805278309,2.8578866048030744,0.040912553749002975,0.9863128946879028,11,0.055045262930345715,white.2
2700,1.131668171749975,2.4478209370290687,0.05608000808086701,0.9783764774177548,11,0.050957971273657504,white.2
3000,1.2030578566039207,2.1946277647732884,0.05701517633489625,0.9801865919695923,11,0.04677664870419738,white.2
3300,0.02117930398743587,32.90403693252679,0.1437052588114804,0.004325392000869831,7,0.018985030226084863,white.2
300,1.1776919333955067,1.800835709327257,0.062228751047766394,0.975487754370684,11,0.1358423735663944,white.3
600,1.3548572451983494,1.476018560905512,0.05814774548963627,0.9836927523518585,11,0.16245794876642738,white.3
900,1.3160381672467414,1.7276372840714262,0.0706210767465745,0.9747383188539023,11,0.15294451379237314,white.3
1200,1.5010463963995646,1.1748798769405024,0.0661670009064037,0.982812689120593,11,0.12926694384465828,white.3
1500,1.4613844357932546,1.346982573585144,0.06065897914456258,0.9847306273568718,11,0.11895524346515841,white.3
1800,1.0274301352820931,3.987563680275386,0.044726629788095815,0.9832302916612231,11,0.11692050915368664,white.3
2100,1.3292314822741458,1.9045692010114506,0.06433094113464892,0.9793547048588083,11,0.09795129981341111,white.3
2400,1.1851303431396965,2.649076509076205,0.08135178841200917,0.9636736352938179,10,0.09232102440271887,white.3
2700,1.2698695363004826,2.201280708712316,0.1052155360399054,0.9418101281613283,11,0.07625472689957259,white.3
3000,1.2913361196998996,2.170651488511702,0.08867669798432222,0.9592871446055371,11,0.07254771018327631,white.3
3300,1.116049216892503,3.336356518668821,0.0625579118120392,0.972500171284238,11,0.06809757844727292,white.3
0,1.1986598141776459,1.0278002692591477,0.07118158937989819,0.9692378733279945,11,0.07860875977173365,white.4
300,1.4892217552285794,0.6026254233356102,0.05133383464429187,0.9894193685306132,11,0.1705207565173019,white.4
600,1.7509948650709997,0.3545488959430055,0.04845938224076094,0.9931538714244703,11,0.16356476699391226,white.4
900,1.7671331599248479,0.36230765561849826,0.06459281284202774,0.9881182267109827,11,0.12795850948465642,white.4
1200,1.680171077752505,0.4527715732179064,0.0593857662332099,0.9888815435217292,11,0.1164598972619525,white.4
1500,1.7405198441170806,0.41438499131757445,0.0794770376774714,0.9815798347590425,11,0.10149638830348763,white.4
1800,1.8076927789313204,0.3636334488592776,0.08124363774362015,0.9821454950090713,11,0.09317762173760054,white.4
2100,1.7731539067368574,0.39755248401457766,0.0813681131580938,0.9814003680702656,11,0.07552294338973518,white.4
2400,1.7573855625907198,0.40940238728333583,0.08346043363405833,0.9801050747144159,11,0.06963910566727231,white.4
2700,1.6166877937555981,0.5909431189795014,0.09499270796428393,0.9698642719275891,11,0.06572433198096278,white.4
3000,1.601003249736663,0.6221388632787098,0.053737355932842616,0.98996241178299,11,0.061413428064248765,white.4
3300,1.679630988808675,0.49427994980646917,0.04743281848986702,0.9928736589303774,11,0.04565887229488291,white.4
0,0.9204878831615693,2.211460194947523,0.05234475457190391,0.9717190869521526,11,0.06529371847208681,white.5
300,1.0048238413679271,2.0947231170451808,0.04817155285804749,0.9797347277419103,11,0.13656794915143133,white.5
600,1.0431257784622616,2.1487630603776893,0.06189937934178823,0.9692820717300136,11,0.11416859271153111,white.5
900,1.14420478916769,1.711692586181608,0.043000844741406176,0.9874482778122173,11,0.08860774411604601,white.5
1200,1.1650586746513658,1.6454751448367482,0.04934955496749335,0.9841088066007009,11,0.08110591505839104,white.5
1500,1.1010955305473376,2.0322535303981577,0.06337520532608691,0.9710484274617698,11,0.06840730051101385,white.5
1800,1.0756070018402222,2.226998548096286,0.05398330018900392,0.9778324061351577,11,0.06827882587108529,white.5
2100,0.9490411634533241,3.16853363731748,0.03754852965146946,0.9861074325934646,11,0.06878022153584748,white.5
2400,0.9688842237731948,3.0909744533709698,0.05424466047313901,0.9725633777994963,11,0.05876782259446469,white.5
2700,1.0009150840340717,2.911503993800595,0.05587937559140645,0.972714218669394,11,0.058814189105405264,white.5
3000,0.9198506359813152,3.666415412140122,0.03973038570409317,0.983487146259935,11,0.05586850211981775,white.5
3300,1.1542808813780712,2.075677282138304,0.06443652080119192,0.9727183410542789,11,0.044322683734204345,white.5
