sample,cx_svg,cy_svg,rx_svg,ry_svg,r_eq_svg,rx_mm,ry_mm,r_eq_mm,area_mm2,dist_svg,dist_mm,aspect,mm_per_svg,dist_norm,zone
RSRDiseased3,232.1606,119.631,1.864,1.8112,1.8374,0.04647,0.04515,0.04581,0.0065918,220.409,5.49468,1.0292,0.0249295,0.8693591208123562,Far
RSRDiseased3,265.2818,111.2005,8.558,8.4305,8.494,0.21335,0.21017,0.21175,0.1408657,253.5302,6.32038,1.0151,0.0249295,1.0,Far
RSRDiseased3,237.3365,84.6219,7.2566,7.061,7.1581,0.1809,0.17603,0.17845,0.1000403,225.5849,5.62372,1.0277,0.0249295,0.8897756147573405,Far
RSRDiseased3,153.6592,107.4715,8.6275,8.202,8.412,0.21508,0.20447,0.20971,0.1381588,141.9077,3.53769,1.0519,0.0249295,0.5597274214525076,Mid
RSRDiseased3,183.5507,66.6736,8.607,8.7457,8.676,0.21457,0.21803,0.21629,0.146967,171.7991,4.28286,0.9841,0.0249295,0.677626978124733,Far
RSRDiseased3,176.5688,86.8521,3.3392,2.7798,3.0467,0.08324,0.0693,0.07595,0.018123,164.8173,4.10881,1.2012,0.0249295,0.6500890769225901,Far
RSRDiseased3,233.139,73.0275,5.4103,4.5561,4.9649,0.13488,0.11358,0.12377,0.0481271,221.3874,5.51908,1.1875,0.0249295,0.8732196481857103,Far
RSRDiseased3,223.5267,90.449,2.5957,2.3692,2.4799,0.06471,0.05906,0.06182,0.0120071,211.7752,5.27945,1.0956,0.0249295,0.8353057885760032,Far
RSRDiseased3,128.3605,112.0548,2.3453,2.3826,2.3639,0.05847,0.0594,0.05893,0.01091,116.6089,2.907,0.9844,0.0249295,0.4599406997680519,Mid
RSRDiseased3,133.107,112.2968,1.8055,1.88,1.8424,0.04501,0.04687,0.04593,0.0066273,121.3554,3.02533,0.9604,0.0249295,0.4786626753454697,Mid
RSRDiseased3,130.0916,116.8237,1.2099,1.1503,1.1797,0.03016,0.02868,0.02941,0.0027172,118.34,2.95016,1.0519,0.0249295,0.46676940310550946,Mid
RSRDiseased3,132.3724,94.4154,1.3853,1.3853,1.3853,0.03453,0.03453,0.03453,0.0037468,120.6209,3.00702,1.0,0.0249295,0.47576569763210436,Mid
RSRDiseased3,152.899,91.9474,1.6773,1.5319,1.6029,0.04181,0.03819,0.03996,0.0050166,141.1475,3.51873,1.0949,0.0249295,0.5567276018214095,Mid
RSRDiseased3,147.5988,89.3868,1.4089,1.3865,1.3977,0.03512,0.03457,0.03484,0.0038141,135.8473,3.3866,1.0161,0.0249295,0.5358222132213569,Mid
RSRDiseased3,201.1423,59.1145,3.0173,2.8474,2.9311,0.07522,0.07098,0.07307,0.0167743,189.3908,4.72141,1.0597,0.0249295,0.7470136289273746,Far
RSRDiseased3,215.2968,64.823,2.8748,2.4238,2.6397,0.07167,0.06042,0.06581,0.0136043,203.5453,5.07428,1.186,0.0249295,0.8028441327894842,Far
RSRDiseased3,222.9941,100.3523,2.4849,2.4568,2.4708,0.06195,0.06125,0.0616,0.0119196,211.2426,5.26617,1.0114,0.0249295,0.8332046490875548,Far
RSRDiseased3,219.5292,85.9744,1.8414,1.8227,1.832,0.0459,0.04544,0.04567,0.0065527,207.7777,5.17979,1.0103,0.0249295,0.8195377493125413,Far
RSRDiseased3,224.077,85.5326,2.1982,1.911,2.0496,0.0548,0.04764,0.0511,0.008202,212.3254,5.29316,1.1503,0.0249295,0.8374749619484905,Far
RSRDiseased3,221.4441,62.3566,1.7489,1.6707,1.7094,0.0436,0.04165,0.04261,0.0057048,209.6925,5.22753,1.0468,0.0249295,0.8270910926241776,Far
RSRDiseased3,220.3496,67.3688,1.266,1.2245,1.2451,0.03156,0.03053,0.03104,0.0030268,208.598,5.20024,1.0339,0.0249295,0.82277331426275,Far
RSRDiseased3,256.697,72.7551,2.2151,1.9993,2.1044,0.05522,0.04984,0.05246,0.0086466,244.9454,6.10636,1.1079,0.0249295,0.966138111948965,Far
RSRDiseased3,240.1635,117.0499,2.1677,2.1739,2.1708,0.05404,0.05419,0.05412,0.0092006,228.4119,5.69419,0.9971,0.0249295,0.9009252608229251,Far
RSRDiseased3,110.386,109.1733,1.3355,1.2587,1.2966,0.03329,0.03138,0.03232,0.0032822,98.6345,2.45891,1.061,0.0249295,0.3890446460497628,Mid
RSRDiseased3,125.926,116.5697,2.4345,2.1323,2.2784,0.06069,0.05316,0.0568,0.0101353,114.1744,2.84631,1.1417,0.0249295,0.45033842901850835,Mid
RSRDiseased3,73.4586,112.8173,5.6862,5.7817,5.7337,0.14175,0.14413,0.14294,0.0641876,61.707,1.53832,0.9835,0.0249295,0.24339042905648076,Mid
RSRDiseased3,61.779,56.4856,2.3729,2.124,2.245,0.05916,0.05295,0.05597,0.0098405,50.0275,1.24716,1.1172,0.0249295,0.19732357864558778,Near
RSRDiseased3,65.8114,61.1319,2.0908,1.8917,1.9888,0.05212,0.04716,0.04958,0.0077223,54.0598,1.34768,1.1053,0.0249295,0.213227685677127,Mid
RSRDiseased3,181.2861,106.1137,1.7575,1.7033,1.7302,0.04381,0.04246,0.04313,0.0058448,169.5346,4.22641,1.0318,0.0249295,0.6686955531154771,Far
RSRDiseased3,174.3363,96.6814,2.1875,2.0052,2.0943,0.05453,0.04999,0.05221,0.0085639,162.5848,4.05315,1.0909,0.0249295,0.6412826443979633,Far
RSRDiseased3,194.4634,75.387,2.7078,2.3893,2.5436,0.0675,0.05956,0.06341,0.0126317,182.7118,4.55491,1.1333,0.0249295,0.7206702761542818,Far
RSRDiseased3,116.638,115.9786,2.053,2.0974,2.0751,0.05118,0.05229,0.05173,0.008407,104.8865,2.61477,0.9788,0.0249295,0.4137045557387372,Mid
RSRDiseased3,98.7198,121.3885,1.629,1.5914,1.6101,0.04061,0.03967,0.04014,0.0050617,86.9682,2.16807,1.0236,0.0249295,0.3430284255060614,Mid
RSRDiseased3,101.9653,119.7783,1.4912,1.6102,1.5496,0.03717,0.04014,0.03863,0.0046882,90.2138,2.24898,0.9261,0.0249295,0.35582987098876967,Mid
RSRDiseased3,113.9878,106.8266,1.6444,1.6586,1.6515,0.04099,0.04135,0.04117,0.0053249,102.2362,2.5487,0.9914,0.0249295,0.4032510703470361,Mid
RSRDiseased3,101.4464,97.5153,1.7508,1.6727,1.7113,0.04365,0.0417,0.04266,0.0057175,89.6948,2.23605,1.0467,0.0249295,0.35378410791756193,Mid
RSRDiseased3,93.0681,102.8966,1.574,1.4804,1.5265,0.03924,0.03691,0.03805,0.0045495,81.3165,2.02718,1.0632,0.0249295,0.3207370442916407,Mid
RSRDiseased3,89.9817,100.0603,1.3782,1.2237,1.2986,0.03436,0.03051,0.03237,0.0032927,78.2301,1.95024,1.1263,0.0249295,0.30856372559877726,Mid
RSRDiseased3,90.2347,96.287,1.1252,1.1312,1.1282,0.02805,0.0282,0.02812,0.002485,78.4831,1.95654,0.9947,0.0249295,0.30956050110911054,Mid
RSRDiseased3,93.8556,93.5738,1.1312,1.1553,1.1432,0.0282,0.0288,0.0285,0.0025516,82.1041,2.04681,0.9791,0.0249295,0.32384287020717106,Mid
RSRDiseased3,57.7162,71.9765,2.7105,2.5003,2.6032,0.06757,0.06233,0.0649,0.0132314,45.9646,1.14587,1.0841,0.0249295,0.1812976434961189,Near
RSRDiseased3,24.5398,71.7061,1.0513,0.9755,1.0127,0.02621,0.02432,0.02525,0.0020024,12.7882,0.3188,1.0777,0.0249295,0.050440005189561384,Near
RSRDiseased3,24.4735,76.8205,1.1176,1.165,1.141,0.02786,0.02904,0.02845,0.002542,12.7219,0.31715,0.9593,0.0249295,0.05017894493685506,Near
RSRDiseased5,10.3268,87.6405,1.7653,1.7653,1.7653,0.04469,0.04469,0.04469,0.0062731,68.1426,1.72491,1.0,0.0253133,0.32250531460398957,Mid
RSRDiseased5,-23.0019,117.1562,1.6241,1.6241,1.6241,0.04111,0.04111,0.04111,0.0053095,45.9088,1.1621,1.0,0.0253133,0.2172770904576449,Mid
RSRDiseased5,21.0708,117.3457,1.398,1.398,1.398,0.03539,0.03539,0.03539,0.0039345,87.7616,2.22153,1.0,0.0253133,0.4153580369713208,Mid
RSRDiseased5,43.9887,111.5039,3.4452,2.9459,3.1858,0.08721,0.07457,0.08064,0.0204301,107.6392,2.7247,1.1695,0.0253133,0.5094354086308794,Mid
RSRDiseased5,62.7624,103.4652,2.147,1.7975,1.9645,0.05435,0.0455,0.04973,0.0077686,122.8895,3.11073,1.1944,0.0253133,0.5816111897421132,Mid
RSRDiseased5,51.0788,126.7825,1.2483,1.8474,1.5186,0.0316,0.04676,0.03844,0.0046421,119.2131,3.01767,0.6757,0.0253133,0.5642118213246031,Mid
RSRDiseased5,50.7792,132.3248,1.9473,1.8973,1.9221,0.04929,0.04803,0.04866,0.0074374,120.6886,3.05502,1.0263,0.0253133,0.5711951268306638,Mid
RSRDiseased5,36.0498,126.0835,1.8973,1.8474,1.8722,0.04803,0.04676,0.04739,0.0070559,104.7397,2.6513,1.027,0.0253133,0.49571185778362786,Mid
RSRDiseased5,6.9621,100.3434,3.2455,2.8959,3.0657,0.08215,0.07331,0.0776,0.0189196,68.9849,1.74623,1.1207,0.0253133,0.32649150130785065,Mid
RSRDiseased5,37.9472,93.0797,2.4965,2.4965,2.4965,0.06319,0.06319,0.06319,0.0125461,96.0609,2.43161,1.0,0.0253133,0.4546365596142448,Mid
RSRDiseased5,-8.5377,87.6873,0.9487,1.0985,1.0208,0.02401,0.02781,0.02584,0.0020977,50.2689,1.27247,0.8636,0.0253133,0.2379128984550722,Mid
RSRDiseased5,-8.6376,129.5287,1.5478,1.398,1.471,0.03918,0.03539,0.03724,0.004356,63.458,1.60633,1.1071,0.0253133,0.30033448818073205,Mid
RSRDiseased5,-10.0856,121.7895,1.4979,1.448,1.4727,0.03792,0.03665,0.03728,0.0043661,59.6279,1.50938,1.0345,0.0253133,0.28220780896218917,Mid
RSRDiseased5,-20.471,125.8838,1.2982,1.0485,1.1667,0.03286,0.02654,0.02953,0.0027401,51.0796,1.29299,1.2381,0.0253133,0.24174950967285974,Mid
RSRDiseased5,-24.4654,124.6855,1.0985,1.0485,1.0732,0.02781,0.02654,0.02717,0.0023185,46.9114,1.18748,1.0476,0.0253133,0.22202237275332948,Mid
RSRDiseased5,4.8935,119.293,1.5978,1.3481,1.4676,0.04044,0.03413,0.03715,0.0043359,73.0394,1.84886,1.1852,0.0253133,0.345680166477516,Mid
RSRDiseased5,-12.0828,133.4732,1.0985,1.2483,1.171,0.02781,0.0316,0.02964,0.0027602,61.4434,1.55533,0.88,0.0253133,0.2907990509435409,Mid
RSRDiseased5,-8.9372,134.7214,1.8474,1.5978,1.7181,0.04676,0.04044,0.04349,0.0059419,64.8225,1.64087,1.1563,0.0253133,0.3067924097919592,Mid
RSRDiseased5,-0.0496,138.3164,1.9473,1.398,1.65,0.04929,0.03539,0.04177,0.0054802,74.3916,1.88309,1.3929,0.0253133,0.35208012758788965,Mid
RSRDiseased5,5.4926,140.4134,1.0985,1.7975,1.4052,0.02781,0.0455,0.03557,0.0039746,80.3129,2.03298,0.6111,0.0253133,0.3801049645973521,Mid
RSRDiseased5,9.6868,138.1166,1.0985,1.398,1.2392,0.02781,0.03539,0.03137,0.0030914,83.5608,2.1152,0.7857,0.0253133,0.3954775851785651,Mid
RSRDiseased5,10.3858,128.9795,1.2982,1.0485,1.1667,0.03286,0.02654,0.02953,0.0027401,81.3228,2.05855,1.2381,0.0253133,0.38488577107097915,Mid
RSRDiseased5,11.9336,133.1736,1.2483,1.1484,1.1973,0.0316,0.02907,0.03031,0.0028856,84.1221,2.1294,1.087,0.0253133,0.39813255005637127,Mid
RSRDiseased5,16.4772,123.8866,0.8987,1.0485,0.9708,0.02275,0.02654,0.02457,0.001897,85.4823,2.16383,0.8571,0.0253133,0.4045699050382633,Mid
RSRDiseased5,16.7768,122.0392,0.9986,0.7989,0.8932,0.02528,0.02022,0.02261,0.0016059,85.1798,2.15618,1.25,0.0253133,0.40313958945268463,Mid
RSRDiseased5,12.6326,124.8353,1.2483,1.2982,1.273,0.0316,0.03286,0.03222,0.003262,82.1377,2.07917,0.9615,0.0253133,0.3887410792245259,Mid
RSRDiseased5,15.1791,131.1764,0.8987,0.9487,0.9234,0.02275,0.02401,0.02337,0.0017163,86.5656,2.19126,0.9474,0.0253133,0.40969847451701147,Mid
RSRDiseased5,19.9224,137.6173,1.9473,2.0971,2.0208,0.04929,0.05308,0.05115,0.0082202,93.1084,2.35688,0.9286,0.0253133,0.44066433952139583,Mid
RSRDiseased5,16.2775,143.2095,1.9972,1.5978,1.7864,0.05056,0.04044,0.04522,0.0064236,91.4275,2.31433,1.25,0.0253133,0.43270879335585694,Mid
RSRDiseased5,26.9126,79.8982,2.2469,2.2968,2.2717,0.05688,0.05814,0.0575,0.0103882,81.4123,2.06081,0.9783,0.0253133,0.3853083218191371,Mid
RSRDiseased5,20.1221,77.2519,1.448,1.6477,1.5446,0.03665,0.04171,0.0391,0.0048027,74.133,1.87655,0.8788,0.0253133,0.35085734798923807,Mid
RSRDiseased5,11.9336,73.1576,1.1484,1.0485,1.0973,0.02907,0.02654,0.02778,0.0024239,65.0682,1.64709,1.0952,0.0253133,0.30795535919618133,Mid
RSRDiseased5,9.7367,71.1604,1.1484,1.1484,1.1484,0.02907,0.02907,0.02907,0.0026548,62.3509,1.5783,1.0,0.0253133,0.29509373708742875,Mid
RSRDiseased5,-2.2465,78.3504,0.9487,1.5478,1.2118,0.02401,0.03918,0.03067,0.0029559,53.2703,1.34844,0.6129,0.0253133,0.25211696055133526,Mid
RSRDiseased5,4.8935,83.1936,0.9986,1.0985,1.0473,0.02528,0.02781,0.02651,0.0022081,61.5785,1.55875,0.9091,0.0253133,0.29143848614650547,Mid
RSRDiseased5,17.376,131.476,0.9986,1.1484,1.0709,0.02528,0.02907,0.02711,0.0023085,88.744,2.2464,0.8696,0.0253133,0.42000796489463343,Mid
RSRDiseased5,19.9224,130.2776,0.8488,0.8488,0.8488,0.02149,0.02149,0.02149,0.0014503,90.7782,2.29789,1.0,0.0253133,0.4296350171170447,Mid
RSRDiseased5,30.1082,135.2706,2.4466,1.8474,2.126,0.06193,0.04676,0.05382,0.0090985,102.0222,2.58251,1.3243,0.0253133,0.4828502356748753,Mid
RSRDiseased5,34.1525,131.2263,2.2968,2.0971,2.1947,0.05814,0.05308,0.05555,0.0096957,104.5733,2.64709,1.0952,0.0253133,0.4949247167881656,Mid
RSRDiseased5,23.767,107.8091,2.3966,2.0471,2.215,0.06067,0.05182,0.05607,0.0098763,87.2906,2.20961,1.1707,0.0253133,0.41312936222882435,Mid
RSRDiseased5,23.3676,89.6845,1.2982,1.2982,1.2982,0.03286,0.03286,0.03286,0.0033925,81.1576,2.05436,1.0,0.0253133,0.3841023694626688,Mid
RSRDiseased5,41.9915,131.8255,0.8488,1.2982,1.0497,0.02149,0.03286,0.02657,0.0022182,112.197,2.84007,0.6538,0.0253133,0.5310060634162667,Mid
RSRDiseased5,45.6863,127.7811,0.8488,0.8488,0.8488,0.02149,0.02149,0.02149,0.0014503,114.4166,2.89626,1.0,0.0253133,0.5415118716193603,Mid
RSRDiseased5,47.8833,129.0294,0.749,0.9986,0.8648,0.01896,0.02528,0.02189,0.0015055,116.8962,2.95902,0.75,0.0253133,0.5532460685018333,Mid
RSRDiseased5,47.2342,126.0835,0.9986,1.2483,1.1165,0.02528,0.0316,0.02826,0.0025092,115.3454,2.91977,0.8,0.0253133,0.5459075212163479,Mid
RSRDiseased5,49.481,122.6883,1.1484,1.1484,1.1484,0.02907,0.02907,0.02907,0.0026548,116.3981,2.94641,1.0,0.0253133,0.5508883849025984,Mid
RSRDiseased5,48.8319,119.3929,1.398,1.1484,1.2671,0.03539,0.02907,0.03207,0.0032319,114.7364,2.90435,1.2174,0.0253133,0.5430244537222795,Mid
RSRDiseased5,51.0289,117.0462,1.398,1.2982,1.3472,0.03539,0.03286,0.0341,0.0036534,116.0746,2.93823,1.0769,0.0253133,0.5493589755574959,Mid
RSRDiseased5,40.943,135.1708,0.9986,1.1484,1.0709,0.02528,0.02907,0.02711,0.0023085,112.2648,2.84179,0.8696,0.0253133,0.5313276507113249,Mid
RSRDiseased5,38.7461,139.6146,0.9986,1.1983,1.0939,0.02528,0.03033,0.02769,0.0024089,111.5923,2.82476,0.8333,0.0253133,0.5281435625515334,Mid
RSRDiseased5,43.3895,141.412,1.9473,1.2982,1.5899,0.04929,0.03286,0.04025,0.0050887,116.5662,2.95067,1.5,0.0253133,0.5516848743659402,Mid
RSRDiseased5,44.7876,145.6062,2.2469,2.1969,2.2217,0.05688,0.05561,0.05624,0.0099365,119.2235,3.01793,1.0227,0.0253133,0.564260433357577,Mid
RSRDiseased5,54.0247,150.2497,2.1969,1.6477,1.9026,0.05561,0.04171,0.04816,0.0072868,129.4569,3.27698,1.3333,0.0253133,0.6126948454417805,Far
RSRDiseased5,54.8735,155.0429,1.8474,1.6477,1.7447,0.04676,0.04171,0.04416,0.0061275,131.7836,3.33587,1.1212,0.0253133,0.6237054709103725,Far
RSRDiseased5,58.5683,159.4867,1.8474,1.9972,1.9208,0.04676,0.05056,0.04862,0.0074273,136.6981,3.46027,0.925,0.0253133,0.6469644589948154,Far
RSRDiseased5,49.481,138.9655,1.8474,1.8474,1.8474,0.04676,0.04676,0.04676,0.0068703,121.5658,3.07723,1.0,0.0253133,0.5753477162627817,Mid
RSRDiseased5,53.5254,139.5147,1.0985,1.1983,1.1473,0.02781,0.03033,0.02904,0.0026497,125.5753,3.17872,0.9167,0.0253133,0.5943232363647922,Mid
RSRDiseased5,55.6224,141.5618,1.6976,1.448,1.5678,0.04297,0.03665,0.03969,0.0049482,128.2138,3.24551,1.1724,0.0253133,0.6068109197583608,Far
RSRDiseased5,57.4199,144.4078,1.0985,0.8987,0.9936,0.02781,0.02275,0.02515,0.0019873,130.8218,3.31153,1.2222,0.0253133,0.6191546367465836,Far
RSRDiseased5,51.0788,147.1041,1.8474,1.6976,1.7709,0.04676,0.04297,0.04483,0.0063132,125.6648,3.18098,1.0882,0.0253133,0.59474578711295,Mid
RSRDiseased5,51.2785,143.3593,1.448,1.3481,1.3972,0.03665,0.03413,0.03537,0.0039295,124.6653,3.15568,1.0741,0.0253133,0.5900154623658729,Mid
RSRDiseased5,37.2482,148.6519,1.6976,1.7476,1.7224,0.04297,0.04424,0.0436,0.005972,113.0411,2.86144,0.9714,0.0253133,0.5350015985880074,Mid
RSRDiseased5,46.2855,152.8959,1.8474,1.6976,1.7709,0.04676,0.04297,0.04483,0.0063132,122.9583,3.11247,1.0882,0.0253133,0.5819365164243232,Mid
RSRDiseased5,43.09,125.4843,1.3481,1.1484,1.2443,0.03413,0.02907,0.0315,0.0031165,111.2254,2.81548,1.1739,0.0253133,0.5264084869130798,Mid
RSRDiseased5,39.495,117.4456,1.5478,1.4979,1.5227,0.03918,0.03792,0.03854,0.0046672,105.2643,2.66458,1.0333,0.0253133,0.4981948108524494,Mid
RSRDiseased5,34.6019,106.1614,1.6477,1.5978,1.6225,0.04171,0.04044,0.04107,0.0052995,97.0418,2.45644,1.0313,0.0253133,0.45927900876325384,Mid
RSRDiseased5,53.2258,113.2515,1.0985,0.9986,1.0473,0.02781,0.02528,0.02651,0.0022081,116.9532,2.96046,1.1,0.0253133,0.5535153043767657,Mid
RSRDiseased5,53.8249,115.8478,1.398,1.0985,1.2392,0.03539,0.02781,0.03137,0.0030914,118.3456,2.99571,1.2727,0.0253133,0.5601059742318831,Mid
RSRDiseased5,60.166,124.6355,1.5478,1.6976,1.621,0.03918,0.04297,0.04103,0.0052895,127.1486,3.21854,0.9118,0.0253133,0.601768356184105,Far
RSRDiseased5,61.2146,134.9211,1.4979,1.2982,1.3945,0.03792,0.03286,0.0353,0.0039144,131.4084,3.32637,1.1538,0.0253133,0.6219292620132486,Far
RSRDiseased5,60.8151,139.315,1.4979,1.2982,1.3945,0.03792,0.03286,0.0353,0.0039144,132.4245,3.3521,1.1538,0.0253133,0.6267399835840904,Far
RSRDiseased5,60.8151,143.0597,1.4979,1.3481,1.421,0.03792,0.03413,0.03597,0.0040649,133.6134,3.38219,1.1111,0.0253133,0.6323658915540332,Far
RSRDiseased5,118.5343,157.2399,6.0915,5.0429,5.5425,0.15419,0.12765,0.1403,0.0618374,192.8484,4.88162,1.2079,0.0253133,0.9127133554081821,Far
RSRDiseased5,124.3761,149.2011,3.545,3.3952,3.4693,0.08974,0.08594,0.08782,0.0242291,195.8358,4.95724,1.0441,0.0253133,0.926851978229288,Far
RSRDiseased5,125.0252,142.1111,3.7947,3.3952,3.5894,0.09606,0.08594,0.09086,0.0259354,194.2004,4.91584,1.1176,0.0253133,0.9191114468249799,Far
RSRDiseased5,107.6496,156.2912,3.7947,3.8945,3.8443,0.09606,0.09858,0.09731,0.0297494,182.2256,4.61272,0.9744,0.0253133,0.8624372951516976,Far
RSRDiseased5,101.4582,149.0014,4.294,3.8945,4.0894,0.10869,0.09858,0.10352,0.0336638,174.0402,4.40552,1.1026,0.0253133,0.8236972442586386,Far
RSRDiseased5,105.8521,138.1166,3.2954,2.8959,3.0892,0.08342,0.07331,0.0782,0.0192106,174.751,4.42352,1.1379,0.0253133,0.8270626926952942,Far
RSRDiseased5,122.7284,117.4955,2.6962,2.7462,2.7211,0.06825,0.06951,0.06888,0.0149048,184.2075,4.66289,0.9818,0.0253133,0.8718175478220874,Far
RSRDiseased5,131.3164,126.6827,2.3966,2.2469,2.3205,0.06067,0.05688,0.05874,0.0108399,195.2679,4.94286,1.0667,0.0253133,0.9241633588671152,Far
RSRDiseased5,112.0434,114.6994,3.1955,2.4466,2.7961,0.08089,0.06193,0.07078,0.0157379,173.1875,4.38394,1.3061,0.0253133,0.8196624455218035,Far
RSRDiseased5,138.4065,113.8007,2.8959,2.5464,2.7156,0.07331,0.06446,0.06874,0.0148446,197.9014,5.00953,1.1373,0.0253133,0.9366286059377729,Far
RSRDiseased5,142.351,118.8436,1.9473,1.5978,1.7639,0.04929,0.04044,0.04465,0.006263,203.2428,5.14474,1.2188,0.0253133,0.961908732777785,Far
RSRDiseased5,130.3677,119.992,2.2469,1.8474,2.0374,0.05688,0.04676,0.05157,0.0083557,192.2442,4.86632,1.2162,0.0253133,0.9098527242370248,Far
RSRDiseased5,135.0611,119.7923,1.9473,1.6477,1.7912,0.04929,0.04171,0.04534,0.0064588,196.6313,4.97738,1.1818,0.0253133,0.9306175410911907,Far
RSRDiseased5,126.1237,122.6383,2.0971,1.7975,1.9415,0.05308,0.0455,0.04915,0.0075879,189.0598,4.78572,1.1667,0.0253133,0.894782994015111,Far
RSRDiseased5,112.5926,141.1124,1.8474,1.9972,1.9208,0.04676,0.05056,0.04862,0.0074273,182.094,4.60939,0.925,0.0253133,0.8618146871909164,Far
RSRDiseased5,129.8684,164.1801,4.1442,3.6948,3.9131,0.1049,0.09353,0.09905,0.0308234,205.7995,5.20946,1.1216,0.0253133,0.9740093896011383,Far
RSRDiseased5,124.2263,133.3733,2.4965,2.846,2.6655,0.06319,0.07204,0.06747,0.0143026,190.6688,4.82645,0.8772,0.0253133,0.9023982559498325,Far
RSRDiseased5,116.3374,137.2678,1.6976,1.6477,1.6725,0.04297,0.04171,0.04234,0.0056307,184.4244,4.66838,1.0303,0.0253133,0.8728440095952674,Far
RSRDiseased5,112.8423,135.0709,1.5978,1.448,1.521,0.04044,0.03665,0.0385,0.0046571,180.4126,4.56683,1.1034,0.0253133,0.8538572713318016,Far
RSRDiseased5,112.8423,131.6257,1.7975,1.398,1.5852,0.0455,0.03539,0.04013,0.0050586,179.3189,4.53914,1.2857,0.0253133,0.8486800898200794,Far
RSRDiseased5,97.314,165.6781,2.9459,2.4965,2.7119,0.07457,0.06319,0.06865,0.0148044,175.4049,4.44007,1.18,0.0253133,0.8301570355634416,Far
RSRDiseased5,105.0033,171.0705,2.147,1.7975,1.9645,0.05435,0.0455,0.04973,0.0077686,184.4083,4.66797,1.1944,0.0253133,0.8727673521586549,Far
RSRDiseased5,87.2781,142.9599,2.9958,2.7462,2.8683,0.07583,0.06951,0.07261,0.0165609,158.6756,4.0166,1.0909,0.0253133,0.750981121703964,Far
RSRDiseased5,96.4652,158.6379,2.9958,2.5464,2.762,0.07583,0.06446,0.06992,0.0153565,172.3649,4.36312,1.1765,0.0253133,0.8157697434967384,Far
RSRDiseased5,94.9673,153.545,2.1969,2.0471,2.1207,0.05561,0.05182,0.05368,0.0090533,169.3276,4.28623,1.0732,0.0253133,0.8013936695914906,Far
RSRDiseased5,55.7434,130.2301,1.2722,1.2722,1.2722,0.0322,0.0322,0.0322,0.0032578,124.7309,3.15734,1.0,0.0253133,0.5903258314994756,Mid
RSRDiseased5,67.7828,125.4918,2.2493,1.9912,2.1163,0.05694,0.0504,0.05357,0.009016,134.6431,3.40825,1.1296,0.0253133,0.6372383130128803,Far
RSRDiseased5,59.9286,117.7482,1.3275,1.18,1.2516,0.0336,0.02987,0.03168,0.0031531,124.7368,3.15749,1.125,0.0253133,0.5903538769031144,Mid
RSRDiseased5,55.688,119.6657,1.5118,1.2537,1.3767,0.03827,0.03174,0.03485,0.0038155,121.3244,3.07112,1.2059,0.0253133,0.5742053334878947,Mid
RSRDiseased5,57.0893,114.9458,0.8481,1.0325,0.9358,0.02147,0.02614,0.02369,0.0017627,121.1547,3.06682,0.8214,0.0253133,0.5734013652502491,Mid
RSRDiseased5,56.3886,117.0476,1.1062,0.9219,1.0098,0.028,0.02334,0.02556,0.0020528,121.1576,3.06689,1.2,0.0253133,0.5734144531052806,Mid
RSRDiseased5,57.9742,133.936,1.3643,1.2906,1.327,0.03454,0.03267,0.03359,0.0035445,128.0229,3.24068,1.0571,0.0253133,0.6059078577611915,Far
RSRDiseased5,65.9022,155.1755,1.6225,1.3643,1.4878,0.04107,0.03454,0.03766,0.004456,142.2838,3.60167,1.1892,0.0253133,0.673401926158322,Far
RSRDiseased5,73.2033,154.8068,1.475,1.5118,1.4933,0.03734,0.03827,0.0378,0.0044889,149.0901,3.77396,0.9756,0.0253133,0.705614876777845,Far
RSRDiseased5,77.8863,155.1018,1.8068,1.8806,1.8433,0.04574,0.0476,0.04666,0.00684,153.6245,3.88874,0.9608,0.0253133,0.7270752196422529,Far
RSRDiseased5,66.2709,144.482,2.5074,2.2493,2.3749,0.06347,0.05694,0.06012,0.0113535,139.2385,3.52458,1.1148,0.0253133,0.6589884583815558,Far
RSRDiseased5,66.0128,136.0009,2.2493,2.1018,2.1743,0.05694,0.0532,0.05504,0.0095169,136.3012,3.45023,1.0702,0.0253133,0.6450872866445918,Far
RSRDiseased5,78.6238,137.2178,2.1018,1.9912,2.0458,0.0532,0.0504,0.05179,0.0084248,148.646,3.76271,1.0556,0.0253133,0.7035114715049351,Far
RSRDiseased5,81.9793,132.4241,1.9912,2.065,2.0277,0.0504,0.05227,0.05133,0.008277,150.3061,3.80474,0.9643,0.0253133,0.7113697936045261,Far
RSRDiseased5,74.3464,123.9062,1.6593,1.6593,1.6593,0.042,0.042,0.042,0.0055426,140.3638,3.55306,1.0,0.0253133,0.6643133456857756,Far
RSRDiseased5,77.3701,109.9677,2.1018,1.9543,2.0267,0.0532,0.04947,0.0513,0.0082688,138.8058,3.51363,1.0755,0.0253133,0.6569411439159236,Far
RSRDiseased5,72.6502,114.8351,2.1756,1.9543,2.062,0.05507,0.04947,0.0522,0.0085589,135.8754,3.43945,1.1132,0.0253133,0.6430717569697503,Far
RSRDiseased5,67.1928,115.5357,2.0281,1.6962,1.8547,0.05134,0.04294,0.04695,0.0069249,130.9228,3.31408,1.1957,0.0253133,0.6196314086084432,Far
