sample,cx_svg,cy_svg,rx_svg,ry_svg,r_eq_svg,rx_mm,ry_mm,r_eq_mm,area_mm2,dist_svg,dist_mm,aspect,mm_per_svg,dist_norm,zone
RSR2,433.9197,134.9901,4.6337,4.8111,4.7215,0.06594,0.06846,0.06719,0.0141817,294.9175,4.19667,0.9631,0.01423,0.8700340204454378,Far
RSR2,455.6301,146.9342,6.2336,6.1624,6.1979,0.0887,0.08769,0.0882,0.0244368,316.6279,4.50561,1.0116,0.01423,0.9340820180903355,Far
RSR2,467.7296,175.7393,4.1607,3.8145,3.9838,0.05921,0.05428,0.05669,0.0100963,328.7274,4.67779,1.0908,0.01423,0.9697775713838505,Far
RSR2,469.8492,164.8594,3.9252,3.6112,3.7649,0.05586,0.05139,0.05358,0.0090173,330.8471,4.70795,1.087,0.01423,0.9760302016970833,Far
RSR2,456.901,173.6598,3.6163,4.0743,3.8385,0.05146,0.05798,0.05462,0.009373,317.8989,4.5237,0.8876,0.01423,0.937832352386303,Far
RSR2,470.6735,196.9592,3.729,3.5964,3.6621,0.05306,0.05118,0.05211,0.0085313,331.6714,4.71968,1.0369,0.01423,0.9784620105025946,Far
RSR2,477.9744,203.2481,3.572,3.6897,3.6304,0.05083,0.0525,0.05166,0.0083841,338.9723,4.82357,0.9681,0.01423,1.0,Far
RSR2,418.9634,160.127,3.4607,3.4462,3.4534,0.04925,0.04904,0.04914,0.0075867,279.9612,3.98384,1.0042,0.01423,0.8259110990407519,Far
RSR2,354.2319,186.9475,4.0389,4.4997,4.2631,0.05747,0.06403,0.06066,0.0115613,215.2297,3.06272,0.8976,0.01423,0.6349488034795805,Far
RSR2,315.6597,199.2347,3.6293,3.5327,3.5807,0.05165,0.05027,0.05095,0.0081563,176.6575,2.51383,1.0273,0.01423,0.5211554927159759,Mid
RSR2,329.6519,181.5667,4.0487,3.7853,3.9148,0.05761,0.05386,0.05571,0.0097494,190.6498,2.71294,1.0696,0.01423,0.5624340478110611,Mid
RSR2,330.0921,172.9554,3.9136,3.607,3.7572,0.05569,0.05133,0.05346,0.0089801,191.0899,2.71921,1.085,0.01423,0.5637339149219354,Mid
RSR2,335.9726,144.482,3.646,3.3657,3.503,0.05188,0.04789,0.04985,0.0078063,196.9704,2.80289,1.0833,0.01423,0.5810820616265546,Mid
RSR2,304.3198,182.0604,2.6237,2.4874,2.5547,0.03734,0.0354,0.03635,0.0041518,165.3177,2.35247,1.0548,0.01423,0.487703091278866,Mid
RSR2,358.473,133.8521,6.385,5.4221,5.8839,0.09086,0.07716,0.08373,0.0220236,219.4708,3.12307,1.1776,0.01423,0.6474602835659066,Far
RSR2,311.0657,132.7432,3.6266,3.6407,3.6337,0.05161,0.05181,0.05171,0.0083994,172.0636,2.44846,0.9961,0.01423,0.5076032896796355,Mid
RSR2,261.6334,129.85,4.2803,3.8943,4.0827,0.06091,0.05542,0.0581,0.0106038,122.6313,1.74504,1.0991,0.01423,0.36177354117386085,Mid
RSR2,205.7499,170.5239,1.2963,1.1755,1.2344,0.01845,0.01673,0.01757,0.0009694,66.7478,0.94982,1.1028,0.01423,0.1969122454945196,Near
RSR2,187.0235,180.9154,1.6051,1.6519,1.6283,0.02284,0.02351,0.02317,0.0016867,48.0213,0.68334,0.9717,0.01423,0.14166685670571794,Near
RSR2,191.7124,186.3053,1.9313,1.7684,1.8481,0.02748,0.02516,0.0263,0.0021727,52.7103,0.75007,1.0921,0.01423,0.15550100858907406,Near
RSR2,177.3769,198.7867,1.656,1.6309,1.6434,0.02356,0.02321,0.02339,0.001718,38.3748,0.54607,1.0154,0.01423,0.11320868153670414,Near
RSR2,167.6696,197.3993,1.2257,1.2355,1.2306,0.01744,0.01758,0.01751,0.0009633,28.6674,0.40794,0.992,0.01423,0.08457221518501856,Near
RSR2,143.2116,170.2332,0.7784,0.7807,0.7795,0.01108,0.01111,0.01109,0.0003866,4.2095,0.0599,0.9971,0.01423,0.012418188188416463,Near
RSR2,142.1248,173.8832,0.9253,1.0775,0.9985,0.01317,0.01533,0.01421,0.0006343,3.1226,0.04443,0.8587,0.01423,0.009211020053611744,Near
RSR2,150.7166,166.1414,1.2631,1.1785,1.2201,0.01797,0.01677,0.01736,0.0009469,11.7144,0.1667,1.0718,0.01423,0.03455946529230424,Near
RSR2,149.0126,161.2237,1.4397,1.3011,1.3686,0.02049,0.01851,0.01948,0.0011916,10.0104,0.14245,1.1065,0.01423,0.029532068571618116,Near
RSR2,159.9693,141.1159,1.2924,1.1501,1.2192,0.01839,0.01637,0.01735,0.0009456,20.9672,0.29836,1.1238,0.01423,0.061854601467377895,Near
RSR2,154.7358,129.1051,1.345,1.2261,1.2842,0.01914,0.01745,0.01827,0.0010491,15.7337,0.22389,1.0969,0.01423,0.04641582893997599,Near
RSR2,159.8078,128.4933,1.6009,1.3932,1.4934,0.02278,0.01982,0.02125,0.0014188,20.8056,0.29606,1.1491,0.01423,0.06137777621139529,Near
RSR2,145.3118,137.1312,1.2337,1.1603,1.1964,0.01756,0.01651,0.01702,0.0009106,6.3097,0.08979,1.0633,0.01423,0.018614843362903408,Near
RSR2,175.0674,154.0946,1.3512,1.2337,1.2911,0.01923,0.01756,0.01837,0.0010604,36.0652,0.51321,1.0952,0.01423,0.10639629983601358,Near
RSR2,176.2634,145.6937,1.3595,1.4393,1.3989,0.01935,0.02048,0.01991,0.0012448,37.2612,0.53023,0.9446,0.01423,0.10992480673028482,Near
RSR2,206.9522,161.8955,2.4986,2.4207,2.4593,0.03555,0.03445,0.035,0.0038476,67.9501,0.96693,1.0322,0.01423,0.2004594107683728,Mid
RSR2,210.2366,152.2273,1.2807,1.2516,1.2661,0.01822,0.01781,0.01802,0.0010197,71.2345,1.01367,1.0233,0.01423,0.21014932923125404,Mid
RSR2,212.3147,136.3657,1.496,1.486,1.491,0.02129,0.02115,0.02122,0.0014141,73.3126,1.04324,1.0067,0.01423,0.21627964350056078,Mid
RSR2,241.2808,156.9812,2.442,2.3828,2.4122,0.03475,0.03391,0.03433,0.0037015,102.2786,1.45542,1.0248,0.01423,0.3017308756792168,Mid
RSR2,237.9261,178.1142,3.9218,3.7983,3.8596,0.05581,0.05405,0.05492,0.0094762,98.9239,1.40769,1.0325,0.01423,0.2918357150409344,Mid
RSR2,236.7966,203.3143,2.3427,2.3209,2.3318,0.03334,0.03303,0.03318,0.0034588,97.7944,1.39161,1.0094,0.01423,0.28850208455563,Mid
RSR2,243.9181,201.5448,2.2873,2.1939,2.2402,0.03255,0.03122,0.03188,0.0031924,104.9159,1.49295,1.0426,0.01423,0.3095114199648808,Mid
RSR2,225.4074,187.602,2.2308,2.1356,2.1827,0.03174,0.03039,0.03106,0.0030306,86.4052,1.22955,1.0446,0.01423,0.2549045623884384,Mid
RSR2,228.7046,190.4299,1.4212,1.3963,1.4087,0.02022,0.01987,0.02005,0.0012624,89.7024,1.27646,1.0178,0.01423,0.2646297244571966,Mid
RSR2,224.5993,178.6768,1.9397,1.8641,1.9015,0.0276,0.02653,0.02706,0.0023002,85.5971,1.21805,1.0405,0.01423,0.2525204361085254,Mid
RSR2,219.813,165.1495,1.5366,1.4107,1.4723,0.02187,0.02007,0.02095,0.001379,80.8109,1.14994,1.0893,0.01423,0.23840018907157975,Mid
RSR2,220.3924,157.8694,1.9901,1.9901,1.9901,0.02832,0.02832,0.02832,0.0025194,81.3903,1.15818,1.0,0.01423,0.2401084673799696,Mid
RSR2,213.7925,157.2362,2.1412,2.2386,2.1893,0.03047,0.03185,0.03115,0.0030492,74.7903,1.06427,0.9565,0.01423,0.22063948486287127,Mid
RSR2,195.3681,146.8067,2.31,2.2713,2.2905,0.03287,0.03232,0.03259,0.0033376,56.3659,0.80209,1.017,0.01423,0.1662855519874284,Near
RSR2,193.4163,142.3161,2.552,2.2974,2.4214,0.03632,0.03269,0.03446,0.0037297,54.4141,0.77431,1.1108,0.01423,0.16052633215647333,Near
RSR2,147.0521,187.6432,1.3007,1.3097,1.3052,0.01851,0.01864,0.01857,0.0010837,8.0499,0.11455,0.9932,0.01423,0.023747970901220463,Near
RSR2,146.1293,209.6315,0.9226,0.944,0.9332,0.01313,0.01343,0.01328,0.000554,7.1271,0.10142,0.9773,0.01423,0.02102592063554587,Near
RSR2,143.3954,206.2588,1.4032,1.4987,1.4502,0.01997,0.02133,0.02064,0.0013378,4.3932,0.06252,0.9363,0.01423,0.012961354349579254,Near
RSR2,150.0985,201.3535,1.087,1.0267,1.0564,0.01547,0.01461,0.01503,0.00071,11.0963,0.1579,1.0588,0.01423,0.03273509039984908,Near
RSR2,160.626,169.9204,1.8939,1.7338,1.8121,0.02695,0.02467,0.02579,0.0020888,21.6238,0.30771,1.0924,0.01423,0.06379299979061151,Near
RSR2,177.1029,174.6602,2.2741,2.1329,2.2024,0.03236,0.03035,0.03134,0.0030855,38.1008,0.54217,1.0662,0.01423,0.1124001517548206,Near
RSR2,184.824,156.8367,1.0549,1.0773,1.066,0.01501,0.01533,0.01517,0.0007229,45.8218,0.65204,0.9792,0.01423,0.1351778869177808,Near
RSR2,187.9893,156.0447,1.2112,1.183,1.197,0.01724,0.01683,0.01703,0.0009115,48.9872,0.69709,1.0238,0.01423,0.14451744247517917,Near
RSR2,228.434,201.0351,1.6918,1.4768,1.5806,0.02407,0.02101,0.02249,0.0015893,89.4319,1.27261,1.1456,0.01423,0.2638315604417475,Mid
RSR2,214.7091,201.7599,1.9691,1.928,1.9484,0.02802,0.02744,0.02773,0.0024151,75.707,1.07731,1.0213,0.01423,0.22334287674896394,Mid
RSR2,211.3217,183.7508,1.8609,1.9295,1.8949,0.02648,0.02746,0.02696,0.0022842,72.3196,1.02911,0.9645,0.01423,0.2133502779061981,Mid
RSR2,253.1621,161.405,2.7891,2.9623,2.8744,0.03969,0.04215,0.0409,0.0052559,114.1599,1.62449,0.9415,0.01423,0.33678167830051187,Mid
RSR2,280.8363,164.985,2.7983,2.6812,2.7391,0.03982,0.03815,0.03898,0.004773,141.8341,2.0183,1.0437,0.01423,0.41842452789116774,Mid
RSR2,281.7101,190.6205,3.8412,3.516,3.675,0.05466,0.05003,0.0523,0.0085915,142.7079,2.03073,1.0925,0.01423,0.4210014574267607,Mid
RSR2,327.2145,204.2491,4.566,4.2043,4.3814,0.06497,0.05983,0.06235,0.0122121,188.2123,2.67826,1.086,0.01423,0.5552443522121582,Mid
RSR2,369.4409,190.7492,3.3416,3.8018,3.5643,0.04755,0.0541,0.05072,0.0080816,230.4388,3.27914,0.879,0.01423,0.6798159869142564,Far
RSR2,370.3267,167.8492,4.0075,3.4628,3.7252,0.05703,0.04928,0.05301,0.008828,231.3245,3.29174,1.1573,0.01423,0.6824281600557263,Far
RSR2,361.0013,163.8223,2.7305,2.8597,2.7944,0.03885,0.04069,0.03976,0.0049673,221.9991,3.15904,0.9548,0.01423,0.6549174159388171,Far
RSR2,400.9328,178.0143,2.849,2.8328,2.8409,0.04054,0.04031,0.04043,0.0051342,261.9306,3.72727,1.0057,0.01423,0.7727202051592492,Far
RSR2,403.0889,160.5851,2.1561,2.2457,2.2004,0.03068,0.03196,0.03131,0.0030802,264.0867,3.75795,0.9601,0.01423,0.7790806394433998,Far
RSR2,401.1369,148.661,3.8758,3.7095,3.7917,0.05515,0.05279,0.05396,0.009146,262.1347,3.73017,1.0448,0.01423,0.7733214196124447,Far
RSR2,398.4555,129.5992,3.5806,3.1622,3.3649,0.05095,0.045,0.04788,0.0072027,259.4534,3.69202,1.1323,0.01423,0.7654123398229942,Far
RSR2,390.7987,129.7722,3.5821,3.3351,3.4564,0.05097,0.04746,0.04918,0.0075999,251.7966,3.58306,1.0741,0.01423,0.7428232616091401,Far
RSR2,436.6254,149.8923,3.7551,4.0654,3.9072,0.05343,0.05785,0.0556,0.0097114,297.6232,4.23517,0.9237,0.01423,0.8780156605999291,Far
RSR2,447.0507,138.0044,3.4586,3.3655,3.4118,0.04922,0.04789,0.04855,0.0074048,308.0485,4.38353,1.0277,0.01423,0.9087729627640939,Far
RSR2,461.5521,166.8113,2.9398,2.7741,2.8558,0.04183,0.03948,0.04064,0.0051881,322.55,4.58988,1.0597,0.01423,0.9515524808388807,Far
RSR2,463.478,185.9323,2.1312,2.3097,2.2187,0.03033,0.03287,0.03157,0.0031314,324.4758,4.61729,0.9227,0.01423,0.9572349939982211,Far
RSR2,468.0128,203.9915,2.6607,2.4699,2.5635,0.03786,0.03515,0.03648,0.0041806,329.0106,4.68182,1.0773,0.01423,0.9706130521584635,Far
RSR2,455.2985,190.7064,3.4666,3.5111,3.4887,0.04933,0.04996,0.04964,0.0077428,316.2964,4.50089,0.9873,0.01423,0.9331034897389278,Far
RSR2,429.0057,193.1592,3.3285,3.0046,3.1624,0.04736,0.04275,0.045,0.006362,290.0036,4.12675,1.1078,0.01423,0.8555385326635666,Far
RSR2,432.1375,186.0743,3.1318,3.3236,3.2263,0.04457,0.0473,0.04591,0.0066216,293.1353,4.17131,0.9423,0.01423,0.8647765037099078,Far
RSR2,436.8897,191.6683,2.4098,2.2704,2.3391,0.03429,0.03231,0.03328,0.0034805,297.8875,4.23894,1.0614,0.01423,0.8787972393890833,Far
RSR2,411.9553,205.649,3.4056,3.2263,3.3147,0.04846,0.04591,0.04717,0.0069897,272.9532,3.88412,1.0556,0.01423,0.8052376144639758,Far
RSR2,422.1322,206.0274,2.9475,2.8479,2.8973,0.04194,0.04053,0.04123,0.0053401,283.13,4.02894,1.035,0.01423,0.8352610203645848,Far
RSR2,379.3701,175.6638,2.8633,2.8042,2.8336,0.04074,0.0399,0.04032,0.0051079,240.3679,3.42043,1.0211,0.01423,0.7091075697045964,Far
RSR2,334.8001,161.0086,4.4631,4.0454,4.2492,0.06351,0.05757,0.06047,0.0114859,195.798,2.7862,1.1033,0.01423,0.5776219687907505,Mid
RSR2,327.9134,143.4547,3.3778,3.7859,3.576,0.04807,0.05387,0.05089,0.008135,188.9113,2.6882,0.8922,0.01423,0.5573050665793178,Mid
RSR2,413.8126,152.0699,5.7053,5.3748,5.5376,0.08119,0.07648,0.0788,0.0195077,274.8104,3.91055,1.0615,0.01423,0.8107169586012021,Far
RSR2,458.9622,158.7655,5.2592,4.8077,5.0284,0.07484,0.06841,0.07155,0.016085,319.96,4.55303,1.0939,0.01423,0.9439129109767246,Far
RSR2,308.1623,145.9215,5.3988,5.293,5.3456,0.07683,0.07532,0.07607,0.0181785,169.1601,2.40715,1.02,0.01423,0.49903909345153075,Mid
RSR2,291.6778,157.8034,6.3016,5.3904,5.8282,0.08967,0.07671,0.08294,0.0216088,152.6756,2.17257,1.169,0.01423,0.450407063647879,Mid
RSR2,293.3059,207.2315,2.6312,2.5009,2.5652,0.03744,0.03559,0.0365,0.004186,154.3037,2.19574,1.0521,0.01423,0.455210559813582,Mid
RSR2,281.975,211.315,2.7375,2.4344,2.5815,0.03895,0.03464,0.03673,0.0042394,142.9729,2.0345,1.1245,0.01423,0.42178303621591473,Mid
RSR2,172.6459,200.5362,1.7034,1.6243,1.6634,0.02424,0.02311,0.02367,0.0017602,33.6438,0.47875,1.0487,0.01423,0.09925221360942206,Near
RSR2,192.944,196.7822,1.877,1.7206,1.7971,0.02671,0.02448,0.02557,0.0020544,53.9418,0.76759,1.0909,0.01423,0.15913317314768935,Near
RSR2,201.9019,142.8367,1.4692,1.4306,1.4498,0.02091,0.02036,0.02063,0.0013371,62.8998,0.89506,1.027,0.01423,0.1855596580955599,Near
RSR2,198.8089,140.2115,2.1652,2.1046,2.1347,0.03081,0.02995,0.03038,0.0028989,59.8067,0.85105,1.0288,0.01423,0.17643571047999718,Near
RSR2,205.7168,139.3183,2.3456,2.0878,2.213,0.03338,0.02971,0.03149,0.0031154,66.7146,0.94935,1.1235,0.01423,0.19681480729003623,Near
RSR2,187.1681,130.6873,2.2564,2.1972,2.2266,0.03211,0.03127,0.03169,0.003154,48.166,0.6854,1.027,0.01423,0.14209392628281542,Near
RSR2,176.1689,136.6362,1.4541,1.3009,1.3754,0.02069,0.01851,0.01957,0.0012033,37.1667,0.52888,1.1177,0.01423,0.10964493103655591,Near
RSR2,165.3099,155.5028,1.1726,1.0778,1.1242,0.01669,0.01534,0.016,0.000804,26.3077,0.37436,1.0879,0.01423,0.07761056644767257,Near
RSR2,166.4955,162.1052,2.3581,2.1826,2.2687,0.03356,0.03106,0.03228,0.0032741,27.4933,0.39123,1.0804,0.01423,0.08110797604264063,Near
RSR2,187.2506,200.8426,1.528,1.4175,1.4717,0.02174,0.02017,0.02094,0.0013778,48.2485,0.68658,1.078,0.01423,0.14233855837066736,Near
RSR2,183.4628,208.4196,1.3471,1.4696,1.407,0.01917,0.02091,0.02002,0.0012594,44.4607,0.63267,0.9166,0.01423,0.13116218900109253,Near
RSR2,198.2431,206.8542,1.4569,1.4522,1.4545,0.02073,0.02066,0.0207,0.0013459,59.241,0.843,1.0032,0.01423,0.17476682208405805,Near
RSR2,213.8333,192.4879,1.9065,2.058,1.9808,0.02713,0.02928,0.02819,0.0024959,74.8312,1.06485,0.9264,0.01423,0.22075972775351038,Mid
RSR2,216.881,209.0811,2.5092,2.6867,2.5965,0.03571,0.03823,0.03695,0.0042887,77.8788,1.10821,0.9339,0.01423,0.22974892040542583,Mid
RSR2,246.0502,196.4218,2.1322,1.9937,2.0618,0.03034,0.02837,0.02934,0.0027043,107.0481,1.52329,1.0694,0.01423,0.31580136703727735,Mid
RSR2,261.5276,172.5097,3.3675,3.1613,3.2628,0.04792,0.04499,0.04643,0.0067723,122.5254,1.74354,1.0652,0.01423,0.3614625681808287,Mid
RSR2,350.9528,155.8267,4.5354,4.4088,4.4716,0.06454,0.06274,0.06363,0.0127201,211.9506,3.01605,1.0287,0.01423,0.6252733970897074,Far
RSR2,408.5015,132.2227,3.4888,3.6376,3.5624,0.04965,0.05176,0.05069,0.0080734,269.4993,3.83497,0.9591,0.01423,0.7950480660589564,Far
RSR2,420.3467,132.0047,3.175,2.9855,3.0788,0.04518,0.04248,0.04381,0.00603,281.3445,4.00353,1.0635,0.01423,0.8299931378626203,Far
RSR2,425.752,136.959,3.0292,2.9742,3.0016,0.04311,0.04232,0.04271,0.0057314,286.7499,4.08045,1.0185,0.01423,0.8459398329453081,Far
RSR2,465.4358,152.8312,3.0686,2.9389,3.003,0.04367,0.04182,0.04273,0.0057369,326.4337,4.64515,1.0441,0.01423,0.9630107990554714,Far
RSR2,453.9029,164.225,2.0341,1.8934,1.9625,0.02894,0.02694,0.02793,0.00245,314.9007,4.48103,1.0743,0.01423,0.9289862073111823,Far
RSR2,428.6821,164.3,2.8898,3.062,2.9746,0.04112,0.04357,0.04233,0.005629,289.68,4.12214,0.9438,0.01423,0.8545828089983145,Far
RSR2,436.493,170.446,2.6465,2.6027,2.6245,0.03766,0.03704,0.03735,0.0043818,297.4909,4.23329,1.0168,0.01423,0.8776259077819956,Far
RSR2,401.2955,197.1732,3.593,3.2151,3.3988,0.05113,0.04575,0.04836,0.0073487,262.2933,3.73243,1.1175,0.01423,0.7737899522552798,Far
RSR2,365.5632,204.8939,2.6683,2.7558,2.7117,0.03797,0.03922,0.03859,0.0046779,226.561,3.22396,0.9683,0.01423,0.6683763270772477,Far
RSR2,349.9637,193.5859,3.0389,2.8367,2.9361,0.04324,0.04037,0.04178,0.0054839,210.9615,3.00198,1.0713,0.01423,0.622356470415066,Far
RSR2,339.2939,201.8725,3.1739,3.0214,3.0967,0.04516,0.04299,0.04407,0.0061004,200.2918,2.85015,1.0505,0.01423,0.5908797840603537,Mid
RSR2,314.8182,185.2621,1.7363,1.881,1.8072,0.02471,0.02677,0.02572,0.0020776,175.8161,2.50186,0.9231,0.01423,0.5186739282315795,Mid
RSR2,308.9004,189.2266,1.8086,1.8231,1.8159,0.02574,0.02594,0.02584,0.0020976,169.8982,2.41765,0.9921,0.01423,0.5012159044027557,Mid
RSR2,295.3748,176.3328,3.2043,3.2402,3.2222,0.0456,0.04611,0.04585,0.0066047,156.3726,2.22518,0.9889,0.01423,0.46131392309015934,Mid
RSR2,322.7744,196.9284,3.1481,3.1163,3.1322,0.0448,0.04435,0.04457,0.0062409,183.7722,2.61508,1.0102,0.01423,0.5421461697456448,Mid
RSR2,327.3417,189.3223,2.7504,2.8708,2.81,0.03914,0.04085,0.03999,0.0050231,188.3395,2.68007,0.9581,0.01423,0.5556195929570836,Mid
RSR2,349.2986,179.0315,3.4005,3.4163,3.4084,0.04839,0.04861,0.0485,0.0073903,210.2964,2.99251,0.9954,0.01423,0.6203931942523898,Far
RSR2,148.0585,172.332,1.395,1.3181,1.356,0.01985,0.01876,0.0193,0.0011697,9.0564,0.12887,1.0583,0.01423,0.026716726408033884,Near
RSR2,151.5611,173.5937,1.1089,1.0664,1.0875,0.01578,0.01518,0.01547,0.0007523,12.559,0.17871,1.0398,0.01423,0.037049322389848184,Near
RSR2,158.2372,150.2588,0.7776,0.8038,0.7906,0.01107,0.01144,0.01125,0.0003976,19.2351,0.27371,0.9674,0.01423,0.05674427861521653,Near
RSR2,180.51,142.2435,1.4672,1.4104,1.4385,0.02088,0.02007,0.02047,0.0013164,41.5078,0.59066,1.0403,0.01423,0.12245287204290597,Near
RSR7,95.1604,123.1474,2.0277,1.957,1.992,0.05046,0.0487,0.04957,0.0077198,39.7305,0.98869,1.0361,0.0248848,0.17592818313656058,Near
RSR7,88.3464,145.1711,1.2025,1.2987,1.2497,0.02992,0.03232,0.0311,0.0030382,38.7339,0.96389,0.9259,0.0248848,0.1715152539658532,Near
RSR7,83.9609,133.4509,1.4383,1.5561,1.496,0.03579,0.03872,0.03723,0.0043541,31.5153,0.78425,0.9242,0.0248848,0.13954998798900328,Near
RSR7,88.1342,122.5107,1.4147,1.3204,1.3667,0.0352,0.03286,0.03401,0.0036339,32.773,0.81555,1.0714,0.0248848,0.1451195316600977,Near
RSR7,91.8359,121.8651,1.2968,1.2822,1.2895,0.03227,0.03191,0.03209,0.0032348,36.1893,0.90056,1.0114,0.0248848,0.16024626991823626,Near
RSR7,93.6307,117.4216,1.5297,1.4496,1.4891,0.03807,0.03607,0.03706,0.004314,36.7966,0.91568,1.0552,0.0248848,0.16293673318682886,Near
RSR7,95.5949,109.4163,1.5932,1.7235,1.6571,0.03965,0.04289,0.04124,0.0053418,36.6631,0.91235,0.9244,0.0248848,0.16234419068124595,Near
RSR7,90.4098,111.6552,1.6913,1.7074,1.6993,0.04209,0.04249,0.04229,0.0056176,32.2167,0.80171,0.9906,0.0248848,0.1426568324777352,Near
RSR7,101.2983,115.8431,1.3691,1.2564,1.3115,0.03407,0.03126,0.03264,0.0033464,43.8118,1.09025,1.0897,0.0248848,0.19399983985337688,Near
RSR7,106.968,111.5586,1.5946,1.6107,1.6026,0.03968,0.04008,0.03988,0.0049968,48.2073,1.19963,0.99,0.0248848,0.21346299278450492,Mid
RSR7,111.0914,114.5062,1.498,1.3369,1.4151,0.03728,0.03327,0.03522,0.003896,52.9443,1.31751,1.1205,0.0248848,0.23443864160075448,Mid
RSR7,103.956,134.4952,1.804,1.7718,1.7878,0.04489,0.04409,0.04449,0.0062183,51.1199,1.27211,1.0182,0.0248848,0.22636013416728207,Mid
RSR7,109.7545,133.4644,1.7396,1.7074,1.7234,0.04329,0.04249,0.04289,0.0057782,56.4665,1.40516,1.0189,0.0248848,0.25003514328674253,Mid
RSR7,109.5613,138.0549,1.7396,1.6268,1.6823,0.04329,0.04048,0.04186,0.0055056,57.4455,1.42952,1.0693,0.0248848,0.25436977855280835,Mid
RSR7,158.4642,139.2118,4.5823,4.6848,4.6333,0.11403,0.11658,0.1153,0.0417632,105.0385,2.61386,0.9781,0.0248848,0.46511205815101825,Mid
RSR7,151.2146,130.0131,3.6932,3.7616,3.7272,0.0919,0.09361,0.09275,0.0270262,95.6903,2.38124,0.9818,0.0248848,0.42371949429255235,Mid
RSR7,177.99,156.0362,3.3854,3.3854,3.3854,0.08425,0.08425,0.08425,0.0222966,128.1974,3.19017,1.0,0.0248848,0.5676610585691789,Mid
RSR7,185.8209,150.7062,3.2828,3.1758,3.2288,0.08169,0.07903,0.08035,0.020282,134.4177,3.34496,1.0337,0.0248848,0.5952044983407031,Mid
RSR7,204.1233,161.2589,5.2171,5.4677,5.3409,0.12983,0.13606,0.13291,0.0554947,154.8002,3.85217,0.9542,0.0248848,0.6854577969162878,Far
RSR7,206.6457,170.471,4.3554,4.0577,4.2039,0.10838,0.10098,0.10461,0.0343816,159.5797,3.97111,1.0734,0.0248848,0.7066220628664467,Far
RSR7,233.9672,173.423,2.6743,2.581,2.6272,0.06655,0.06423,0.06538,0.0134279,186.755,4.64736,1.0361,0.0248848,0.8269544560797887,Far
RSR7,232.9132,161.9208,3.1956,3.4498,3.3202,0.07952,0.08585,0.08262,0.0214465,182.814,4.54929,0.9263,0.0248848,0.809503812379334,Far
RSR7,241.2471,167.1136,2.8143,2.8324,2.8233,0.07003,0.07048,0.07026,0.0155076,192.1936,4.7827,0.9936,0.0248848,0.8510369493847701,Far
RSR7,244.0251,173.5924,2.4693,2.4117,2.4403,0.06145,0.06001,0.06073,0.0115854,196.526,4.89051,1.0239,0.0248848,0.8702207354288816,Far
RSR7,253.4121,177.9894,2.7417,2.669,2.7051,0.06823,0.06642,0.06732,0.0142359,206.722,5.14424,1.0272,0.0248848,0.9153696273032199,Far
RSR7,258.7501,177.9136,1.9428,1.9096,1.9261,0.04835,0.04752,0.04793,0.0072174,211.8657,5.27224,1.0174,0.0248848,0.9381460359262259,Far
RSR7,257.9875,184.6529,2.7053,2.7961,2.7504,0.06732,0.06958,0.06844,0.0147162,212.8399,5.29648,0.9675,0.0248848,0.9424593183092076,Far
RSR7,266.9387,190.4812,2.0699,1.9064,1.9865,0.05151,0.04744,0.04943,0.0076769,222.9779,5.54876,1.0857,0.0248848,0.9873501961796134,Far
RSR7,263.481,187.3332,1.844,1.954,1.8982,0.04589,0.04862,0.04724,0.0070099,218.8341,5.44565,0.9437,0.0248848,0.9690027313896279,Far
RSR7,262.218,193.8583,1.8157,1.7249,1.7697,0.04518,0.04292,0.04404,0.0060927,219.2698,5.45649,1.0526,0.0248848,0.9709316084948887,Far
RSR7,267.8466,198.2704,2.6146,2.6872,2.6506,0.06506,0.06687,0.06596,0.0136683,225.8344,5.61985,0.973,0.0248848,1.0,Far
RSR7,268.0645,180.6766,2.3967,2.3422,2.3693,0.05964,0.05829,0.05896,0.0109208,221.5764,5.51389,1.0233,0.0248848,0.981145404236768,Far
RSR7,244.2611,190.3541,2.9595,2.9051,2.9322,0.07365,0.07229,0.07297,0.0167262,201.0117,5.00214,1.0187,0.0248848,0.8900842549178359,Far
RSR7,249.6536,189.4791,2.1062,2.1459,2.126,0.05241,0.0534,0.0529,0.0087928,206.0052,5.1264,0.9815,0.0248848,0.9121951653513886,Far
RSR7,240.9264,147.503,3.4529,3.6475,3.5489,0.08593,0.09077,0.08831,0.0245017,186.9024,4.65103,0.9467,0.0248848,0.8276074984207765,Far
RSR7,254.3248,147.8678,3.4286,3.2827,3.3549,0.08532,0.08169,0.08349,0.0218962,199.954,4.97582,1.0444,0.0248848,0.8854008558947303,Far
RSR7,263.6866,150.1778,3.1611,3.1125,3.1367,0.07866,0.07745,0.07806,0.0191412,209.5955,5.21575,1.0156,0.0248848,0.9280941662144008,Far
RSR7,218.9251,155.9573,3.2688,3.0968,3.1816,0.08134,0.07706,0.07917,0.0196934,167.77,4.17493,1.0556,0.0248848,0.7428899347847363,Far
RSR7,227.0311,156.911,3.1501,3.2203,3.185,0.07839,0.08014,0.07926,0.0197351,175.8524,4.37605,0.9782,0.0248848,0.7786773668336344,Far
RSR7,224.801,139.1672,3.3471,3.0926,3.2173,0.08329,0.07696,0.08006,0.0201375,169.189,4.21024,1.0823,0.0248848,0.7491730206322232,Far
