r_prime_um,beta,A,beta_se,r2,n_frames,epsilon_final,trial_id
0,0.21205738122969486,13.273088843602649,0.020360083291140228,0.8714647825029888,18,0.056135671444452674,2to1.4
300,0.49761410217668256,8.649933571814605,0.01885494106092901,0.9734459694006332,21,0.10427648377929245,2to1.4
600,0.6078126972855239,7.804308477971162,0.023171122236576993,0.9731293138710528,21,0.09336433030691339,2to1.4
900,0.5949420399341601,8.362334920793472,0.02280753739447632,0.9728355748327542,21,0.07677801038271138,2to1.4
1200,0.6657407389455555,7.548451601433249,0.02586480858415754,0.9721206877273542,21,0.07350437348576994,2to1.4
1500,0.6149040310142372,8.528833766537412,0.019703115009974053,0.9808654547665402,21,0.07251190841925266,2to1.4
1800,0.623084619817632,8.654096207296117,0.02433487561831104,0.9718349634301485,21,0.061457081671001106,2to1.4
2100,0.6260573252867843,8.674374644849589,0.021295241974554388,0.9784896831551099,21,0.056917372063663214,2to1.4
2400,0.4346492432309814,11.556396881139943,0.014394786386614618,0.9795859699072273,21,0.004911694982578726,2to1.4
